time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSGD00004.chdata
="2026/04/02 16:05:40.880",0.14541,-0.08347,-0.10743,0.03151,-0.01782,0.06559,0.10066,0.00075,-0.03572,20.60637,-0.18662,-0.04195,-0.10399,-0.35927,0.04339,0.06771,0.10817,-0.01639,-0.10463,866.07892
="2026/04/02 16:05:40.900",0.24317,-0.03537,0.01118,-0.01028,0.10222,-0.68774,0.09614,0.01167,0.02843,20.92357,-0.04231,0.0152,0.07903,-0.62005,0.01401,0.03031,0.00985,0.06056,-0.21085,866.50146
="2026/04/02 16:05:40.920",-0.02556,-0.00256,-0.26737,-0.17778,0.11681,-0.16208,0.10642,0.0034,-0.07275,20.12766,0.00292,0.02232,-0.0722,-0.2931,-0.04531,0.10922,0.0915,-0.00007,-0.23632,866.0448
="2026/04/02 16:05:40.940",0.26814,-0.01068,-0.09254,0.30242,0.21739,-0.30946,0.0561,-0.00144,-0.01751,20.17952,-0.19137,-0.02456,0.08989,-0.29787,0.03016,-0.04779,0.03614,-0.0689,-0.14965,866.70428
="2026/04/02 16:05:40.960",0.06243,-0.01024,-0.18217,-0.30537,0.17532,-0.33259,0.09589,0.05073,0.0266,20.31177,0.03914,0.03226,0.01167,-0.4952,-0.05064,0.26509,0.01403,-0.03184,-0.18132,866.3667
="2026/04/02 16:05:40.980",0.05691,-0.02682,-0.05121,-0.03147,0.04552,-0.03723,0.29089,0.03353,0.01785,20.34926,-0.15775,0.01438,-0.19296,-0.23167,0.0446,0.08216,0.09449,-0.02118,-0.18276,865.71454
="2026/04/02 16:05:41.000",0.36718,-0.04178,-0.22398,0.04454,0.10985,-0.46112,0.29455,0.00459,-0.01998,20.77602,0.03375,0.05253,0.02811,-0.36803,0.06834,0.00771,0.0248,0.02203,-0.16838,865.69031
="2026/04/02 16:05:41.020",-0.07541,-0.03622,-0.13375,-0.32807,0.03043,0.07951,-0.12216,-0.00196,-0.01512,20.64537,0.00278,-0.03917,0.07649,-0.40352,0.01489,0.23986,0.13089,-0.07801,-0.15078,865.56171
="2026/04/02 16:05:41.040",0.14683,-0.00265,0.12254,0.26008,0.01531,0.16736,0.19627,0.03711,0.03179,20.64534,-0.14672,-0.03193,0.01478,-0.47854,0.09869,-0.05162,0.05887,-0.01722,-0.13908,865.73254
="2026/04/02 16:05:41.060",0.1895,0.06114,-0.33419,-0.38294,-0.10147,0.18419,0.12541,0.01975,0.00178,20.61603,0.11647,-0.06801,0.00657,-0.5636,-0.0017,0.10906,0.03282,-0.09856,-0.11333,865.05347
="2026/04/02 16:05:41.080",-0.07396,0.05565,0.07231,-0.01629,-0.26828,-0.10407,-0.01446,0.01707,0.02634,20.85603,0.00913,0.0653,-0.05031,-0.31879,0.01498,-0.13276,0.10919,-0.07205,-0.20744,865.65112
="2026/04/02 16:05:41.100",0.28357,-0.01871,-0.15703,0.3514,0.09855,-0.20879,0.30634,0.03394,-0.00699,21.05556,0.11096,0.00894,0.22974,-0.26393,0.004,-0.19012,0.00976,-0.02449,-0.12855,866.2323
="2026/04/02 16:05:41.120",-0.10429,-0.0344,-0.10507,-0.00108,0.11533,0.30277,0.13041,-0.00828,0.03526,20.92238,0.0919,-0.04922,0.15155,-0.24676,-0.03944,0.03267,0.09735,-0.05859,-0.02671,866.0675
="2026/04/02 16:05:41.140",0.14108,-0.05829,0.14933,0.53326,-0.13639,0.04005,0.12617,0.00311,0.03025,21.58657,-0.02833,0.02294,0.02002,-0.15663,0.02607,-0.0262,0.08346,0.12877,0.08829,866.185
="2026/04/02 16:05:41.160",0.13452,-0.0509,-0.26351,-0.1322,-0.00697,-0.30411,0.0595,-0.01533,0.0151,21.67543,0.23368,0.08291,0.08716,-0.16937,-0.06,0.12764,-0.02715,0.0819,0.01106,866.05798
="2026/04/02 16:05:41.180",-0.05938,-0.12303,0.21187,0.21585,0.18921,-0.00672,0.029,-0.00764,0.03415,21.27469,-0.07211,-0.08895,0.05574,0.07925,0.03403,-0.12537,0.07177,0.06924,-0.13531,866.76715
="2026/04/02 16:05:41.200",0.19368,-0.03292,-0.05557,0.4467,0.12659,-0.03622,0.08762,0.01386,-0.06005,21.12628,0.17792,0.04133,0.12816,0.23869,0.04876,-0.19556,-0.00706,0.03583,-0.20587,867.01923
="2026/04/02 16:05:41.220",-0.14198,0.01211,-0.1607,0.03084,-0.18259,0.25199,0.21662,-0.04889,-0.01883,20.47578,0.08787,-0.03003,0.16195,0.22746,-0.0534,0.01955,0.05563,-0.05173,0.1939,866.32147
="2026/04/02 16:05:41.240",0.08442,0.06514,0.20216,0.5455,-0.13397,0.166,-0.04273,0.03718,0.01646,20.42694,-0.02867,0.01607,0.0208,0.34859,0.06248,-0.04958,0.03863,0.09507,0.05673,866.06592
="2026/04/02 16:05:41.260",0.05124,-0.01214,-0.24109,-0.26312,-0.04688,0.28148,0.04974,-0.01545,-0.01037,20.01548,0.17999,-0.03214,0.06631,0.22663,-0.01207,0.02325,-0.04616,-0.02815,-0.02992,865.34735
="2026/04/02 16:05:41.280",-1.18975,0.00452,1.044,0.02621,-0.1773,0.18498,0.13425,0.04058,0.02338,19.93818,-0.08891,0.07248,0.02834,0.35261,0.01098,0.02546,0.1306,-0.09295,-0.11477,865.37878
="2026/04/02 16:05:41.300",0.45445,0.11807,-0.39346,0.21627,-0.14985,0.24158,-0.02978,0.03886,0.00715,20.52667,0.13311,-0.03496,0.09155,0.50178,0.00591,-0.10932,-0.32804,0.7985,-0.16403,865.37244
="2026/04/02 16:05:41.320",-0.40053,-0.00796,-0.2934,-0.07189,-0.13071,0.31591,-0.08564,0.00911,0.05064,20.29244,0.12168,-0.01731,0.09099,0.40021,-0.08459,0.02947,0.07715,-0.53305,1.09077,864.78418
="2026/04/02 16:05:41.340",-0.64189,0.02397,1.43884,0.43568,-0.11895,0.15696,-0.00351,-0.01987,-0.02369,20.31593,-0.05872,-0.02027,0.20432,0.58092,0.00066,-0.08056,-0.09115,0.07649,0.30696,865.12671
="2026/04/02 16:05:41.360",0.9333,0.16603,-1.05854,0.07381,-0.17558,0.32488,-0.18229,0.0293,-0.03381,20.00518,0.16102,0.03302,0.1592,0.58158,-0.09355,-0.00875,-0.22577,-0.38183,0.70873,864.40277
="2026/04/02 16:05:41.380",-1.43389,0.21908,1.06885,0.22368,-0.03343,0.25557,-0.09089,0.04686,0.07687,19.95397,-0.03614,-0.05198,-0.10294,0.54347,-0.03606,-0.10171,0.13317,-0.43299,0.64794,863.72003
="2026/04/02 16:05:41.400",0.80866,0.08087,0.00591,0.15545,0.06482,-0.32516,0.06783,0.04471,0.01285,20.24072,0.02026,0.0422,0.30901,0.61801,0.01603,-0.20729,-0.23984,0.25506,0.11512,863.89423
="2026/04/02 16:05:41.420",-0.27789,-0.06586,-0.63047,-0.02006,0.01481,0.36031,0.03363,-0.00322,-0.02353,20.64607,0.12175,-0.00711,-0.10023,0.60241,-0.03032,-0.00176,0.02742,-0.41714,0.59685,864.547
="2026/04/02 16:05:41.440",-0.52745,-0.0476,1.01622,0.60328,-0.06461,0.2635,-0.13883,-0.04209,-0.02827,21.32091,-0.00079,0.05632,0.04149,0.61106,0.02991,-0.12939,0.1055,0.39728,-0.23502,865.54755
="2026/04/02 16:05:41.460",1.17326,-0.062,-1.19205,-0.13781,0.01815,-0.06311,-0.15288,-0.0477,-0.02301,20.77062,0.16555,0.01552,0.21779,0.61238,-0.03716,0.01737,-0.25184,0.08597,-0.19644,864.43353
="2026/04/02 16:05:41.480",-1.06076,-0.04172,0.34266,0.39162,-0.16978,0.6608,-0.02427,0.00831,-0.04359,20.72545,0.00883,-0.03247,-0.19321,0.55489,-0.06099,-0.00494,0.19148,-0.01966,-0.2925,864.27136
="2026/04/02 16:05:41.500",0.98825,-0.06413,-0.02758,0.2567,-0.20229,0.06476,-0.13357,-0.04103,-0.03142,20.44526,0.09552,-0.01425,0.15886,0.3962,-0.00288,-0.06275,-0.14918,0.51796,-0.92389,864.11206
="2026/04/02 16:05:41.520",-0.12712,-0.08353,-0.94331,0.03169,-0.26507,0.09323,-0.02825,-0.04704,0.05752,19.24334,0.16137,0.03835,0.09242,0.62953,-0.03826,0.01993,-0.03023,-0.19805,-0.2544,863.57159
="2026/04/02 16:05:41.540",-0.32428,0.02201,0.92821,0.82386,-0.09575,0.37626,-0.05158,-0.01005,-0.03364,19.40745,0.00585,-0.01846,0.04659,0.32791,0.03431,-0.02202,0.05576,0.36583,-0.69762,864.21869
="2026/04/02 16:05:41.560",0.90841,0.03993,-0.90146,-0.0394,0.0422,-0.10321,-0.2102,-0.07111,-0.02133,19.24818,0.20957,0.04736,0.02238,0.29696,-0.03163,0.05747,-0.33243,-0.00575,-0.21643,863.83051
="2026/04/02 16:05:41.580",-1.11266,0.0399,0.34582,0.17225,-0.03869,0.13822,-0.15614,-0.05869,0.03509,18.66023,0.03084,0.05524,-0.23167,0.52944,0.03304,-0.06601,0.16395,-0.1848,0.12549,863.91901
="2026/04/02 16:05:41.600",0.74015,0.01534,0.47261,0.11415,0.19393,-0.0697,-0.17861,0.01611,-0.01059,18.80018,0.07379,-0.00611,0.07602,0.24325,-0.0513,-0.13186,-0.18312,0.24826,0.01142,863.90771
="2026/04/02 16:05:41.620",-0.61176,-0.02382,-0.67508,-0.37141,0.08545,0.29074,-0.07785,-0.01567,-0.02726,19.18483,0.05525,-0.0643,-0.05592,0.50163,-0.07337,-0.03271,-0.01227,-0.38506,0.78164,863.21661
="2026/04/02 16:05:41.640",-0.34588,-0.00594,1.1739,0.37535,-0.30148,0.35948,-0.10617,-0.01046,-0.01843,19.83291,-0.06483,0.05118,0.01637,0.37559,-0.01206,-0.10997,0.1586,0.13153,0.48107,863.47601
="2026/04/02 16:05:41.660",0.62491,0.00125,-0.46336,-0.28238,-0.09087,0.11236,-0.15094,0.0063,-0.01409,19.45062,0.0738,0.06281,0.08222,0.3035,-0.0509,-0.05899,-0.22442,-0.09593,0.71301,863.1286
="2026/04/02 16:05:41.680",-1.12209,0.04244,0.22588,-0.28548,0.14461,0.26208,-0.069,0.00535,-0.02846,19.60749,-0.17359,-0.06396,-0.18585,0.54136,-0.00138,-0.26959,0.31642,-0.23674,0.69407,863.47083
="2026/04/02 16:05:41.700",0.89218,0.02979,0.57815,-0.30271,-0.06991,0.08457,0.00047,0.00379,-0.01319,19.79733,-0.09145,-0.02853,-0.01997,0.16824,0.05312,-0.11687,-0.06598,0.17449,0.2109,863.5174
="2026/04/02 16:05:41.720",-0.53626,-0.0414,-0.81984,-0.56727,-0.26781,0.03434,-0.21197,-0.02887,-0.00943,19.13563,-0.0966,0.06196,-0.01247,0.32224,-0.00427,0.13276,0.05424,-0.26145,0.36484,863.41956
="2026/04/02 16:05:41.740",-0.00276,-0.03111,0.7653,0.32477,0.02194,0.07268,-0.12417,-0.015,-0.00853,20.06228,-0.19629,-0.06339,-0.04917,0.11225,0.03879,-0.10102,0.29186,0.1806,-0.26568,864.33063
="2026/04/02 16:05:41.760",0.77886,-0.01098,-0.5685,-0.1556,0.13147,-0.16092,-0.05956,0.01819,0.06772,20.40563,-0.08853,-0.01394,0.2,0.07198,-0.0112,0.04302,-0.25818,0.06631,-0.33832,863.79883
="2026/04/02 16:05:41.780",-0.80864,0.02659,-0.26347,-0.07498,0.13289,-0.20775,-0.1315,-0.02025,0.00641,20.40685,-0.16548,-0.00598,-0.08742,0.23272,0.03129,-0.02965,0.28062,-0.03408,-0.48758,863.65137
="2026/04/02 16:05:41.800",1.11215,0.06008,0.36618,0.10339,0.15816,-0.23737,-0.13558,-0.02321,-0.04455,20.15102,-0.09163,0.00792,0.02571,-1.7161,0.07687,0.60344,-0.13652,0.20621,-0.80404,864.20526
="2026/04/02 16:05:41.820",-0.47907,0.00952,-0.94496,-0.46452,0.34891,-0.50513,-0.02632,-0.02333,0.02432,19.81883,-0.11007,0.04064,-0.00503,-1.00663,-0.0427,0.49498,-0.12489,-0.14355,-0.47479,864.01868
="2026/04/02 16:05:41.840",0.07878,-0.00067,0.56101,0.01388,0.21955,-0.15017,-0.17396,-0.0002,-0.02733,20.28933,-0.20524,-0.04031,-0.15186,-0.16901,0.21078,-0.53647,0.17034,0.15709,-0.57967,864.26813
="2026/04/02 16:05:41.860",0.51123,-0.00984,-0.33123,-0.39965,0.01504,-0.3137,-0.09295,-0.02146,-0.03303,19.37223,-0.04335,0.05822,-0.07502,-1.45225,-0.07604,0.33062,-0.37493,0.01763,-0.19408,863.97095
="2026/04/02 16:05:41.880",-0.90581,0.00005,-0.16544,-0.28618,0.09015,-0.2501,-0.12974,-0.03334,0.02684,19.25869,-0.22055,-0.04095,-0.11546,0.083,0.05812,-0.26942,0.14367,-0.04527,0.09958,864.1712
="2026/04/02 16:05:41.900",0.77435,0.02875,0.6831,-0.12282,0.07144,-0.16347,-0.11726,0.02749,-0.01855,19.42903,-0.07024,-0.01016,-0.09403,-0.94269,-0.03202,-0.00449,-0.1626,0.08092,0.20789,864.9494
="2026/04/02 16:05:41.920",-0.81772,-0.00995,-0.54909,-0.56801,0.02542,-0.21887,0.00129,-0.03334,-0.04489,19.12822,-0.11986,-0.0225,-0.02478,-0.4415,-0.20298,0.39582,-0.09619,-0.18653,0.62513,864.57898
="2026/04/02 16:05:41.940",0.01783,-0.04109,0.72518,-0.07264,0.08523,-0.3651,-0.11258,0.0229,-0.01269,20.00064,-0.15799,0.01884,-0.12097,0.20829,0.08244,-0.4042,0.23016,0.02128,0.56319,864.33051
="2026/04/02 16:05:41.960",0.19049,-0.06654,0.05938,-0.40895,0.11358,-0.19825,-0.09262,0.00649,0.04878,19.81096,0.08111,-0.02692,-0.13976,-0.77856,-0.11975,0.31855,-0.2175,-0.09204,0.70676,863.46252
="2026/04/02 16:05:41.980",-0.81405,-0.03344,-0.13706,-0.29454,0.12777,-0.35178,0.07969,0.01124,0.05224,20.08593,-0.1335,-0.03132,-0.12141,0.62468,0.06192,-0.09112,0.31918,-0.04997,0.58668,863.71521
="2026/04/02 16:05:42.000",0.85766,0.03374,0.65645,-0.11384,0.07675,-0.28387,0.76342,-0.00395,0.00349,20.19155,-0.04301,0.02097,0.08917,-0.28022,0.13053,-0.27191,0.00634,0.05374,0.34089,864.13495
="2026/04/02 16:05:42.020",-0.70041,0.01625,-0.58047,-0.30561,-0.07401,-0.01638,0.29283,-0.02929,0.04424,19.45234,0.04967,-0.02811,-0.22445,0.09584,-0.10956,0.3345,0.03502,-0.08312,0.17887,864.10248
="2026/04/02 16:05:42.040",0.40469,0.01372,0.33909,0.15262,0.04884,-0.37705,0.00376,0.08322,0.02933,20.6537,-0.18295,0.00725,0.10497,0.57229,0.15578,-0.51356,0.33926,0.07419,-0.21065,865.37756
="2026/04/02 16:05:42.060",0.33498,0.00897,-0.16425,-0.36807,0.2049,-0.43148,0.10257,0.04902,0.08283,20.59814,0.07349,-0.02223,0.00311,-0.46109,-0.05898,0.20846,-0.1885,0.00314,-0.35057,865.59058
="2026/04/02 16:05:42.080",-0.47595,-0.008,-0.48993,0.05873,0.0559,0.01975,0.01957,0.03974,0.02246,19.88056,-0.11323,-0.03053,-0.18982,0.6816,-0.00506,0.01447,0.26788,0.0695,-0.59473,865.90991
="2026/04/02 16:05:42.100",1.0164,0.03205,0.35958,-0.20161,0.24,-0.67973,-0.06385,-0.05982,-0.07476,20.29048,-0.05087,0.03808,0.1089,-0.25441,0.13003,-0.34786,-0.10865,0.07708,-0.6492,866.74078
="2026/04/02 16:05:42.120",-0.65657,0.03236,-0.66228,-0.43156,0.17653,0.00131,0.03614,0.00738,0.00467,20.29085,0.05206,-0.01914,-0.25795,-0.02177,-0.15118,0.49487,-0.15379,0.01548,-0.55239,866.36804
="2026/04/02 16:05:42.140",0.42489,0.03227,0.16651,0.05524,0.06433,-0.25061,0.00365,-0.01037,-0.0013,20.74346,-0.19871,0.08271,0.00986,0.31643,0.14913,-0.38389,0.10593,0.07685,-0.47495,865.84973
="2026/04/02 16:05:42.160",0.04199,0.01111,0.00724,-0.56337,0.1236,-0.1963,-0.00662,-0.00609,-0.02005,20.18962,0.03774,-0.09228,-0.0142,-0.52721,-0.06546,0.20438,-0.37862,-0.03441,-0.1236,865.29065
="2026/04/02 16:05:42.180",-0.60893,-0.00712,-0.29437,-0.10219,-0.22434,0.26799,0.05612,0.03003,0.02553,19.75479,-0.11451,0.00445,-0.1337,0.43574,-0.07649,0.19204,0.08634,0.05024,0.03499,865.20923
="2026/04/02 16:05:42.200",0.64613,0.00072,0.56143,-0.16936,-0.02901,-0.34423,-0.0401,-0.0283,-0.06514,20.58908,0.00228,-0.01525,0.11094,-0.33689,0.11747,-0.31984,-0.15987,-0.05567,0.36498,865.42035
="2026/04/02 16:05:42.220",-0.90155,-0.0293,-0.25435,-0.39374,-0.06917,0.22416,0.02291,-0.00058,-0.00928,20.19377,0.04358,-0.02577,-0.01962,0.00457,-0.19801,0.52247,-0.11296,-0.03771,0.51158,865.02319
="2026/04/02 16:05:42.240",0.34268,-0.04173,0.34558,0.2353,-0.1035,0.03655,-0.01596,-0.00142,-0.00315,20.6284,-0.07691,0.21344,-0.12308,0.24525,0.14072,-0.34034,0.17808,-0.04721,0.61498,865.53333
="2026/04/02 16:05:42.260",-0.21924,-0.03261,0.28869,-0.39013,0.01486,-0.07657,-0.03173,-0.0331,-0.04388,20.55682,0.26537,-0.00545,0.32882,-0.33712,-0.02277,0.1402,-0.15693,-0.12853,0.69876,865.28699
="2026/04/02 16:05:42.280",-0.46528,-0.03889,-0.18091,0.0194,-0.06388,0.14629,-0.00157,0.01909,0.02262,20.33466,0.40959,-0.15679,-0.44458,0.47581,-0.0597,0.20982,0.29759,0.04304,0.459,865.33154
="2026/04/02 16:05:42.300",0.68412,-0.00142,0.48715,0.24863,-0.20535,-0.33689,-0.0346,-0.03668,-0.032,20.95894,-0.27428,-0.10543,1.60439,-0.16857,0.16457,-0.47618,0.03579,-0.07899,0.39673,865.72711
="2026/04/02 16:05:42.320",-0.73715,0.02323,-0.28175,0.03258,-0.89819,0.93952,0.00159,-0.01174,-0.00904,21.05044,0.4776,-0.11683,-0.44531,0.15751,-0.16837,0.42209,0.09165,0.05087,0.0397,865.64886
="2026/04/02 16:05:42.340",0.71247,0.01374,0.04231,1.52614,-0.55219,2.01067,-0.01615,0.00547,0.01535,22.01447,-0.46794,0.0296,0.54915,0.19461,0.11638,-0.36972,0.30272,0.02745,-0.20546,866.32043
="2026/04/02 16:05:42.360",-0.06322,0.02066,0.03986,-0.7106,0.54606,-1.4786,-0.03066,-0.0186,-0.03144,21.87029,0.22737,0.02316,0.68019,-0.25829,-0.01088,0.03602,-0.09635,-0.03771,-0.36149,866.20959
="2026/04/02 16:05:42.380",-0.1158,0.01146,-0.4676,1.42647,-0.3705,2.78705,0.01205,0.02691,0.05088,21.11872,0.07917,-0.13018,-0.81173,0.35522,-0.07636,0.24965,0.2012,0.13994,-0.67151,866.19098
="2026/04/02 16:05:42.400",0.78379,0.02593,0.15037,0.80586,0.40623,-0.8203,-0.0197,-0.02833,-0.01847,20.28183,-0.30309,0.2204,0.86637,-0.29257,0.18345,-0.42847,-0.09685,-0.0448,-0.54237,866.68024
="2026/04/02 16:05:42.420",-0.6731,0.02733,-0.35918,-0.3126,0.21284,0.36386,0.01659,0.00455,0.00623,19.35433,0.62043,-0.04209,-0.91951,0.06633,-0.15915,0.46105,-0.13169,0.11839,-0.61072,866.60895
="2026/04/02 16:05:42.440",0.67195,0.02851,-0.07819,1.47986,-0.20704,1.20209,0.00837,0.01843,0.01848,20.13601,-0.47881,0.11247,-0.30276,0.01079,0.09961,-0.31417,-0.00303,0.04063,-0.38012,866.68243
="2026/04/02 16:05:42.460",-0.32936,0.02814,0.12888,-1.08935,0.49381,-2.17454,-0.02314,-0.03072,-0.04156,20.67422,0.46257,0.13875,0.06904,-0.26435,-0.01931,0.02831,-0.32171,-0.05037,-0.08362,866.02527
="2026/04/02 16:05:42.480",-0.26205,0.00074,-0.25123,0.21588,-0.4051,1.39413,0.01169,0.01928,0.0346,20.60325,0.1749,-0.15386,-1.17763,0.18639,-0.10533,0.31362,-0.01134,0.10453,-0.01712,865.21344
="2026/04/02 16:05:42.500",0.38384,-0.0039,0.35364,0.07696,0.24129,-1.84101,-0.01892,-0.00428,-0.00347,20.38904,-0.34941,0.20009,0.46839,-0.30261,0.14616,-0.37217,-0.19375,-0.16592,0.447,865.00543
="2026/04/02 16:05:42.520",-0.86344,-0.02649,0.02659,-1.67333,0.03633,-0.64744,0.01005,0.00343,-0.00469,19.36538,0.63056,-0.09476,-0.58343,0.12254,-0.16626,0.46634,-0.09146,0.033,0.46151,865.30194
="2026/04/02 16:05:42.540",0.55004,-0.04076,0.12833,0.83784,-0.34636,0.3286,0.00561,0.01054,0.00456,19.94817,-0.68216,-0.01308,0.00947,-0.02442,0.10244,-0.2237,0.08043,-0.05917,0.62431,865.29547
="2026/04/02 16:05:42.560",-0.51398,-0.02235,0.36378,-1.29777,0.31994,-2.05638,-0.01749,-0.03971,-0.05266,20.34564,0.28686,0.05213,0.65689,-0.05808,0.02192,-0.00697,-0.06209,-0.12079,0.69133,863.12378
="2026/04/02 16:05:42.580",-0.08775,-0.03697,-0.09227,-0.18251,-0.39126,1.52028,0.00914,0.02423,0.00899,20.41047,-0.15463,-0.19892,-0.33986,0.27599,-0.08704,0.22151,0.24023,0.08877,0.36595,863.02716
="2026/04/02 16:05:42.600",0.44615,-0.00452,0.25423,0.77848,0.16042,-0.9243,-0.03564,-0.01134,-0.00829,20.73266,-0.54117,0.06762,1.07906,-0.17426,0.14507,-0.43785,0.10078,-0.15756,0.43217,864.38513
="2026/04/02 16:05:42.620",-0.63306,0.00594,-0.04063,-1.24084,0.02433,0.61691,0.0051,-0.01702,-0.0105,19.77795,0.44658,-0.13184,0.12504,0.26789,-0.14113,0.34911,0.17262,0.09316,-0.05091,863.12146
="2026/04/02 16:05:42.640",0.84681,0.01677,-0.13013,1.58464,-0.25544,1.41934,0.01784,0.01954,0.02591,19.95908,-0.81286,-0.04206,0.2044,-0.06755,0.0962,-0.22123,0.23573,0.00535,-0.20452,862.15643
="2026/04/02 16:05:42.660",-0.3179,0.02238,0.06604,-0.34996,0.27121,-0.61348,-0.02286,-0.01433,-0.02149,20.65909,0.419,0.07768,0.66016,-0.01117,0.02792,-0.04477,0.01405,-0.0337,-0.36679,860.83698
="2026/04/02 16:05:42.680",0.21552,0.02421,-0.32687,0.14946,-0.34577,2.16904,0.00964,0.01615,0.02232,21.15424,-0.05936,-0.1107,-0.55469,0.15699,-0.06083,0.24186,0.16008,0.18866,-0.67645,860.08136
="2026/04/02 16:05:42.700",0.46842,0.03546,-0.05299,1.47299,0.11591,-0.4068,-0.04122,-0.01488,-0.01591,21.05081,-0.26486,0.12847,0.35395,-0.2591,0.16159,-0.38082,-0.10982,-0.10813,-0.45982,861.12592
="2026/04/02 16:05:42.720",-0.57339,0.03527,-0.15798,-1.16218,0.03806,0.55481,0.02751,0.0047,-0.01491,19.45034,0.75101,-0.02164,-0.45879,0.18394,-0.12732,0.34715,-0.09537,0.16205,-0.5901,860.75208
="2026/04/02 16:05:42.740",0.73508,0.0221,-0.20048,1.35022,-0.12872,0.48476,0.02019,0.03023,0.03071,18.97568,-0.5643,0.02526,-0.4974,-0.20913,0.05211,-0.19156,-0.12422,0.01792,-0.31047,863.03558
="2026/04/02 16:05:42.760",-0.58799,0.00598,0.12397,-0.49311,0.26684,-1.39487,-0.02369,-0.02958,-0.03871,17.4395,0.66457,0.12012,-0.0204,-0.0425,-0.00798,-0.0089,-0.2639,-0.03846,-0.03331,865.02747
="2026/04/02 16:05:42.780",0.05376,-0.01389,-0.08861,-0.60639,-0.21738,0.57465,0.01745,0.02198,0.01565,16.58056,-0.01709,-0.02163,-0.79617,0.03465,-0.10179,0.27079,-0.09894,0.12933,0.0171,866.90942
="2026/04/02 16:05:42.800",0.07166,-0.01472,0.12973,0.85095,0.19409,-1.71148,0.02079,-0.00012,-0.01469,17.70255,-0.22594,0.08577,0.03115,-0.27248,0.11418,-0.30018,-0.22907,-0.20163,0.51734,869.90265
="2026/04/02 16:05:42.820",-0.74213,-0.02376,0.18184,-1.82988,0.08204,-0.44691,0.03032,-0.00498,-0.02425,17.75585,0.63877,-0.01305,-0.19557,0.22364,-0.11821,0.32254,-0.04447,0.06729,0.43202,869.12079
="2026/04/02 16:05:42.840",0.57888,-0.02898,0.04375,0.75099,-0.03259,-0.41655,-0.01673,0.00249,0.00387,19.96484,-0.78595,-0.03867,-0.13599,-0.2155,0.06877,-0.13312,0.02107,-0.07812,0.63961,870.52081
="2026/04/02 16:05:42.860",-0.70008,-0.03466,0.29794,-0.6424,0.22291,-1.22082,-0.0166,-0.03747,-0.02673,20.19435,0.42267,0.01738,0.51622,0.14916,0.00557,-0.02887,0.0237,-0.10574,0.62494,869.38
="2026/04/02 16:05:42.880",0.24095,-0.0333,0.05452,-0.75129,-0.20488,0.86453,-0.02659,0.00451,0.01413,19.97819,-0.29085,-0.09647,0.05515,0.1216,-0.08537,0.18447,0.22901,0.10977,0.31585,866.24628
="2026/04/02 16:05:42.900",0.15839,-0.01236,0.08749,1.2337,0.07723,-0.64884,-0.03744,-0.01109,-0.00019,21.96531,-0.38017,-0.01907,0.60993,-0.12932,0.10078,-0.30151,0.10118,-0.1931,0.38153,865.43158
="2026/04/02 16:05:42.920",-0.42653,0.00952,0.07846,-1.28776,-0.0593,0.96871,0.03811,0.00242,-0.02022,21.57918,0.44726,-0.06826,0.37671,0.35256,-0.0952,0.20811,0.27991,0.11536,-0.12004,861.66486
="2026/04/02 16:05:42.940",0.81663,0.00765,-0.1571,1.19705,-0.09008,0.72948,0.04198,0.01982,0.01897,23.04106,-0.79108,-0.07441,0.1612,-0.23104,0.05717,-0.12893,0.15289,-0.02181,-0.2126,861.20746
="2026/04/02 16:05:42.960",-0.4715,0.02243,0.00345,0.0561,0.06016,0.27367,-0.01455,-0.01882,-0.01888,22.6849,0.5209,0.02098,0.40775,0.18234,0.01154,-0.0427,0.11135,-0.00802,-0.40222,860.38367
="2026/04/02 16:05:42.980",0.50415,0.0296,-0.18698,-0.28197,-0.21732,1.54376,-0.01546,0.00082,-0.00733,21.3255,-0.18593,-0.01773,-0.16495,0.00621,-0.04292,0.13272,0.11028,0.18164,-0.65882,859.61377
="2026/04/02 16:05:43.000",0.14735,0.03876,-0.19239,1.65189,0.00238,-0.21044,0.01061,-0.00448,0.00172,22.92707,-0.06093,0.03819,-0.05301,-0.1967,0.09091,-0.26161,-0.12249,-0.09826,-0.41952,861.60193
="2026/04/02 16:05:43.020",-0.3698,0.04286,-0.03215,-1.0302,-0.11294,0.8532,0.00277,0.01032,-0.01158,20.7421,0.69109,0.03299,-0.2099,0.22736,-0.09019,0.19318,-0.05273,0.1686,-0.58926,861.21069
="2026/04/02 16:05:43.040",0.63042,0.02856,-0.21562,1.0266,0.0048,-0.24188,0.02376,0.02002,0.00661,19.95865,-0.48529,0.03214,-0.48407,-0.35549,0.0357,-0.0811,-0.24553,-0.02376,-0.25045,864.79938
="2026/04/02 16:05:43.060",-0.71968,0.01642,0.05235,-0.09889,0.09589,-0.64333,-0.01186,-0.01677,-0.03199,18.67339,0.70585,0.07038,-0.26492,0.13622,-0.01259,0.01708,-0.23056,-0.0247,-0.0253,866.9032
