time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ
="2026/04/02 15:51:34.380",0.09576,0.34975,-1.29959,-1.82819,-0.68909,-0.50973,25.16964,858.06506,-0.09486,0.09949,-0.4238,2.00046,-0.02442,-0.47585,0.73667,-0.10082,-0.54665,1.18251,-0.04206,0.04594
="2026/04/02 15:51:34.400",0.14379,0.607,-0.46734,-1.85603,-0.85968,0.37902,23.85568,857.15448,-0.14444,-0.12206,-0.73771,2.2091,-0.01622,-0.32036,0.51885,-0.00196,-1.01292,1.16941,-0.03865,-0.00619
="2026/04/02 15:51:34.420",0.27002,0.6498,-1.14134,-0.84347,-1.36095,0.45999,22.50514,856.51984,-0.46878,-0.05005,-0.70352,2.4945,0.08748,-0.86759,-0.04885,-0.02896,-0.06802,0.3318,-0.07317,0.04659
="2026/04/02 15:51:34.440",0.04419,0.27766,-1.15183,-1.83042,-0.33745,-0.72687,20.81087,856.29315,-0.65915,0.15612,-0.01183,2.51814,0.02727,-0.52351,0.53483,-0.04942,-0.69271,0.55021,-0.03618,-0.03316
="2026/04/02 15:51:34.460",0.38644,0.02548,-0.49954,-1.12303,-0.37165,0.10737,18.41983,856.25098,-0.63832,-0.16927,-0.19227,2.62869,0.10106,-0.2384,0.00723,0.15441,-0.12192,0.35551,-0.08558,0.07932
="2026/04/02 15:51:34.480",0.23325,0.2237,-0.19961,-0.76615,-0.28279,-0.23628,16.27761,857.1734,-0.72894,-0.00824,0.41583,2.36259,0.11022,-0.38823,-0.00227,0.17019,0.18753,-0.26699,0.01483,-0.01703
="2026/04/02 15:51:34.500",0.25541,-0.14492,-0.08541,-0.87499,0.14963,-0.4761,14.19212,857.76624,-0.56457,-0.00207,0.87657,1.9209,-0.09257,0.21657,-0.0003,-0.04034,-0.25689,-0.28391,-0.10854,0.0279
="2026/04/02 15:51:34.520",0.23682,-0.08488,0.05234,0.56525,0.04391,0.25587,12.34425,858.32007,-0.59132,-0.1483,0.55797,1.72431,0.01196,-0.04364,-0.4595,0.09064,0.66218,-0.51516,0.01063,-0.05433
="2026/04/02 15:51:34.540",0.22188,0.08746,0.46099,0.14905,0.26358,-0.76213,11.67814,859.10034,-0.47467,0.07994,1.252,0.29382,-0.07105,0.21278,0.00127,0.0879,0.29648,-0.80413,0.03724,0.07476
="2026/04/02 15:51:34.560",0.27027,-0.43285,1.21828,0.83158,0.50093,0.26469,11.8539,860.38647,-0.33982,-0.07096,1.00912,0.00284,-0.09657,0.52661,-0.35676,0.11465,0.56118,-0.85426,0.0831,0.01102
="2026/04/02 15:51:34.580",0.23148,-0.26287,1.19177,1.31547,0.61137,0.36172,13.03429,862.61932,-0.12507,-0.13737,1.16168,-0.51591,0.11045,0.5038,-0.27341,0.09224,0.60593,-0.99086,0.04326,-0.00106
="2026/04/02 15:51:34.600",-0.05732,-0.3315,0.75256,0.92264,0.64774,-0.64135,14.09674,864.84692,0.39436,-0.00456,0.75548,-1.3571,-0.06894,0.44728,-0.46139,0.08589,0.2937,-0.85315,0.09094,0.08387
="2026/04/02 15:51:34.620",0.01447,-0.6275,1.15665,1.77544,0.93536,0.36063,15.6485,867.16437,0.19607,0.06324,1.35683,-1.76954,-0.08695,0.50713,-0.44535,-0.17001,0.5587,-1.54777,0.03845,-0.00395
="2026/04/02 15:51:34.640",-0.18073,-0.26339,1.12945,1.55924,0.90852,-0.25165,18.52794,868.7085,0.72538,-0.18129,0.63836,-2.36022,0.06041,0.47059,-0.48114,0.00343,0.68793,-0.92064,0.0606,0.06739
="2026/04/02 15:51:34.660",-0.26314,0.05463,1.18793,1.81019,0.25738,0.7589,21.20714,871.26917,0.33557,0.02495,0.79485,-3.27604,0.05926,0.6026,-0.7304,-0.08435,0.58772,-0.65967,0.08628,0.13502
="2026/04/02 15:51:34.680",-0.2192,-0.19531,1.114,1.31877,0.26643,-0.1549,22.99256,873.42126,0.56019,-0.0849,0.21286,-2.9499,0.04652,0.22633,0.21282,-0.10762,0.38985,-0.71289,0.03689,-0.03023
="2026/04/02 15:51:34.700",-0.42628,-0.18216,0.74072,1.33028,0.1532,0.63382,23.43801,874.48041,0.77322,0.06193,-0.25325,-2.37949,0.06709,0.18885,-0.61333,0.00961,0.51932,-0.33699,0.11615,-0.0591
="2026/04/02 15:51:34.720",-0.37191,-0.29133,0.63905,0.87328,0.80437,-0.47464,25.59258,875.78491,0.38924,0.19194,-0.11141,-2.7315,-0.04537,0.42042,0.40421,0.10091,-0.29085,-0.06004,-0.03255,-0.00477
="2026/04/02 15:51:34.740",-0.25298,-0.2568,0.59136,0.81213,0.24841,0.60518,27.36707,876.0451,0.76004,-0.08484,-0.60768,-2.12544,-0.07045,0.11943,-0.175,0.11893,0.07722,0.3357,-0.16252,-0.0028
="2026/04/02 15:51:34.760",-0.51217,-0.02219,-0.32775,0.27625,0.09757,-0.0275,27.76663,875.26929,0.32219,0.20102,-0.35597,-1.26624,-0.23517,-0.25706,0.01862,-0.04514,-0.22036,0.423,-0.0229,-0.0687
="2026/04/02 15:51:34.780",-0.36591,-0.09748,-0.43397,-0.22599,0.25558,-0.22651,27.49209,873.31036,0.33474,0.01396,-0.85972,-1.26169,-0.18792,-0.28397,0.46049,-0.10912,-0.72603,0.68434,-0.0346,-0.02598
="2026/04/02 15:51:34.800",-0.21586,0.22884,-0.40138,-0.57459,-0.58073,0.44422,26.48737,870.34912,0.21214,0.04228,-1.23569,-0.24096,-0.04333,-0.26627,0.1019,-0.14888,-0.28235,1.0721,-0.09718,-0.05673
="2026/04/02 15:51:34.820",-0.14967,0.35523,-0.68793,-0.88877,-0.21384,-0.52194,26.20012,867.87335,-0.12679,0.14781,-0.95829,0.20679,-0.18063,-0.21711,0.93302,-0.09128,-0.65157,1.06324,-0.09951,-0.01622
="2026/04/02 15:51:34.840",0.01987,0.09458,-0.68881,-1.37123,-0.4318,0.4885,24.86077,864.88477,0.15785,0.03109,-1.53758,0.90034,-0.1004,-0.1739,0.32299,-0.14397,-0.83814,1.16626,-0.08407,-0.04584
="2026/04/02 15:51:34.860",0.06719,0.3876,-1.29382,-1.44094,-0.68821,0.08039,22.96039,860.77313,-0.00078,0.03724,-1.52906,1.82255,-0.00953,-0.50824,0.44267,-0.04992,-0.55248,0.54017,-0.05739,-0.06254
="2026/04/02 15:51:34.880",0.09493,0.33023,-1.40641,-1.90215,-0.69258,-0.47431,21.61641,857.45184,-0.16864,0.10629,-0.31896,1.95456,-0.03034,-0.43648,0.69019,-0.07352,-0.53467,1.15697,-0.03966,0.02619
="2026/04/02 15:51:34.900",0.14549,0.61317,-0.59111,-1.89857,-0.83895,0.44584,20.66915,854.98297,-0.1543,-0.15349,-0.64245,2.27607,-0.03207,-0.31872,0.59517,0.00746,-1.05924,1.15724,-0.03033,-0.03519
="2026/04/02 15:51:34.920",0.31251,0.62805,-1.14884,-0.85689,-1.35863,0.52925,20.1687,853.38507,-0.52824,-0.05518,-0.61557,2.53111,0.12743,-0.84715,0.04905,-0.03123,-0.04723,0.39126,-0.05725,0.03735
="2026/04/02 15:51:34.940",0.15951,0.29438,-1.10934,-1.87108,-0.37137,-0.59601,18.94195,852.27905,-0.62941,0.17983,0.04503,2.47353,0.08035,-0.48903,0.5974,-0.07281,-0.69817,0.61241,-0.08195,-0.04741
="2026/04/02 15:51:34.960",0.49718,0.02171,-0.48496,-1.141,-0.39679,0.31026,18.02721,852.30859,-0.65957,-0.18845,-0.14682,2.62888,0.11721,-0.19946,0.06308,0.13492,-0.11033,0.18367,-0.10966,0.04123
="2026/04/02 15:51:34.980",0.2554,0.19424,-0.19135,-0.73139,-0.32212,-0.20305,17.94139,853.26416,-0.70808,-0.02761,0.45432,2.33183,0.1174,-0.26431,0.01559,0.16558,0.18661,-0.25745,0.0228,-0.02318
="2026/04/02 15:51:35.000",0.30263,-0.15671,-0.09489,-0.83501,0.20119,-0.41216,17.05963,855.13916,-0.53119,-0.00757,0.88288,1.86914,-0.1113,0.16674,0.03248,-0.04232,-0.20823,-0.30154,-0.12599,0.01788
="2026/04/02 15:51:35.020",0.20095,-0.0877,0.11459,0.67946,0.06381,0.185,15.69165,858.66431,-0.52329,-0.15506,0.55343,1.74236,0.0043,-0.13192,-0.39024,0.06404,0.68257,-0.56535,-0.03573,-0.05837
="2026/04/02 15:51:35.040",0.19092,0.07767,0.51907,0.19521,0.26054,-0.81103,14.90867,861.66663,-0.43738,0.09407,1.30323,0.33331,-0.06493,0.27784,-0.06072,0.09086,0.23525,-0.77127,0.035,0.05787
="2026/04/02 15:51:35.060",0.18028,-0.34207,1.21624,0.85861,0.54145,0.08421,13.92403,864.29584,-0.32019,-0.05652,0.94203,0.02105,-0.07992,0.52893,-0.35653,0.12398,0.56043,-0.7946,0.09406,0.06472
="2026/04/02 15:51:35.080",0.21171,-0.32589,1.32113,1.40776,0.67169,0.18978,13.30873,866.59967,-0.11051,-0.10701,1.1878,-0.46505,0.07956,0.51669,-0.30805,0.07289,0.5904,-1.01109,0.03745,0.03785
="2026/04/02 15:51:35.100",-0.15626,-0.33791,0.88244,0.94974,0.68038,-0.71915,13.73815,868.16571,0.35139,-0.02433,0.7088,-1.33654,-0.09507,0.4551,-0.50086,0.06792,0.28005,-0.86006,0.0903,0.08423
="2026/04/02 15:51:35.120",-0.00838,-0.65904,1.04999,1.76996,0.92393,0.20161,14.8957,870.21967,0.18064,0.0783,1.35434,-1.75837,-0.09968,0.60612,-0.47226,-0.11359,0.67708,-1.57484,0.053,0.01582
="2026/04/02 15:51:35.140",-0.18164,-0.33036,1.18761,1.55619,0.89303,-0.26575,16.08463,871.21173,0.65366,-0.19996,0.65498,-2.24792,0.01497,0.54204,-0.52462,0.03354,0.80723,-0.85382,0.12303,0.08298
="2026/04/02 15:51:35.160",-0.20537,0.01374,1.11704,1.80206,0.28474,0.79366,16.89217,872.41071,0.25095,0.05027,0.8543,-3.1831,0.03323,0.73429,-0.68483,-0.03906,0.40991,-0.53731,0.08915,0.13115
="2026/04/02 15:51:35.180",-0.2438,-0.15309,1.19184,1.24539,0.28902,-0.07516,18.48593,873.09613,0.54124,-0.12009,0.19598,-2.89219,0.00173,0.15297,0.25389,-0.1077,0.28409,-0.74518,0.00154,-0.01239
="2026/04/02 15:51:35.200",-0.30596,-0.19103,0.83735,1.29223,0.13951,0.76336,21.22256,872.40698,0.74409,0.09654,-0.21259,-2.33161,0.00924,0.16482,-0.58642,-0.05386,0.73059,-0.36618,0.03337,0.00968
="2026/04/02 15:51:35.220",-0.2783,-0.26012,0.49058,0.78365,0.83366,-0.38625,24.04173,872.02051,0.37374,0.17923,-0.08874,-2.72061,-0.08042,0.32253,0.36593,0.05346,-0.16658,-0.03782,-0.01823,-0.01511
="2026/04/02 15:51:35.240",-0.14117,-0.26372,0.69092,0.75818,0.20151,0.68601,25.8518,871.19629,0.81393,-0.09152,-0.59879,-2.12447,-0.07401,0.01641,-0.14536,0.11434,0.04675,0.41715,-0.12456,-0.05191
="2026/04/02 15:51:35.260",-0.48441,0.02252,-0.37226,0.23736,0.0831,-0.00808,27.48115,870.5437,0.37604,0.21893,-0.37887,-1.23332,-0.19957,-0.27106,0.09675,-0.00569,-0.20068,0.49447,0.00068,-0.05851
="2026/04/02 15:51:35.280",-0.32042,-0.09948,-0.47239,-0.21445,0.25484,-0.16431,29.24386,870.474,0.38051,0.00017,-0.82904,-1.27155,-0.18174,-0.38652,0.46776,-0.13034,-0.81749,0.70631,-0.02354,-0.02698
="2026/04/02 15:51:35.300",-0.20803,0.13036,-0.6225,-0.52462,-0.59149,0.51447,29.00787,869.87921,0.24296,0.06068,-1.23163,-0.34555,0.0399,-0.17093,0.00555,-0.17321,-0.01323,1.03227,-0.08942,-0.08815
="2026/04/02 15:51:35.320",-0.20059,0.21203,-0.89433,-0.86726,-0.28056,-0.66078,28.48804,868.52014,-0.08222,0.11123,-0.9758,0.21478,-0.15618,-0.12235,1.0178,-0.11778,-0.88776,1.03445,-0.09893,-0.03043
="2026/04/02 15:51:35.340",-0.03344,0.05173,-0.60125,-1.32307,-0.44314,0.35482,27.25843,866.10699,0.2208,0.07458,-1.53236,0.86975,-0.11945,-0.35703,0.31066,-0.11126,-0.7842,1.18228,-0.08101,-0.10326
="2026/04/02 15:51:35.360",0.11712,0.44751,-1.14834,-1.35448,-0.63383,-0.00517,25.7135,863.88574,-0.00735,0.05181,-1.59239,1.74868,-0.01821,-0.60559,0.42078,-0.06692,-0.49349,0.47594,-0.05674,-0.04045
="2026/04/02 15:51:35.380",0.04439,0.38162,-1.17147,-1.84913,-0.68755,-0.60221,23.27085,861.87701,-0.14993,0.09909,-0.34053,2.00785,-0.04905,-0.45919,0.65606,-0.14168,-0.53215,1.2045,-0.06755,-0.00622
="2026/04/02 15:51:35.400",0.12761,0.64463,-0.53514,-1.89528,-0.87144,0.45422,20.63626,858.33221,-0.24055,-0.17554,-0.62716,2.28128,-0.04466,-0.28584,0.46095,-0.01244,-1.01304,1.18036,0.00598,-0.01828
="2026/04/02 15:51:35.420",0.24643,0.66937,-1.05844,-0.83489,-1.36712,0.45714,19.23197,855.97455,-0.57701,-0.06278,-0.72089,2.51508,0.08877,-0.8079,-0.0365,-0.01028,-0.11985,0.32597,-0.06583,-0.01165
="2026/04/02 15:51:35.440",0.09053,0.32108,-1.14287,-1.9201,-0.29774,-0.6944,17.19408,854.56799,-0.67953,0.18081,0.00798,2.44254,0.0202,-0.52019,0.52711,-0.05372,-0.66796,0.56478,-0.05679,0.01973
="2026/04/02 15:51:35.460",0.4648,0.05664,-0.54835,-1.18074,-0.32586,0.28006,14.82635,852.95856,-0.71191,-0.16491,-0.14641,2.56538,0.11325,-0.27382,0.04111,0.18213,-0.12464,0.20169,-0.10924,0.03233
="2026/04/02 15:51:35.480",0.33001,0.21996,-0.30783,-0.81221,-0.31563,-0.08272,14.11779,852.44385,-0.72578,-0.04511,0.36349,2.35102,0.08968,-0.36253,0.07023,0.18784,0.15744,-0.27599,0.00948,-0.02206
="2026/04/02 15:51:35.500",0.32747,-0.12413,-0.11656,-0.93565,0.11691,-0.36452,13.74239,852.37567,-0.54107,-0.00711,0.86338,1.89926,-0.05767,0.17375,-0.01032,-0.0025,-0.21625,-0.42406,-0.04928,0.01659
="2026/04/02 15:51:35.520",0.27835,-0.08067,0.07938,0.55087,0.04328,0.31591,13.73773,854.83875,-0.55303,-0.15541,0.58723,1.76192,0.05399,-0.15207,-0.35992,0.11159,0.6833,-0.48401,-0.02794,-0.03249
="2026/04/02 15:51:35.540",0.29803,0.07482,0.413,0.10748,0.21285,-0.68075,15.04724,857.22986,-0.36758,0.07732,1.26548,0.4274,-0.03994,0.35261,-0.0219,0.08333,0.25338,-0.79998,0.0741,0.10488
="2026/04/02 15:51:35.560",0.2048,-0.40402,1.16515,0.86457,0.4829,0.14706,15.64659,859.78607,-0.29492,-0.11695,0.86422,0.00253,-0.08542,0.5805,-0.43182,0.05779,0.65336,-0.85147,0.07408,0.06362
="2026/04/02 15:51:35.580",0.131,-0.25824,1.21776,1.41077,0.6677,0.10155,16.44257,863.64233,0.01096,-0.09609,1.25455,-0.45529,0.09435,0.62529,-0.31903,0.05348,0.58395,-1.02202,0.05934,0.05578
="2026/04/02 15:51:35.600",-0.09515,-0.36657,0.83082,0.96955,0.68797,-0.76654,16.83183,867.17859,0.46697,0.01049,0.75133,-1.30913,-0.0461,0.39033,-0.48233,0.06527,0.34595,-0.8477,0.07563,0.05322
="2026/04/02 15:51:35.620",-0.00003,-0.7333,0.99588,1.78884,0.97552,0.12634,17.36027,871.11792,0.24268,0.11382,1.32912,-1.73156,-0.09031,0.46178,-0.51034,-0.12137,0.69738,-1.55684,0.07016,-0.0108
="2026/04/02 15:51:35.640",-0.23159,-0.36091,1.18354,1.61974,0.93175,-0.34482,18.48702,873.75739,0.69578,-0.18928,0.61738,-2.3215,-0.01267,0.43584,-0.57859,0.05953,0.78592,-0.81151,0.11498,0.07441
="2026/04/02 15:51:35.660",-0.25553,-0.01525,1.11801,1.83399,0.25359,0.6642,19.50684,875.68909,0.26202,0.0524,0.82475,-3.22115,0.02946,0.6673,-0.6665,-0.05681,0.47367,-0.64352,0.07635,0.15184
="2026/04/02 15:51:35.680",-0.23963,-0.17916,1.27208,1.41346,0.34759,-0.2702,20.85266,876.4566,0.48767,-0.12842,0.1579,-2.90556,0.03792,0.15683,0.2351,-0.10044,0.36974,-0.73426,0.03606,0.06095
="2026/04/02 15:51:35.700",-0.35437,-0.2329,0.83639,1.33671,0.24845,0.75457,21.56963,875.77905,0.74366,0.14606,-0.20509,-2.35795,0.00225,0.24393,-0.58106,-0.03519,0.79265,-0.36998,0.07958,-0.04152
="2026/04/02 15:51:35.720",-0.29436,-0.31145,0.88774,0.81625,0.83104,-0.43668,22.7606,875.73822,0.33207,0.14626,-0.09115,-2.81535,-0.04358,0.31842,0.39154,0.09237,-0.3033,-0.0316,0.01851,-0.00466
="2026/04/02 15:51:35.740",-0.13179,-0.16502,0.73201,0.72145,0.17973,0.73812,24.00029,874.06689,0.76592,-0.09195,-0.60871,-2.15947,-0.02623,-0.08291,-0.18187,0.10274,-0.02206,0.39451,-0.12399,-0.05549
="2026/04/02 15:51:35.760",-0.40124,0.08062,-0.34376,0.1401,0.07519,0.06331,25.32407,871.2356,0.34402,0.19243,-0.44749,-1.32745,-0.09786,-0.34493,0.17505,-0.06492,-0.24853,0.4916,-0.00209,-0.07047
="2026/04/02 15:51:35.780",-0.21403,-0.08554,-0.44931,-0.29953,0.2447,-0.2068,26.79915,868.53619,0.40466,0.02468,-0.91734,-1.27173,-0.13428,-0.35207,0.47457,-0.14557,-0.79516,0.74254,-0.06925,-0.02408
="2026/04/02 15:51:35.800",-0.08702,0.17202,-0.60682,-0.57055,-0.60979,0.84847,27.00842,865.8092,0.22561,0.05606,-1.25255,-0.24821,-0.00942,-0.24524,0.08824,-0.16033,-0.09676,0.98294,-0.10201,-0.05552
="2026/04/02 15:51:35.820",-0.07731,0.28842,-0.72454,-0.94649,-0.47879,-0.41801,28.07017,864.33282,-0.03102,0.07762,-0.93946,0.21465,-0.14266,-0.19209,1.006,-0.04498,-0.7588,1.00266,-0.11414,-0.03472
="2026/04/02 15:51:35.840",0.0329,0.02846,-0.7579,-1.36974,-0.52365,0.45147,28.49367,862.36011,0.26695,0.12786,-1.47275,0.88068,-0.09579,-0.25838,0.31148,-0.07666,-0.69368,1.14109,-0.07534,-0.05112
="2026/04/02 15:51:35.860",0.09809,0.38418,-1.16647,-1.30326,-0.61979,-0.04807,27.70295,860.32312,0.06123,0.04971,-1.52139,1.81991,-0.01286,-0.40679,0.43393,-0.04064,-0.5789,0.53108,-0.05281,-0.05443
="2026/04/02 15:51:35.880",0.05816,0.41505,-1.23812,-1.76495,-0.65547,-0.50954,26.68905,859.22479,-0.0853,0.11469,-0.31404,1.92918,-0.07448,-0.41114,0.69108,-0.11301,-0.52835,1.13311,-0.08075,0.00914
="2026/04/02 15:51:35.900",0.13612,0.66689,-0.51071,-1.84383,-0.86199,0.31523,24.24501,857.77179,-0.17968,-0.13757,-0.63825,2.23936,-0.05421,-0.35349,0.43291,-0.00778,-1.00628,1.18222,-0.03692,-0.03525
="2026/04/02 15:51:35.920",0.2315,0.68068,-1.09631,-0.71273,-1.29845,0.44551,22.10018,857.03119,-0.54432,-0.04888,-0.73665,2.44454,0.10595,-0.85204,-0.07466,-0.02309,-0.04184,0.37274,-0.05123,0.00252
="2026/04/02 15:51:35.940",-0.0252,0.37686,-1.08451,-1.77472,-0.26123,-0.70927,19.78179,856.74884,-0.67123,0.17883,-0.00333,2.44004,0.04504,-0.6587,0.48949,-0.00559,-0.67627,0.5224,-0.039,0.01297
="2026/04/02 15:51:35.960",0.39329,0.09101,-0.46893,-1.11551,-0.33976,0.10744,16.36223,856.62982,-0.72436,-0.12555,-0.21476,2.58614,0.11542,-0.29006,0.02672,0.19737,-0.09131,0.08988,-0.07573,0.04725
="2026/04/02 15:51:35.980",0.26387,0.21026,-0.18095,-0.72214,-0.3006,-0.18796,13.95034,857.00403,-0.72611,-0.05155,0.35966,2.30439,0.10382,-0.24527,0.03726,0.18901,0.19788,-0.17998,-0.00527,-0.01481
="2026/04/02 15:51:36.000",0.26775,-0.16841,-0.13215,-0.90466,0.12039,-0.36521,12.40782,856.97083,-0.64013,-0.03489,0.82669,1.88909,-0.06269,0.22783,0.00149,0.02474,-0.25765,-0.28667,-0.07995,0.00263
="2026/04/02 15:51:36.020",0.27544,-0.13039,0.11051,0.56799,0.04102,0.29414,12.15491,857.50757,-0.6123,-0.16666,0.53347,1.72484,0.03576,-0.20528,-0.31113,0.12153,0.70926,-0.5132,-0.01286,-0.07924
="2026/04/02 15:51:36.040",0.30422,0.05424,0.41689,0.13826,0.21652,-0.45843,12.99515,857.64154,-0.49615,0.05634,1.313,0.41505,-0.07539,0.38106,-0.0472,0.16022,0.23145,-0.8683,0.08905,0.00033
="2026/04/02 15:51:36.060",0.26122,-0.40384,1.18215,0.75777,0.39193,0.23574,13.18952,858.8407,-0.35192,-0.09015,0.93681,0.07941,-0.08741,0.45795,-0.3484,0.07543,0.69365,-0.88061,0.05357,0.05948
="2026/04/02 15:51:36.080",0.17529,-0.25699,1.28791,1.35592,0.59553,0.2314,14.11562,862.02759,-0.11236,-0.0759,1.16287,-0.45017,0.09365,0.46753,-0.21933,0.02944,0.56023,-0.94099,0.06311,0.04572
="2026/04/02 15:51:36.100",-0.02909,-0.37706,0.83222,0.93261,0.76138,-0.68726,15.29966,864.65454,0.38438,-0.04198,0.72792,-1.30994,-0.05691,0.39573,-0.43912,0.03327,0.34217,-0.91348,0.08228,0.10322
="2026/04/02 15:51:36.120",0.16032,-0.70862,0.98028,1.80201,0.98815,0.24183,17.36303,867.46844,0.22564,0.11825,1.36839,-1.68125,-0.03733,0.50038,-0.45843,-0.15252,0.70108,-1.56611,0.06798,0.01485
="2026/04/02 15:51:36.140",-0.20251,-0.36509,1.18433,1.5139,0.97974,-0.32048,19.75649,869.49347,0.73107,-0.23195,0.60077,-2.31648,0.03356,0.46059,-0.53633,0.02677,0.81061,-0.85515,0.07904,0.06964
="2026/04/02 15:51:36.160",-0.08701,0.00071,1.18507,1.82195,0.27516,0.72964,21.48413,872.362,0.29073,0.0467,0.75931,-3.23101,0.03609,0.56662,-0.65563,-0.05651,0.36902,-0.61438,0.09887,0.1383
="2026/04/02 15:51:36.180",-0.21202,-0.16841,1.20746,1.29681,0.27009,-0.26994,22.36725,875.07257,0.5933,-0.07912,0.11879,-2.88345,0.05485,0.2476,0.28395,-0.087,0.30126,-0.70784,0.01786,0.04324
="2026/04/02 15:51:36.200",-0.34419,-0.25865,0.82949,1.41315,0.25555,0.72191,23.08533,876.23102,0.82385,0.16591,-0.17192,-2.31932,-0.0293,0.27561,-0.63697,-0.03552,0.57304,-0.35773,0.03622,0.00943
="2026/04/02 15:51:36.220",-0.36449,-0.30732,0.6239,0.85233,0.855,-0.65341,24.82886,876.86853,0.40305,0.1363,-0.09055,-2.70942,-0.12037,0.32486,0.34224,0.08534,-0.16269,-0.12158,0.00009,0.003
="2026/04/02 15:51:36.240",-0.2701,-0.21674,0.83562,0.87476,0.23437,0.65463,26.19015,876.09808,0.78544,-0.09145,-0.65647,-2.11903,-0.07754,-0.0164,-0.22399,0.1072,0.08691,0.48196,-0.10898,-0.07639
="2026/04/02 15:51:36.260",-0.52355,0.0426,-0.31868,0.23505,0.0147,-0.0079,26.08457,874.77179,0.37722,0.14547,-0.49122,-1.33123,-0.09244,-0.37035,0.10352,-0.02025,-0.27434,0.4797,0.00425,-0.04341
="2026/04/02 15:51:36.280",-0.21717,-0.11895,-0.42431,-0.20667,0.22595,-0.20816,26.07794,872.50818,0.29207,0.04998,-0.77336,-1.16645,-0.11889,-0.31277,0.48427,-0.15461,-0.71463,0.67627,-0.06498,-0.04686
="2026/04/02 15:51:36.300",-0.07381,0.14205,-0.57043,-0.62163,-0.49776,0.67866,25.16745,869.2406,0.25971,0.05061,-1.21524,-0.1791,-0.01254,-0.28714,-0.01342,-0.15925,-0.21453,0.95848,-0.07666,-0.11771
="2026/04/02 15:51:36.320",-0.07355,0.30173,-0.66465,-0.94329,-0.24632,-0.58493,24.81443,865.96606,-0.13516,0.12268,-0.92219,0.34607,-0.11339,-0.05293,1.02546,-0.102,-0.67963,1.10203,-0.06404,-0.03802
="2026/04/02 15:51:36.340",0.06775,0.019,-0.77195,-1.35387,-0.45168,0.61007,24.53715,862.54919,0.25281,0.09413,-1.51455,0.83457,-0.09042,-0.25607,0.28992,-0.10304,-0.78053,1.14417,-0.06908,-0.08006
="2026/04/02 15:51:36.360",0.16216,0.41238,-1.31493,-1.39206,-0.68874,0.15133,24.43411,859.1825,0.01348,0.01265,-1.64821,1.86002,0.00404,-0.44418,0.41766,-0.06408,-0.47283,0.52009,-0.07092,-0.07501
="2026/04/02 15:51:36.380",0.15893,0.39154,-1.23479,-1.93993,-0.7734,-0.48472,24.0724,856.50391,-0.11723,0.10804,-0.28322,1.98294,-0.03346,-0.5276,0.7391,-0.10515,-0.56845,1.16795,-0.05431,0.00021
="2026/04/02 15:51:36.400",0.17482,0.6761,-0.56096,-1.90805,-0.89278,0.48808,22.19383,854.21851,-0.15743,-0.14719,-0.65757,2.2304,-0.04381,-0.32897,0.45518,0.02043,-0.96608,1.23225,-0.07925,-0.03295
="2026/04/02 15:51:36.420",0.26617,0.69545,-1.1426,-0.80231,-1.35686,0.543,21.31696,853.21924,-0.48898,-0.08811,-0.76788,2.50233,0.13077,-0.8168,-0.03255,-0.01496,-0.06002,0.33012,-0.06306,0.00748
="2026/04/02 15:51:36.440",0.04046,0.36131,-1.06479,-1.8575,-0.35728,-0.79965,20.29243,853.16003,-0.59509,0.1716,0.01111,2.471,0.07149,-0.53245,0.5043,-0.02922,-0.67936,0.44278,-0.05096,-0.03542
="2026/04/02 15:51:36.460",0.40435,0.09414,-0.5201,-1.04923,-0.34819,0.13398,18.61588,853.70807,-0.67819,-0.15406,-0.23027,2.53898,0.13774,-0.24932,0.00502,0.20075,-0.11016,0.03344,-0.09526,0.02859
="2026/04/02 15:51:36.480",0.25059,0.21746,-0.23076,-0.70419,-0.27341,-0.18494,18.26861,855.45306,-0.66143,-0.05128,0.39972,2.35366,0.13301,-0.23383,0.05069,0.19004,0.16266,-0.23786,0.06039,-0.03094
="2026/04/02 15:51:36.500",0.23979,-0.16129,-0.06373,-0.85896,0.11302,-0.4323,16.6237,857.47876,-0.55876,0.02197,0.89404,1.85058,-0.09201,0.24782,-0.00556,0.00915,-0.25257,-0.27116,-0.08129,-0.00966
="2026/04/02 15:51:36.520",0.21282,-0.1301,0.11637,0.64173,0.028,0.11627,14.85243,859.90558,-0.60814,-0.11787,0.53416,1.66346,0.0284,-0.20714,-0.36171,0.12866,0.66137,-0.44063,0.02017,-0.07734
="2026/04/02 15:51:36.540",0.24348,0.0671,0.44405,0.19667,0.26451,-0.60453,13.91646,861.28619,-0.42365,0.10039,1.2878,0.40609,-0.07143,0.44286,-0.13452,0.11589,0.24487,-0.8407,0.04902,0.01735
="2026/04/02 15:51:36.560",0.2199,-0.41428,1.22487,0.89725,0.4472,0.08489,13.18237,863.35901,-0.39451,-0.08594,0.97842,-0.00546,-0.13212,0.60502,-0.45699,0.03289,0.70932,-0.88305,0.09219,0.09362
