time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00004.chdata,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ
="2026/04/02 17:29:44.320",0.31284,-0.05724,-2.65665,0.41567,-0.73279,3.15176,0.88972,-0.04001,-0.05802,18.49071,0.21685,0.34208,-0.72193,1.48122,0.03994,0.17298,876.638,1.38735,-0.22311,-1.50496
="2026/04/02 17:29:44.340",0.67872,-0.04942,-1.90213,0.41116,-0.29836,0.42128,1.24076,-0.05404,-0.0974,21.60582,1.25607,0.16851,-1.44467,2.38923,-0.07836,0.0813,876.12378,-0.07753,-0.33312,-1.09442
="2026/04/02 17:29:44.360",0.76727,0.25419,-1.35061,0.53928,0.12773,0.32672,1.40913,-0.01999,-0.13777,25.08334,1.36121,0.10325,-1.953,1.59812,-0.03303,-0.34787,873.97949,1.6388,-0.32569,-0.96422
="2026/04/02 17:29:44.380",1.18155,0.61549,-0.74737,0.56353,0.82017,-0.70519,1.30245,-0.15358,-0.13573,28.64396,1.48639,0.27006,-1.79332,2.26364,-0.19159,0.25659,870.42609,-0.28318,-0.20981,-0.60008
="2026/04/02 17:29:44.400",1.17401,0.53571,-0.05841,-0.45561,1.23052,-3.10058,0.68327,0.00427,-0.07317,31.54164,1.9574,0.10751,-2.44363,0.92118,-0.06919,0.32832,867.67322,0.67894,-0.31959,-0.43845
="2026/04/02 17:29:44.420",0.98199,0.78741,-0.1025,0.10862,1.36267,-2.72094,1.56348,-0.03417,-0.05429,32.42548,1.26936,0.22629,-1.40241,0.60968,-0.08392,-0.14967,864.46893,0.48795,-0.41672,-0.12182
="2026/04/02 17:29:44.440",0.70281,0.59095,0.57485,-0.20718,2.09279,-5.32509,0.95781,0.00901,-0.07968,32.77091,1.8358,0.04887,-2.38678,0.82052,-0.11085,-0.2512,861.12854,-1.01239,-0.43692,0.36164
="2026/04/02 17:29:44.460",0.33653,0.35547,1.79711,-0.36219,2.19506,-4.75213,0.60949,-0.01851,-0.1669,31.94128,0.90861,0.01253,-1.19894,-0.73497,0.03112,-0.0809,857.62036,0.61282,-0.09733,0.2708
="2026/04/02 17:29:44.480",0.28254,0.46241,1.75246,0.09072,2.07094,-4.76171,0.36555,-0.00158,-0.11871,30.08957,0.60522,-0.12568,-0.85156,-0.01559,-0.00703,-0.3591,854.48444,-1.02948,0.15158,0.7246
="2026/04/02 17:29:44.500",-0.18603,-0.05315,2.33913,-0.79806,1.67761,-3.86196,0.61941,-0.01346,0.07106,27.1968,0.41427,-0.1874,-0.62193,-1.49677,-0.08038,-0.07712,851.99213,-0.24213,0.19721,0.70458
="2026/04/02 17:29:44.520",-0.34939,0.03105,1.88123,-1.02231,0.81433,-2.94262,-0.2951,0.01636,0.0584,21.93997,-0.88881,0.05668,0.46081,-1.44473,-0.1657,0.02783,850.24817,-0.5303,0.09098,0.77657
="2026/04/02 17:29:44.540",-0.55061,-0.51609,2.30063,-0.90784,0.7345,-3.20965,-0.86833,0.03244,-0.00431,16.98727,-0.31084,-0.00259,0.35314,-1.43145,0.00878,0.34995,849.25146,-0.90148,0.08005,0.44721
="2026/04/02 17:29:44.560",-0.7594,-0.48925,1.57441,-0.5637,-0.0852,-0.42065,-1.20016,0.06761,0.0759,13.0598,-1.47768,-0.19474,1.46394,-2.3518,0.09191,-0.16844,849.0119,-0.17246,0.20014,1.258
="2026/04/02 17:29:44.580",-1.00049,-0.95588,1.12267,-0.11866,0.24522,-0.637,-1.10002,0.07813,0.14326,9.90876,-1.43565,-0.08102,2.06197,-1.19533,0.01635,0.12351,849.45898,-0.98769,0.37316,0.54682
="2026/04/02 17:29:44.600",-1.04262,-0.94663,0.2479,-0.75244,-0.46783,1.50417,-1.43354,0.1438,0.15751,6.94613,-1.31819,-0.26741,1.69487,-1.99582,0.17632,-0.24103,850.75476,-0.11718,0.42716,0.42113
="2026/04/02 17:29:44.620",-0.94499,-0.59541,-0.38396,0.0093,-1.39316,3.27941,-1.56653,0.13556,0.16684,4.36379,-1.85299,-0.10575,2.42686,-0.80417,0.11135,0.04816,852.35278,-0.31925,0.52208,0.75224
="2026/04/02 17:29:44.640",-0.75741,-0.92814,-0.14542,-0.19527,-1.49052,2.59312,-1.21963,0.12021,0.109,4.11115,-0.6509,-0.07011,1.11328,-0.08013,0.0654,0.16861,853.46454,0.1747,0.47305,-0.36869
="2026/04/02 17:29:44.660",-0.94198,-0.45903,-1.20268,0.13575,-2.11635,5.38848,-1.26799,-0.00317,0.05319,6.19528,-1.41721,0.03452,2.39975,-0.13772,0.04678,0.23694,856.48291,0.44124,0.29074,-0.12423
="2026/04/02 17:29:44.680",-0.36174,-0.16651,-1.39607,0.8982,-1.76947,4.09193,-0.95008,0.1401,0.04763,8.71727,-0.46542,-0.06143,1.05886,1.07161,-0.17573,0.48243,860.66296,-0.01987,0.05244,-0.08197
="2026/04/02 17:29:44.700",-0.35194,-0.07476,-1.77478,-0.06426,-1.76718,4.79232,-0.29594,0.0166,0.0612,11.74709,-0.59418,0.0824,0.57541,0.71579,0.08546,-0.03254,863.78021,0.89737,-0.23161,-0.98503
="2026/04/02 17:29:44.720",0.15205,0.24975,-2.14239,0.79782,-0.85005,2.31459,0.04852,0.0184,0.1198,15.91484,-0.44175,-0.04452,0.42031,2.35536,0.08996,-0.12386,867.49518,0.22073,-0.27569,-0.5151
="2026/04/02 17:29:44.740",0.28849,0.0025,-1.72831,1.18267,-0.16225,3.07843,0.3082,-0.01598,-0.02819,20.80315,0.72276,0.00245,-0.41945,1.9675,0.20397,-0.06069,869.93597,0.80272,-0.16354,-1.16758
="2026/04/02 17:29:44.760",0.46529,0.82923,-1.34318,0.53236,-0.86842,3.26651,0.68621,-0.07509,-0.0896,25.08513,0.18242,0.17621,-0.58522,2.1258,0.15308,0.05415,872.70807,0.48851,-0.13889,-0.47049
="2026/04/02 17:29:44.780",0.8515,0.83762,-1.26419,0.26692,-0.05228,-0.91241,1.25382,-0.03625,-0.09095,27.58511,1.41405,0.04442,-1.57505,2.73606,-0.14014,-0.10366,874.88666,0.5985,-0.21881,-1.29508
="2026/04/02 17:29:44.800",1.15685,1.09147,-0.74101,0.1683,-0.0045,1.19331,1.22722,-0.11297,-0.14384,30.39066,1.41957,0.28253,-1.88315,1.43169,-0.04552,0.05377,874.94843,0.34235,-0.32044,-0.48125
="2026/04/02 17:29:44.820",1.03135,0.78449,-1.11038,0.49589,0.38846,-1.92226,1.39065,-0.07182,-0.08696,32.45589,1.34721,0.31711,-1.69798,1.98734,-0.15938,0.23073,875.21558,0.22773,-0.56882,-0.46665
="2026/04/02 17:29:44.840",1.25704,0.60506,0.16893,-0.02628,0.86505,-3.25563,1.77513,-0.2235,-0.2494,32.20512,2.02794,0.01615,-2.48183,1.05337,-0.18375,0.02266,873.42078,0.24571,-0.44061,-0.92258
="2026/04/02 17:29:44.860",0.57905,0.70686,0.44202,-0.2766,1.31881,-2.42496,1.24941,-0.17123,-0.12556,31.70093,0.49569,0.09315,-1.06596,0.13382,-0.13921,-0.07407,870.50861,-0.28902,-0.25813,0.42875
="2026/04/02 17:29:44.880",0.81605,0.46322,1.40749,-0.13855,2.09058,-5.94383,1.01711,0.09351,0.03183,30.01362,1.21074,-0.09499,-1.9107,-0.25396,-0.28288,0.36322,865.43359,-0.05504,0.17259,-0.01553
="2026/04/02 17:29:44.900",0.26443,0.29429,1.22312,-0.93891,1.46738,-3.32155,0.53304,-0.06389,-0.20413,27.59913,-0.09662,0.01897,-1.01934,-1.4545,-0.36371,-0.17771,859.78839,-0.29459,0.18028,0.26316
="2026/04/02 17:29:44.920",0.14721,0.04874,1.65885,0.06485,1.47735,-4.53521,0.42529,-0.13845,-0.05164,24.12314,0.31159,0.26121,-0.94706,-1.24931,-0.33355,0.74162,855.81488,-0.81616,0.1573,1.00695
="2026/04/02 17:29:44.940",0.00382,-0.37185,1.86848,-0.31133,0.28422,-2.36081,-0.02967,0.04764,0.05016,20.32508,0.30254,-0.19848,-0.37331,-2.14405,-0.07228,-0.19321,850.22131,-0.25067,0.10816,0.53242
="2026/04/02 17:29:44.960",-0.27176,-0.45383,1.85604,-0.69236,0.60277,-2.25664,-0.25925,-0.00062,0.00846,17.7093,-0.96599,0.22562,0.51775,-1.9211,0.02117,-0.12473,846.5188,-0.88481,0.22459,1.23035
="2026/04/02 17:29:44.980",-0.47534,-1.22441,0.42756,-0.23002,1.09822,-3.77604,-0.73545,0.09189,0.00804,14.85254,-0.37574,-0.35671,0.59781,-1.88496,0.0519,-0.07862,843.40741,-0.37841,0.27565,0.80637
="2026/04/02 17:29:45.000",-0.54151,-1.21101,1.03929,-0.26522,0.6861,0.8298,-1.1043,0.07114,-0.02341,13.25683,-1.53932,-0.03385,1.55669,-2.43194,0.16166,-0.03805,841.67395,-1.12837,0.39576,1.33275
="2026/04/02 17:29:45.020",-0.52696,-1.10089,0.87587,0.27164,0.64035,-1.32223,-1.36137,0.0996,0.1147,11.50413,-1.12861,-0.1126,1.71239,-1.65716,0.14089,0.02774,843.37787,0.06061,0.52607,0.79188
="2026/04/02 17:29:45.040",-0.64509,-0.65837,0.32128,-0.24683,-0.57125,2.1106,-1.52079,0.13533,0.19707,10.48988,-0.90156,-0.27638,1.72395,-2.04325,0.14954,-0.22006,844.79651,-0.59367,0.56037,0.68182
="2026/04/02 17:29:45.060",-0.77325,-0.62564,-0.12031,0.16414,-1.10514,3.3024,-1.72516,0.16278,0.23975,10.81252,-1.64926,-0.11294,2.41707,-1.83524,0.22316,-0.20792,850.23456,-0.20276,0.22906,0.72978
="2026/04/02 17:29:45.080",-0.91852,-0.41778,-0.14004,0.38738,-1.02349,2.63668,-1.27901,0.16934,0.21944,9.81063,-0.02639,-0.14428,1.19417,-0.91215,0.08976,0.15044,854.91064,0.78168,-0.16872,-0.07464
="2026/04/02 17:29:45.100",-0.44499,0.18438,-0.80515,0.16731,-1.9814,6.11144,-1.0705,0.10315,0.09219,10.47647,-1.08834,-0.07117,2.21725,0.0354,0.35807,-0.12487,860.07422,-0.31515,0.09759,-0.05127
="2026/04/02 17:29:45.120",-0.63722,-0.06584,-0.98268,0.97928,-1.74252,3.88507,-0.60637,-0.02929,-0.00717,11.31751,0.23247,-0.05302,0.96836,0.52737,0.17902,0.32159,866.22369,0.83193,0.01484,-0.37098
="2026/04/02 17:29:45.140",-0.2229,0.2333,-1.51406,-0.11062,-2.13328,5.20599,-0.48794,0.06819,0.02185,12.70011,-0.12734,-0.14528,0.91074,0.99758,0.13547,-0.34886,869.86224,0.36937,-0.19722,-0.79905
="2026/04/02 17:29:45.160",-0.16547,0.35323,-1.74944,-0.31011,-0.7219,3.39546,-0.09217,-0.12807,0.08065,14.87451,-0.23392,0.0594,0.59873,2.13698,-0.09369,-0.08619,874.87775,0.14733,-0.17544,-0.63904
="2026/04/02 17:29:45.180",0.31408,0.49533,-1.66703,0.90488,-1.49294,3.46223,0.44616,-0.09306,-0.04692,17.12008,1.27517,0.08674,-0.83338,2.08369,0.08335,0.09687,876.29724,1.1274,-0.20652,-1.46618
="2026/04/02 17:29:45.200",0.62655,1.18774,-1.00427,-0.25466,-1.80388,3.52742,1.09382,-0.04675,-0.08544,21.53297,0.41433,0.23478,-0.59253,2.34028,0.03368,0.04774,876.36176,-0.03452,-0.33052,-0.97466
="2026/04/02 17:29:45.220",0.77909,0.89115,-0.94737,-0.18444,-0.4385,-0.30701,1.14911,-0.13655,-0.08749,24.28017,1.53623,0.18562,-1.89291,2.44987,-0.1865,-0.08542,875.25134,1.5837,-0.28747,-1.32891
="2026/04/02 17:29:45.240",0.7939,0.78721,-1.26087,-0.42194,-0.46656,1.45756,1.30634,-0.10208,-0.05194,27.07448,1.21276,0.14898,-1.85202,1.90885,-0.14572,0.04168,872.45062,-0.23726,-0.36481,-0.87594
="2026/04/02 17:29:45.260",0.81918,0.2363,-0.35525,-0.23577,0.56928,-2.71738,1.45565,-0.0605,-0.12915,29.9567,0.89206,0.21294,-1.64436,1.93344,-0.13017,-0.01327,871.09595,0.73683,-0.26016,-0.54865
="2026/04/02 17:29:45.280",0.6513,0.33386,-0.20779,-0.26118,1.27,-3.08747,2.08837,-0.10297,-0.13492,31.57672,1.63035,0.01564,-2.40902,1.65024,-0.3374,0.09707,865.85303,0.40742,-0.19093,-0.67839
="2026/04/02 17:29:45.300",0.75188,0.63781,0.51002,-0.58002,1.51593,-2.8826,1.00125,-0.23455,-0.25566,34.12228,0.54581,0.16163,-1.35604,1.09445,-0.0607,-0.01428,862.23077,-0.83663,0.09601,0.2841
="2026/04/02 17:29:45.320",0.37734,0.1083,1.21836,-0.4511,2.08902,-6.15443,0.65728,-0.15876,-0.1546,33.27678,1.41582,0.00786,-1.89244,-0.11915,-0.1718,0.44732,859.10089,0.65394,0.15201,0.12432
="2026/04/02 17:29:45.340",0.41808,0.12394,1.41978,-0.65223,1.53713,-3.72596,0.94861,-0.02583,-0.10842,31.30213,0.35997,0.21642,-1.07408,-0.4032,-0.05007,0.53862,855.02399,-0.98947,0.04035,0.76672
="2026/04/02 17:29:45.360",-0.10486,-0.38617,1.80861,0.04285,2.37128,-6.41601,0.51809,0.00272,-0.09703,27.83418,0.02487,-0.18576,-0.68221,-0.77591,-0.15866,-0.48265,853.17853,-0.33228,0.12789,0.76966
="2026/04/02 17:29:45.380",-0.10381,-0.38073,2.14418,0.70527,2.12969,-4.16999,-0.47603,0.07691,-0.09589,23.2879,0.10961,-0.02275,-0.31422,-1.74768,-0.12711,-0.1151,849.32648,-0.30534,0.15379,0.77726
="2026/04/02 17:29:45.400",-0.32185,-0.28125,1.85039,0.04777,1.79459,-4.00601,-0.16277,0.07928,0.08143,20.72101,-1.33167,-0.28585,0.71427,-1.7035,0.05496,-0.15983,849.24371,-1.40266,0.19188,1.20304
="2026/04/02 17:29:45.420",-0.30231,-1.15543,2.2583,0.5913,1.73394,-3.64977,-1.07844,0.06245,0.11763,15.77447,-0.71265,-0.06833,0.59066,-2.11425,0.11551,-0.0096,849.17023,0.16908,0.53091,1.19572
="2026/04/02 17:29:45.440",-0.57179,-0.48031,1.26016,-0.35387,0.5347,-0.00606,-1.44393,0.09869,0.18036,12.21163,-1.58699,-0.06383,1.76601,-2.07792,0.18634,-0.12198,848.44519,-1.91932,0.15858,1.31823
="2026/04/02 17:29:45.460",-0.38302,-0.40925,1.23928,0.16008,0.12407,-0.63053,-1.45287,0.12957,0.14588,8.75865,-1.35668,-0.23083,2.03155,-1.8857,0.17191,-0.44701,850.63202,0.39947,0.13672,0.54305
="2026/04/02 17:29:45.480",-0.50738,-0.11239,0.2067,0.04713,-0.80403,2.793,-1.43841,0.12795,0.15479,5.45059,-1.15169,-0.32907,2.04221,-1.90902,0.07969,-0.03588,851.12836,-0.7896,0.12259,0.57155
="2026/04/02 17:29:45.500",-0.68363,-0.46446,0.42238,0.11566,-1.34485,3.53492,-1.73004,-0.0213,0.06626,5.008,-1.77982,-0.14366,2.61173,-2.11782,0.30371,0.33351,854.29889,-0.67036,-0.0695,0.41395
="2026/04/02 17:29:45.520",-0.68644,-0.23115,-0.67124,0.24432,-1.88918,3.76847,-1.19117,0.1112,0.09746,4.5552,-1.1009,-0.40364,2.11809,-1.75785,0.17253,-0.26061,857.1308,0.96877,-0.05541,-0.0884
="2026/04/02 17:29:45.540",-0.20098,0.03292,-1.41467,-0.0583,-2.62905,6.5478,-0.87956,0.11841,0.20035,7.20621,-1.33073,-0.04789,1.77874,-0.38006,0.25479,-0.23581,859.28351,-0.53895,0.22862,-0.27292
="2026/04/02 17:29:45.560",-0.39168,-0.26884,-1.6129,0.55369,-2.53127,4.67719,-0.80205,0.06414,0.12194,10.16502,-0.47438,-0.19833,1.09551,-0.24933,0.21596,-0.01352,863.04388,1.20012,0.0992,-0.93017
="2026/04/02 17:29:45.580",0.11527,0.49734,-1.7871,0.38828,-3.00401,6.59506,-0.43213,-0.08819,0.03968,13.07971,-0.16866,0.2155,1.33861,0.52882,-0.04272,0.13524,865.19501,0.32632,-0.04072,-0.90721
="2026/04/02 17:29:45.600",0.03013,0.35109,-1.61231,-0.47086,-2.37551,3.72579,0.56929,-0.00914,0.01011,17.60966,0.08652,0.12656,-0.26378,1.4574,-0.17361,-0.23022,869.60321,0.5232,-0.11566,-0.70359
="2026/04/02 17:29:45.620",0.39572,0.35122,-1.88569,0.6755,-1.5112,3.7308,0.66116,0.00258,0.03455,21.12019,1.12197,0.26701,-0.72549,1.63955,-0.15177,0.31981,871.63141,1.54651,-0.24659,-1.54222
="2026/04/02 17:29:45.640",0.38806,0.34289,-2.64839,-0.12218,-1.05523,2.27003,0.81196,-0.08045,-0.11547,26.37759,0.99576,0.21427,-0.69627,2.34833,-0.08271,-0.28945,873.3645,-0.1507,-0.45971,-1.17699
="2026/04/02 17:29:45.660",0.41912,-0.21169,-1.51039,0.3522,-0.40253,0.30611,1.35336,-0.08789,-0.08711,29.63997,1.64032,-0.01971,-2.13049,1.94927,0.02477,0.26772,874.4491,1.88068,-0.34586,-1.43225
="2026/04/02 17:29:45.680",0.54388,0.23668,-1.58155,0.25913,0.2918,-0.5131,1.22576,-0.06703,-0.16921,32.39598,1.37324,0.2363,-1.84529,2.265,-0.09118,0.20672,873.2702,-0.47999,-0.15969,-0.52398
="2026/04/02 17:29:45.700",0.3097,0.00916,-0.21901,-0.7188,1.44631,-3.30532,0.48855,-0.07917,-0.03185,34.22235,1.44906,0.27902,-2.309,1.63122,-0.03392,0.05475,874.09949,0.46119,-0.06311,-0.35839
="2026/04/02 17:29:45.720",0.80643,0.55047,0.37316,0.37803,1.6109,-3.56687,1.50957,0.01121,-0.07487,33.24658,1.65461,0.19037,-2.46195,1.37001,-0.17541,-0.05704,871.71405,0.69268,-0.14175,-0.05473
="2026/04/02 17:29:45.740",0.43423,0.52712,0.69816,-0.33936,1.93029,-4.4455,1.27753,-0.13003,-0.14431,32.76692,1.58125,0.215,-2.26457,1.36592,-0.17371,-0.13288,868.80005,-1.01954,-0.20992,0.25878
="2026/04/02 17:29:45.760",0.2212,-0.0126,1.12697,-0.19032,2.30568,-6.18515,0.97339,-0.16736,-0.23854,29.44648,1.4661,0.1103,-1.62537,0.22558,0.02237,0.02388,864.5376,0.66582,-0.32706,0.23709
="2026/04/02 17:29:45.780",0.19683,0.44343,1.35235,0.07744,2.32547,-4.70255,0.60036,-0.05508,-0.0413,26.15731,0.74086,-0.19798,-0.57798,0.14416,0.10009,-0.28838,857.79791,-1.40131,-0.07098,0.70571
="2026/04/02 17:29:45.800",-0.09645,-0.14509,2.19119,-0.63896,3.0396,-5.74096,-0.26516,0.01606,0.07063,23.0119,0.13683,0.07895,-0.98225,-0.78673,-0.03015,-0.03326,853.56006,-0.39927,0.12274,1.11752
="2026/04/02 17:29:45.820",-0.08616,0.00098,2.0175,-0.26306,1.96671,-3.86469,-0.31067,0.06017,-0.1102,18.51102,-0.66745,-0.14669,0.12748,-1.23368,-0.23355,-0.08864,848.97314,-0.55206,0.14975,0.84268
="2026/04/02 17:29:45.840",-0.25982,-0.14922,2.05495,-0.77205,1.38325,-3.32815,-0.71347,0.01017,0.0599,16.50989,-0.96096,-0.04431,0.79281,-1.1144,-0.125,-0.44675,846.19141,-1.57338,0.12133,1.46041
="2026/04/02 17:29:45.860",-0.72243,-0.16483,2.05801,-0.48984,0.39937,-1.14818,-1.09251,0.02867,0.09247,13.65643,-1.12625,-0.16001,0.87646,-2.21946,0.12518,0.20957,843.5257,-0.06761,0.18275,1.12517
="2026/04/02 17:29:45.880",-0.44175,0.05257,1.50599,-0.22135,-0.02389,-0.01894,-1.32191,0.13449,0.14598,11.81862,-1.47821,-0.15596,2.04353,-1.56008,0.11753,0.14388,842.22021,-1.638,0.09073,0.98252
="2026/04/02 17:29:45.900",-0.91598,-0.51767,1.06367,-1.11855,-0.25573,0.98823,-1.28367,0.07826,0.09344,10.83167,-1.44816,-0.24843,1.72676,-2.09059,0.18696,-0.11457,844.8855,0.62736,0.11106,0.24815
="2026/04/02 17:29:45.920",-0.67936,-0.24012,0.2521,0.29848,-1.24148,3.21663,-0.41224,0.01572,0.06092,9.70813,-1.5901,-0.10413,2.1696,-0.85715,0.04661,-0.2437,847.2923,-0.6758,0.14985,0.77763
="2026/04/02 17:29:45.940",-0.90154,-0.54336,-0.4577,-0.46458,-1.8118,3.54221,-1.36037,0.0216,0.07461,10.18392,-1.28924,-0.36971,1.97626,-1.28958,0.01338,0.28179,851.90155,-0.65104,0.32085,-0.10527
="2026/04/02 17:29:45.960",-0.80418,-0.47796,-0.47489,0.10931,-2.31177,5.17546,-1.08062,0.02822,0.01332,10.5229,-1.62886,0.09504,2.43105,-1.2233,0.06,0.36406,857.2804,0.8183,0.48031,-0.17135
="2026/04/02 17:29:45.980",-0.4829,-0.21195,-1.23641,0.43688,-2.53182,5.25205,-0.93412,0.16797,0.24777,11.85717,-1.09006,-0.11231,1.20954,0.13466,0.01727,0.00834,863.06958,-0.57743,0.24289,0.08014
="2026/04/02 17:29:46.000",-0.26353,-0.33128,-1.16767,0.06429,-2.21012,4.7063,-0.77743,0.07998,0.21823,13.22784,-0.86317,0.16007,0.98456,-0.17507,0.12584,-0.22093,868.66437,1.32177,0.1047,-0.99112
="2026/04/02 17:29:46.020",0.01196,0.28893,-2.14158,1.04026,-2.35496,4.12047,0.11982,0.05988,-0.02261,14.45673,-0.60029,0.02154,0.54061,1.1322,0.11258,-0.17433,872.23047,0.25006,-0.11797,-0.78354
="2026/04/02 17:29:46.040",0.10189,-0.11753,-2.00738,1.10745,-0.96258,3.24966,0.35687,0.00064,0.01878,17.54214,0.48364,0.18059,-0.83608,1.14813,0.07765,0.32242,875.51636,0.52968,-0.21393,-0.9568
="2026/04/02 17:29:46.060",0.32283,-0.00888,-2.67875,0.49893,-0.64205,2.80938,0.81403,-0.03842,-0.10455,19.57941,0.08911,0.2679,-0.60829,1.35974,-0.0026,0.12773,877.02252,1.13545,-0.19358,-1.317
="2026/04/02 17:29:46.080",0.63239,0.04797,-1.80141,0.5732,-0.09294,0.14826,1.08453,-0.00131,-0.07557,22.24561,1.24251,0.15242,-1.39282,2.39458,-0.0778,-0.18787,876.77301,-0.05625,-0.32482,-1.15685
="2026/04/02 17:29:46.100",0.87397,0.41715,-1.33735,0.56941,0.15578,0.40925,1.34107,-0.02332,-0.11731,25.50006,1.38419,0.05029,-1.99631,1.60981,-0.04468,-0.40744,875.41211,1.42338,-0.33993,-0.93551
="2026/04/02 17:29:46.120",1.29769,0.80962,-0.62476,0.7475,0.86905,-0.7273,1.28619,-0.12925,-0.15264,27.82341,1.45,0.25581,-1.81836,2.21775,-0.17095,0.32057,872.78394,-0.07896,-0.52346,-0.42607
="2026/04/02 17:29:46.140",1.24303,0.59863,-0.1889,-0.4391,1.146,-3.0774,0.81148,-0.06328,-0.09546,29.95973,2.04466,0.10641,-2.38855,0.88676,-0.12114,0.26882,869.40167,0.46974,-0.38875,-0.5757
="2026/04/02 17:29:46.160",0.97941,0.76831,0.04628,0.04132,1.31332,-2.90899,1.39124,-0.06947,-0.07811,31.45789,1.11839,0.16088,-1.23181,0.4902,-0.18466,-0.16114,865.297,0.4102,-0.30957,0.0237
="2026/04/02 17:29:46.180",0.71215,0.55924,0.71735,0.01116,2.09566,-5.31946,1.13694,0.05305,-0.07497,32.3117,1.76139,0.00148,-2.29584,0.61132,-0.17487,-0.15347,860.43176,-0.88328,-0.25549,0.35219
="2026/04/02 17:29:46.200",0.47836,0.34893,1.79048,-0.52877,2.13566,-4.42668,0.67436,-0.14545,-0.14208,31.54823,0.70012,-0.05019,-1.1278,-0.73605,-0.02655,0.08995,856.75409,0.46486,-0.03076,0.43627
="2026/04/02 17:29:46.220",0.21609,0.39747,1.44292,0.0394,1.98536,-4.69867,0.19171,-0.05828,-0.088,28.97754,0.52628,-0.04774,-0.89711,-0.04893,0.0073,-0.26641,854.0296,-1.04941,0.10922,0.74676
="2026/04/02 17:29:46.240",-0.14282,-0.16241,2.22413,-0.83252,1.31061,-3.28888,0.15315,-0.15033,-0.05595,25.98768,0.58564,-0.13223,-0.66611,-1.47058,0.01684,0.24834,850.44281,-0.24031,0.11282,0.68601
="2026/04/02 17:29:46.260",-0.29533,-0.0553,1.96039,-1.17119,0.56753,-2.75656,-0.43878,0.01829,-0.09053,22.16547,-0.85895,0.14655,0.64711,-1.74117,-0.17902,0.03741,847.51379,-0.59223,0.11497,0.89023
="2026/04/02 17:29:46.280",-0.55547,-0.61236,2.02014,-0.83979,0.60106,-3.11766,-0.86743,-0.02171,-0.05413,18.24757,-0.21407,-0.07052,0.32417,-1.53224,-0.05,0.19723,846.8739,-0.67892,0.08926,0.49701
="2026/04/02 17:29:46.300",-0.72296,-0.70046,1.41074,-0.59398,0.06465,-0.43296,-0.92097,0.04118,0.09115,14.50702,-1.45309,-0.1902,1.47093,-2.20415,0.04813,-0.14249,848.22235,-0.31165,0.20571,1.25419
="2026/04/02 17:29:46.320",-1.01359,-0.97495,0.95708,-0.1077,0.37338,-0.81383,-1.10578,0.09112,0.12458,10.24128,-1.40687,-0.04968,2.00235,-1.26245,0.03761,0.15201,850.09473,-0.88105,0.34965,0.5056
="2026/04/02 17:29:46.340",-0.8424,-1.05324,0.37151,-0.70312,-0.60477,1.72095,-1.50041,0.09007,0.15201,6.82095,-1.18687,-0.23934,1.75644,-1.96346,0.16534,-0.25895,851.18201,0.03168,0.58423,0.34028
="2026/04/02 17:29:46.360",-1.03985,-0.65214,-0.3702,-0.10677,-1.4011,3.02269,-1.72753,0.09794,0.20045,5.29584,-1.88481,-0.14231,2.45383,-1.00876,0.17726,0.16835,853.25665,-0.33959,0.53151,0.87733
="2026/04/02 17:29:46.380",-0.72607,-0.83723,-0.13398,-0.00877,-1.40075,2.67457,-1.17393,0.181,0.18197,5.16479,-0.60389,-0.09745,1.173,-0.08601,0.13184,0.17782,855.59015,0.38561,0.44287,-0.16553
="2026/04/02 17:29:46.400",-1.04834,-0.34426,-1.30741,0.12597,-2.08192,5.29746,-1.11512,0.0104,0.05139,6.08225,-1.35429,-0.05733,2.25404,-0.03683,0.09153,0.24895,858.74139,0.24575,0.17557,-0.29339
="2026/04/02 17:29:46.420",-0.45954,-0.12365,-1.42208,0.96877,-1.71357,4.02368,-0.78776,0.02269,-0.03321,7.39561,-0.39511,0.00737,1.04569,0.93791,-0.02147,0.34769,861.80438,0.0196,-0.04124,-0.10053
="2026/04/02 17:29:46.440",-0.28794,0.01801,-1.79995,-0.08078,-1.95941,4.69514,0.06235,0.10658,0.04572,10.01741,-0.62182,-0.02964,0.6716,0.78685,0.16317,-0.08331,864.12061,0.92936,-0.20642,-1.11051
="2026/04/02 17:29:46.460",0.08938,0.27458,-2.05894,0.58788,-0.64027,2.19602,-0.18928,-0.09173,-0.02648,14.54816,-0.39421,0.06426,0.26559,2.31821,0.22607,-0.48783,867.65417,0.17049,-0.21423,-0.49407
="2026/04/02 17:29:46.480",0.22827,0.11625,-1.72121,1.22133,-0.19876,3.13904,0.23742,-0.01918,-0.01204,19.33191,0.79109,-0.05499,-0.61954,1.94933,0.12621,-0.09639,869.84583,0.80616,-0.13143,-1.19117
="2026/04/02 17:29:46.500",0.62803,1.02375,-0.95842,0.40532,-0.98711,3.3741,0.67252,-0.03704,-0.02346,23.86302,0.11699,0.21136,-0.42431,2.15431,0.13691,-0.01053,872.7677,0.43089,-0.10924,-0.56276
