time,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSGD00003.chdata,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSGD00004.chdata,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ
="2026/04/02 17:26:32.740",-0.55596,-0.02325,-0.47188,9.40564,0.40449,0.76141,-0.6315,879.41827,0.34841,-0.11356,0.0624,-0.03128,-0.17703,-0.27678,-0.26541,-0.09512,-0.02082,0.26266,0.08498,0.32791
="2026/04/02 17:26:32.760",-0.31459,-0.13337,0.31598,7.48621,-0.45438,0.76241,-0.06529,874.57678,0.15299,-0.09651,0.33481,0.37712,-0.2101,-0.21949,-0.33479,-0.06199,-0.11578,-0.03328,0.01279,0.46328
="2026/04/02 17:26:32.780",-0.13446,0.06649,-0.03461,7.49628,0.21579,0.35793,0.5868,868.28021,0.25007,-0.2246,0.50285,0.09708,-0.08662,-0.20137,-0.38668,-0.06939,-0.07941,0.02828,-0.17187,0.178
="2026/04/02 17:26:32.800",-0.0107,0.02366,0.31346,10.04724,-0.6118,0.39913,0.81989,861.073,0.31527,-0.1649,0.21147,-0.18708,-0.02665,0.28723,-0.76185,-0.05496,-0.04942,-0.09012,0.15659,0.77971
="2026/04/02 17:26:32.820",0.3018,-0.04226,0.62723,15.24022,-1.44863,0.23145,0.40232,854.7832,-0.06804,-0.24309,0.54416,0.23923,-0.04071,0.09551,-0.17333,-0.01934,0.02017,-0.14088,-0.09398,0.09791
="2026/04/02 17:26:32.840",0.26032,0.29587,0.21718,21.82112,-0.34979,-0.30103,1.63983,850.61713,0.34467,-0.19019,0.3882,-0.59968,-0.02489,0.5114,-0.05546,0.00814,0.00667,-0.10655,0.04446,0.27607
="2026/04/02 17:26:32.860",0.38895,0.08585,0.50629,27.23514,-1.30711,-0.12834,0.2967,849.02625,0.16945,-0.13613,0.35264,-0.16379,-0.13705,0.51053,-0.36931,-0.02373,-0.08884,-0.25657,-0.14553,0.27707
="2026/04/02 17:26:32.880",0.36416,0.30256,1.06273,31.75301,-0.58892,0.21939,0.98193,850.14056,-0.67076,-0.0436,0.83259,-0.45635,-0.07496,0.27236,-0.22436,-0.08225,-0.11672,-0.11279,0.12937,-0.17355
="2026/04/02 17:26:32.900",0.2599,0.57413,0.85485,35.71134,-0.61651,-0.5663,0.83529,853.46844,-0.42214,-0.10817,0.53959,-0.75211,-0.0613,1.1622,-0.10002,-0.03415,0.09299,-0.10981,-0.10289,-0.0248
="2026/04/02 17:26:32.920",0.27659,0.25497,1.26738,36.88081,-0.72978,-0.37817,-0.37029,858.63434,0.10139,-0.03299,0.18779,-0.35556,-0.06872,0.42246,-0.17786,-0.03105,-0.06734,-0.09617,0.03133,-0.39888
="2026/04/02 17:26:32.940",0.14396,0.5088,1.64277,35.20601,-0.00291,-0.29419,0.26412,864.15533,-0.42224,-0.02653,0.24881,-0.92245,-0.10665,0.83793,0.27031,0.01683,-0.00428,-0.17336,0.01327,-0.33053
="2026/04/02 17:26:32.960",0.01376,0.86189,1.04728,31.43037,-0.09774,-0.26927,-0.53617,869.26288,-0.30939,-0.096,0.24508,-0.73898,0.05178,0.86333,0.09821,0.01769,0.04283,-0.33204,-0.04287,-0.06013
="2026/04/02 17:26:32.980",0.12664,0.11598,1.10435,25.74839,-0.03767,-0.38885,-0.80843,872.93982,-0.42008,-0.03048,0.3263,-0.74173,0.12748,0.17105,0.1615,0.07671,0.01065,-0.29001,-0.09953,-0.65375
="2026/04/02 17:26:33.000",-0.14205,-0.01322,0.77697,19.62241,0.433,-0.33066,-0.41448,873.96497,-0.24588,-0.08345,0.10664,-0.66163,0.13701,0.44508,0.31037,0.01285,0.07644,-0.50913,0.13515,-0.20489
="2026/04/02 17:26:33.020",0.06058,0.1735,0.66349,12.7328,-0.2559,-0.36307,-0.9456,872.23694,-0.21729,0.05089,-0.1752,-0.50506,0.09954,0.3192,0.21735,0.01892,0.08553,-0.36131,-0.09463,-0.53923
="2026/04/02 17:26:33.040",0.23921,0.04797,0.28115,6.42266,0.51318,-0.74809,-0.12167,867.59375,-0.49333,0.0145,-0.21307,-0.26872,0.20085,-0.11958,0.28108,0.0378,0.05268,-0.20137,-0.04696,-0.67379
="2026/04/02 17:26:33.060",0.11669,-0.1061,-0.27941,3.20235,0.2131,-0.52841,-0.32631,860.78296,-0.22713,0.14706,-0.2785,-0.41935,0.06198,0.44466,0.47211,0.04451,0.02763,-0.31731,0.12323,-0.00162
="2026/04/02 17:26:33.080",0.36354,-0.29887,-0.22599,2.87127,-0.09052,-0.39491,-0.37174,853.25592,-0.33377,0.16033,-0.3979,0.119,0.10743,-0.39891,-0.03271,0.01856,0.04493,-0.31722,-0.01505,-0.16791
="2026/04/02 17:26:33.100",0.35724,-0.11345,-0.71924,6.04857,0.03037,-0.06125,-0.58786,846.12231,-0.36965,0.15538,-0.35572,0.35153,0.11486,-0.36985,0.74747,0.17844,0.13164,-0.35946,-0.1749,-0.436
="2026/04/02 17:26:33.120",0.44089,-0.03363,-0.82376,10.46075,0.52863,0.37376,-0.03409,841.34576,0.01983,0.21425,-0.54138,0.13507,0.04091,0.19949,0.31408,0.06278,0.02965,-0.2815,0.17889,0.2804
="2026/04/02 17:26:33.140",0.26876,-0.1741,-0.85223,15.07836,0.15301,-0.03528,-0.35575,838.79523,-0.28065,0.17747,-0.5176,0.74103,-0.0312,-0.90741,0.21868,-0.08114,-0.07801,0.11811,-0.15743,-0.28539
="2026/04/02 17:26:33.160",0.23017,0.07332,-1.37092,21.11183,0.83313,-0.38249,0.90447,838.89221,-0.30719,0.20528,-0.63854,0.57229,0.03693,-0.28301,0.29363,0.0738,0.06945,0.23516,0.03979,0.08716
="2026/04/02 17:26:33.180",-0.11663,-0.30754,-1.16078,25.60189,0.07558,-0.11272,-0.51261,842.69934,0.05593,0.22688,-0.71063,0.5579,-0.01552,-0.548,0.22904,0.01004,0.10167,0.44991,0.0507,0.11596
="2026/04/02 17:26:33.200",-0.24628,-0.30737,-1.19098,28.72998,0.53067,-0.01134,0.14829,849.31903,-0.18802,0.1483,-0.49522,0.83708,0.03219,-0.91496,0.03784,0.01147,0.01922,0.58561,-0.04816,-0.28812
="2026/04/02 17:26:33.220",-0.50883,-0.23962,-1.26922,30.32766,1.02646,0.10888,0.12734,857.98907,0.13172,0.19843,-0.3272,0.45907,0.14254,-0.34725,0.26147,0.02814,-0.00225,0.48949,0.1028,0.37576
="2026/04/02 17:26:33.240",-0.60159,-0.37832,-0.91327,28.74622,0.39149,0.49722,-0.81235,866.22321,0.32345,0.15133,-0.27493,0.435,0.0936,-0.48143,0.00366,-0.02966,0.06717,0.64924,-0.02896,0.10219
="2026/04/02 17:26:33.260",-0.68427,-0.26324,-0.52942,26.05416,0.99776,0.28363,0.36622,873.35339,-0.07945,0.06277,-0.06994,0.62445,-0.02859,-0.91012,-0.06215,-0.03768,0.03063,0.35893,-0.01596,0.28331
="2026/04/02 17:26:33.280",-0.65972,0.07425,-0.76107,21.76792,0.48255,0.53055,-1.0003,879.21857,0.56598,0.04083,-0.3324,0.10971,-0.04118,-0.09032,-0.25592,0.01678,0.02655,0.41059,0.02178,0.39596
="2026/04/02 17:26:33.300",-0.68432,-0.30824,-0.40361,15.6933,0.2779,0.63829,-0.43484,882.29297,0.15343,-0.05043,-0.01044,0.54411,-0.2204,-0.75022,-0.10702,-0.06263,-0.00919,0.34162,0.03191,0.09048
="2026/04/02 17:26:33.320",-0.52929,-0.15973,-0.51984,10.69034,0.62401,0.35609,0.22262,881.33081,0.23803,-0.15208,-0.00213,0.08967,-0.12061,-0.44239,-0.3735,-0.0018,-0.07433,0.07014,-0.02578,0.73621
