time,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSGD00003.chdata,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00004.chdata,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ
="2026/04/02 17:16:35.940",-0.17876,0.00669,0.19307,17.11889,0.06982,0.00065,-0.23475,0.16198,0.00846,0.04262,861.24701,-0.12962,0.02632,0.0573,-0.33638,0.17074,-0.19664,0.10875,-0.05371,-0.02896
="2026/04/02 17:16:35.960",-0.08538,-0.06101,-0.08628,18.07461,0.14033,-0.07755,-0.00672,0.08813,-0.02283,0.03833,860.66608,0.27289,0.07426,-0.39641,-0.22743,0.18841,-0.38374,0.23363,-0.03996,-0.05152
="2026/04/02 17:16:35.980",-0.08549,-0.01753,0.00661,18.85878,0.18926,0.0377,-0.3609,0.15902,-0.03573,-0.04557,859.20776,0.02933,0.0109,0.0872,-0.10744,-0.00489,0.18013,0.21065,-0.00959,-0.06144
="2026/04/02 17:16:36.000",-0.15589,0.0572,0.0339,19.9893,0.14712,-0.07053,-0.26337,0.43867,-0.01621,-0.13583,858.63214,0.05569,-0.08366,-0.12917,-0.15009,0.00376,-0.0413,0.12341,-0.04788,-0.03606
="2026/04/02 17:16:36.020",0.01005,-0.06,-0.06226,20.73545,0.10112,0.01732,0.0094,-0.00529,-0.08114,-0.00877,858.81683,0.29175,-0.04468,-0.1947,0.19936,-0.18202,0.02809,0.42413,0.02323,0.01063
="2026/04/02 17:16:36.040",-0.13212,0.05293,0.10685,21.72977,0.12556,0.04043,-0.27329,0.21123,-0.02564,0.06656,859.25562,-0.09295,0.00836,0.13914,0.07071,-0.05579,0.22921,0.05361,-0.00344,-0.02273
="2026/04/02 17:16:36.060",-0.01589,-0.05246,-0.03208,22.22594,0.07759,-0.1374,-0.03022,0.23202,0.01323,-0.04119,860.22998,0.14633,0.03283,-0.26524,0.15052,0.0918,-0.33896,0.04749,-0.03722,-0.02341
="2026/04/02 17:16:36.080",-0.05569,0.04644,0.09001,22.23467,0.05969,-0.03189,-0.13455,0.03,-0.0077,0.10117,861.42676,-0.07821,0.07836,0.08285,0.13628,0.07151,0.21083,0.46549,-0.01087,0.0241
="2026/04/02 17:16:36.100",-0.20145,-0.10797,0.06158,22.20639,0.07448,-0.11892,0.04577,0.00877,0.09142,-0.15914,863.52014,-0.04332,-0.00083,-0.05465,-0.04871,0.11557,-0.51643,0.06062,-0.01508,-0.01937
="2026/04/02 17:16:36.120",-0.03913,0.05206,-0.05327,21.64302,0.06649,-0.04104,-0.00361,-0.18337,-0.01124,0.24276,865.10211,0.03318,-0.00588,-0.05929,0.22739,0.22133,-0.28664,0.16134,0.00764,-0.02925
="2026/04/02 17:16:36.140",-0.21838,0.01525,0.27318,21.50514,-0.03464,0.12849,0.21137,-0.19044,0.04665,0.09847,865.74615,-0.13247,-0.01909,0.07161,0.14769,-0.03057,0.20966,0.17503,0.02363,0.05813
="2026/04/02 17:16:36.160",-0.194,-0.01311,0.13411,20.17142,0.05465,0.07454,0.16727,-0.16849,0.01293,0.02216,865.4342,0.14343,0.01175,-0.09326,0.15725,-0.16112,-0.13741,0.13227,0.01907,0.041
="2026/04/02 17:16:36.180",-0.24755,-0.0306,0.07551,18.49741,-0.03533,0.19785,-0.04062,-0.26477,0.01693,0.14343,864.55341,-0.22718,0.02488,0.0886,0.21499,-0.22123,0.23644,0.24062,-0.03334,-0.0238
="2026/04/02 17:16:36.200",-0.24544,0.09079,0.11483,17.4719,-0.04508,0.13595,-0.00835,0.05295,0.01166,-0.07432,864.24701,-0.03629,0.12329,0.05089,0.12112,0.0671,0.14862,0.16855,-0.02118,0.02505
="2026/04/02 17:16:36.220",-0.14217,-0.06231,0.18686,16.5847,0.00784,0.05038,0.01826,-0.28688,-0.0299,0.02179,863.26178,0.09468,0.10834,-0.01968,0.08092,-0.3177,0.51344,0.33851,0.00258,0.00455
="2026/04/02 17:16:36.240",-0.26012,-0.04247,0.23137,16.94269,-0.00291,0.04902,-0.32262,-0.17657,-0.03286,0.03587,861.92816,-0.3582,0.14585,0.37758,0.01841,-0.31136,0.61317,0.12087,-0.03715,-0.06373
="2026/04/02 17:16:36.260",-0.15313,0.00169,0.23547,17.91548,-0.04201,-0.05388,0.29127,-0.11184,0.02993,-0.13393,860.53259,0.12391,0.00156,-0.06373,0.04393,-0.05316,0.25568,0.13994,0.02255,0.01678
="2026/04/02 17:16:36.280",-0.10071,0.04621,0.105,18.78805,0.0966,0.18336,0.03568,-0.28613,0.01276,0.07397,858.59241,-0.11784,0.04536,0.08198,-0.10443,-0.20881,0.77462,0.16619,0.02143,-0.02909
="2026/04/02 17:16:36.300",-0.03279,-0.01187,0.01276,20.11757,-0.0828,-0.03022,-0.11701,0.16091,0.06299,-0.03935,857.23541,-0.12127,-0.00544,0.19325,0.05763,-0.28048,0.52305,0.08671,-0.03136,0.02912
="2026/04/02 17:16:36.320",-0.04447,0.02724,0.38954,20.75981,-0.032,-0.05015,0.09141,-0.08703,0.00347,-0.14285,856.77454,0.057,-0.02886,0.07771,0.05169,-0.19512,0.35765,-0.16432,0.1255,0.05686
="2026/04/02 17:16:36.340",0.04623,-0.00128,-0.03216,21.63033,-0.0522,0.20738,0.06137,-0.0157,-0.01861,0.0361,858.04749,-0.20555,0.08141,0.17066,0.2494,-0.17091,0.6752,0.18233,0.02262,0.08382
="2026/04/02 17:16:36.360",0.03877,0.01364,0.08378,23.19258,-0.13957,0.01765,0.19881,-0.02689,0.04611,-0.11311,859.52539,0.06123,-0.00567,0.03547,0.27364,-0.0372,0.17252,-0.05792,0.01678,-0.01396
="2026/04/02 17:16:36.380",-0.03984,-0.0224,0.38383,23.43817,-0.0912,-0.04699,0.12264,-0.20931,-0.01323,-0.05203,860.53699,-0.20237,-0.00337,0.09284,-0.00035,0.06331,-0.24485,-0.21135,-0.00529,-0.00144
="2026/04/02 17:16:36.400",0.07234,-0.0293,-0.12663,22.49063,-0.20247,-0.03504,0.17929,-0.05985,0.00202,0.01967,861.53656,-0.11371,0.02612,0.10443,0.36036,0.08653,0.3333,-0.29258,0.02804,0.00543
="2026/04/02 17:16:36.420",-0.03665,0.04873,0.23355,20.9375,-0.13174,0.03802,0.21627,0.06638,0.06039,-0.17519,862.11731,-0.06433,-0.02727,0.06918,0.29293,-0.09952,0.36247,-0.19979,-0.05366,-0.05394
="2026/04/02 17:16:36.440",0.1091,-0.01061,-0.12629,20.17123,-0.17095,0.00517,0.07429,-0.04632,-0.04851,-0.02099,863.35339,-0.16523,-0.05053,-0.02878,-0.04038,0.0165,-0.35909,-0.22276,-0.00432,0.02058
="2026/04/02 17:16:36.460",-0.03407,-0.04707,0.17717,19.52708,-0.12964,-0.02516,0.1732,-0.0823,-0.01145,0.01263,863.78485,-0.14953,-0.02489,0.32857,0.55232,-0.2358,0.69158,-0.16035,0.02535,0.03375
="2026/04/02 17:16:36.480",-0.19177,-0.07551,0.35393,17.70463,-0.15041,0.05843,0.19564,0.02309,-0.05224,0.05272,862.78839,-0.17634,-0.03429,0.1393,0.11432,0.05466,-0.102,-0.05933,0.02865,-0.02681
="2026/04/02 17:16:36.500",-0.0445,0.00995,-0.17036,16.6159,-0.07578,0.06449,0.2902,-0.28265,-0.02573,0.15292,861.24457,0.19176,0.0012,-0.14721,-0.0102,-0.03678,0.45684,-0.26356,0.00576,-0.00208
="2026/04/02 17:16:36.520",-0.08533,0.03046,0.34622,16.27136,-0.0196,0.19829,0.10908,-0.0743,0.07189,-0.05155,859.82581,-0.34954,-0.03542,0.41163,0.05866,-0.29621,0.5744,-0.28797,0.01317,0.02435
="2026/04/02 17:16:36.540",0.03652,-0.07472,0.12633,16.11396,-0.05368,-0.00306,0.27025,-0.12552,0.0315,0.03014,858.87738,0.10564,-0.00573,-0.11116,-0.31764,-0.2238,-0.01682,-0.22497,0.0185,0.02939
="2026/04/02 17:16:36.560",-0.1,-0.03747,0.10026,16.66979,-0.0984,0.17727,0.11707,-0.15071,0.04963,0.07589,857.20947,-0.10747,0.04808,0.041,0.30478,-0.31833,0.37726,-0.16853,0.02026,0.01302
="2026/04/02 17:16:36.580",-0.05673,0.08416,0.2684,17.85337,0.01181,0.08848,-0.1291,0.11032,0.02123,-0.03959,856.29041,-0.12106,0.01409,0.22272,0.05169,0.21792,-0.02179,-0.14964,0.02043,-0.01157
="2026/04/02 17:16:36.600",0.16274,-0.00981,-0.20942,18.32716,-0.09763,-0.07187,0.13319,-0.20442,-0.07498,0.05883,856.14429,0.25644,-0.01971,-0.13428,-0.02023,0.01519,-0.06518,-0.14301,0.01481,0.01203
="2026/04/02 17:16:36.620",0.04323,-0.06482,0.01152,19.24617,-0.04256,-0.02835,-0.1391,-0.02839,-0.00196,0.1049,855.39618,-0.31388,0.14159,0.39984,0.50676,-0.13155,-0.00908,-0.23181,0.00881,0.00957
="2026/04/02 17:16:36.640",0.2328,0.04901,-0.17847,20.75603,-0.07959,-0.09761,0.35187,-0.17642,-0.03696,0.15135,856.10468,0.20299,-0.02936,-0.09156,0.24399,0.52998,-0.75685,-0.28389,0.04891,-0.00167
="2026/04/02 17:16:36.660",0.11602,-0.01496,-0.20572,21.23437,0.02586,0.23275,-0.03624,-0.1932,-0.03693,0.12922,857.89954,-0.06684,-0.02792,0.01549,0.49433,0.32272,0.01564,-0.17059,-0.02611,0.03302
="2026/04/02 17:16:36.680",0.18087,0.02937,0.09286,20.94302,-0.06963,0.06562,0.00424,0.07427,-0.03523,0.06617,859.46033,-0.18814,-0.12219,0.18277,0.28999,0.31187,-0.38224,-0.23404,-0.00397,0.01357
="2026/04/02 17:16:36.700",0.20721,-0.1123,-0.22706,20.40798,-0.01741,-0.02861,0.29695,-0.18614,-0.04933,-0.07635,860.85553,0.16813,-0.00133,-0.27575,-0.10491,0.30083,-0.4809,-0.1789,0.00216,0.02826
="2026/04/02 17:16:36.720",0.0556,0.03731,0.0451,19.61782,-0.06671,0.25176,0.04796,0.17668,-0.07354,-0.06655,861.60364,-0.26487,0.08079,0.19417,0.25119,0.27751,-0.10723,-0.24145,0.03741,0.06649
="2026/04/02 17:16:36.740",0.13115,-0.06308,-0.10054,18.41444,-0.01097,0.02665,0.48871,0.10246,-0.00303,-0.05967,862.42279,0.16596,0.02197,-0.24498,-0.24877,0.27547,-0.6955,-0.09709,0.04229,-0.00987
="2026/04/02 17:16:36.760",-0.07963,-0.00656,-0.17906,16.66295,-0.08697,0.04031,0.24829,-0.0416,-0.02504,-0.02301,862.35254,-0.02129,-0.0138,-0.30995,-0.05733,-0.06058,0.16397,-0.21249,-0.01076,-0.00642
="2026/04/02 17:16:36.780",-0.01547,-0.00695,0.0031,16.02427,0.00313,0.03496,0.069,0.24504,0.00375,-0.12222,861.37646,-0.08691,0.0111,-0.03496,-0.15196,-0.00729,-0.26248,-0.15367,-0.02891,-0.04167
="2026/04/02 17:16:36.800",0.09588,0.07094,-0.18181,16.01118,0.0191,-0.00813,0.01875,-0.10105,-0.0152,0.03767,860.2511,0.25564,0.02592,-0.35972,-0.50115,-0.01632,0.13744,-0.08612,-0.02338,-0.02294
="2026/04/02 17:16:36.820",-0.00746,-0.06297,-0.02475,16.22762,0.05848,0.04525,-0.07637,0.10745,0.0037,0.11169,859.59442,-0.13122,0.03116,0.0689,-0.16606,-0.37555,0.12452,-0.07284,-0.01041,0.04306
="2026/04/02 17:16:36.840",0.13118,0.08072,-0.1698,16.74974,0.07622,-0.16904,-0.10436,0.1291,0.04905,-0.12049,858.93079,0.27251,0.0355,-0.11323,-0.4542,0.10301,-0.4953,-0.01454,-0.00207,0.01861
="2026/04/02 17:16:36.860",-0.06303,-0.04254,-0.22749,17.36295,0.14755,-0.11171,0.03116,-0.05777,-0.01177,-0.08763,857.91614,0.06259,0.02272,-0.26316,-0.18769,0.16501,-0.14836,0.11915,0.02851,0.02947
="2026/04/02 17:16:36.880",0.10789,0.0284,-0.28967,18.6683,0.11231,-0.23892,-0.51552,0.09272,0.01095,0.02212,857.04236,-0.00479,0.05959,0.13372,-0.06456,0.27286,-0.36795,0.01625,0.03592,0.03138
="2026/04/02 17:16:36.900",0.01922,0.01249,-0.02016,19.81883,0.0924,-0.40224,-0.25482,-0.1202,0.02725,-0.01305,856.77325,0.19657,-0.08332,-0.15451,-0.32443,0.27269,-0.41601,-0.03826,-0.06546,0.03204
="2026/04/02 17:16:36.920",0.20673,0.01918,-0.29269,20.86038,0.18983,-0.07099,-0.29676,-0.01024,-0.01186,-0.01742,857.15063,-0.07967,-0.03302,0.01053,-0.06528,0.25331,-0.22907,-0.07413,0.01127,-0.02264
="2026/04/02 17:16:36.940",0.23637,-0.05123,-0.06612,21.88805,0.11804,0.01038,-0.14442,0.0837,-0.02284,-0.00917,858.4837,0.2602,-0.13401,-0.04345,-0.05877,0.00473,0.00808,0.0057,-0.04256,-0.01528
="2026/04/02 17:16:36.960",0.07548,-0.00254,-0.12369,22.08097,0.20109,0.00905,-0.13515,-0.01066,-0.02081,-0.04363,860.82275,-0.02958,-0.13683,-0.26191,-0.38873,0.21736,-0.62328,-0.11634,-0.00489,-0.01533
="2026/04/02 17:16:36.980",0.19437,0.02162,-0.11573,21.25796,0.03118,0.00197,-0.07275,-0.21069,-0.01292,0.05383,862.13593,0.03976,-0.02945,-0.02857,0.05898,0.12711,-0.25297,0.23261,-0.06207,-0.0775
="2026/04/02 17:16:37.000",-0.00089,-0.0241,-0.03038,20.64909,0.10857,0.08838,-0.02052,0.07603,0.02554,-0.0683,863.03888,0.03255,0.01826,-0.07013,-0.33809,0.04681,-0.24784,0.23413,0.04446,-0.03835
="2026/04/02 17:16:37.020",0.01944,-0.01714,-0.20456,19.80691,0.09088,0.04074,-0.06477,0.04302,-0.05169,0.01519,864.57629,0.11915,0.04244,-0.38483,-0.13204,0.15425,-0.69711,-0.06484,0.00061,0.05397
="2026/04/02 17:16:37.040",0.03562,0.03851,-0.03574,19.16646,0.02849,0.09614,-0.20584,-0.04451,-0.0199,0.00656,864.6554,0.03873,0.04526,0.07947,0.09836,-0.0541,0.06254,0.30667,-0.00114,0.03065
="2026/04/02 17:16:37.060",-0.0264,-0.03964,-0.04965,18.40503,0.07145,-0.10363,-0.11362,0.33583,0.03493,-0.12299,865.00928,-0.04041,0.05026,-0.13065,-0.2287,0.00041,-0.52152,0.20216,-0.01905,-0.05744
="2026/04/02 17:16:37.080",0.0395,-0.01606,-0.13587,17.8534,0.08683,-0.12456,-0.11207,-0.01211,-0.04664,0.10079,864.83917,0.25005,0.04895,-0.08971,0.0234,0.09039,-0.19184,0.06014,-0.0112,-0.01437
="2026/04/02 17:16:37.100",-0.12608,0.01647,0.19465,17.44652,0.0391,0.02453,-0.26669,0.22112,0.00838,-0.05266,863.66229,-0.16609,0.06222,0.09647,-0.25164,0.11143,0.00795,0.11978,-0.02226,-0.00409
="2026/04/02 17:16:37.120",-0.02281,-0.03991,-0.04969,16.8855,0.13686,-0.19371,-0.13654,0.38373,0.03336,-0.14427,862.07422,0.30696,0.00577,-0.26655,-0.37418,0.25312,-0.51189,0.25374,0.00616,-0.03867
="2026/04/02 17:16:37.140",-0.14371,-0.03965,0.01915,17.52953,0.15174,-0.07718,-0.19984,0.1081,-0.03733,0.0427,860.21887,-0.02102,-0.00198,0.14449,-0.21073,0.04063,0.31438,0.11096,-0.05344,-0.05502
="2026/04/02 17:16:37.160",-0.12853,0.08899,-0.02165,18.99482,0.08601,-0.0356,-0.17776,0.44257,0.01449,-0.10464,859.53467,0.10488,-0.03303,-0.01777,-0.36359,0.0939,-0.06785,0.06087,-0.04018,-0.04608
="2026/04/02 17:16:37.180",0.01623,-0.02005,-0.18045,20.2042,0.16916,-0.02909,0.11923,0.15412,-0.05876,0.07631,859.2229,0.28392,-0.04099,-0.28722,-0.25405,-0.14614,0.36271,0.32978,0.00906,-0.01763
="2026/04/02 17:16:37.200",-0.1345,0.037,0.13101,21.51575,0.12336,0.22034,0.0358,0.31552,-0.01174,0.0168,858.6106,-0.12788,-0.08859,0.15934,-0.09341,-0.244,0.69979,0.18723,-0.0364,-0.04755
="2026/04/02 17:16:37.220",0.07925,0.00773,0.05694,22.25366,0.22548,-0.00127,0.26749,0.45996,-0.02448,-0.17325,859.11945,0.28783,0.00465,-0.31984,-0.3004,-0.15745,0.0946,0.18289,0.01072,-0.02443
="2026/04/02 17:16:37.240",-0.08133,0.00125,0.14142,22.29672,0.19367,0.03063,0.02272,0.33986,-0.03842,0.00402,860.30658,-0.04203,0.02292,0.02845,-0.07777,-0.31031,0.56,0.22536,-0.02133,0.01111
="2026/04/02 17:16:37.260",-0.08389,-0.01285,0.09624,22.35592,0.19035,-0.07405,0.189,0.4212,0.0202,0.05784,862.01733,-0.22351,0.04484,0.12335,-0.12439,-0.12812,-0.04768,0.34326,-0.01722,-0.03959
="2026/04/02 17:16:37.280",-0.01085,0.02621,0.07398,21.92413,-0.07112,-0.16341,0.06658,0.13365,-0.01551,0.26329,863.5799,0.18436,-0.03442,-0.15134,0.01514,0.05052,0.14364,0.10318,-0.04628,-0.05889
="2026/04/02 17:16:37.300",-0.19687,0.05814,0.27785,21.64396,-0.07214,-0.03313,-0.09789,0.24177,-0.03428,0.19234,864.65759,-0.32749,-0.04769,0.1867,0.08454,-0.21754,0.42469,0.04841,-0.0097,0.02491
="2026/04/02 17:16:37.320",-0.06698,-0.11913,0.07942,20.52789,0.02611,-0.09685,-0.00581,0.41768,0.0221,-0.12337,865.3808,0.08656,-0.07454,0.02201,0.07052,-0.17923,-0.26917,0.24172,-0.00058,-0.02088
="2026/04/02 17:16:37.340",-0.20454,0.0973,0.19876,18.90561,-0.12529,0.0467,0.01078,0.22504,0.00873,0.04685,865.48053,-0.08434,-0.03194,0.04033,0.22754,0.02293,0.43838,0.00385,0.01379,-0.02502
="2026/04/02 17:16:37.360",-0.14825,0.00283,0.19093,17.77534,-0.15872,0.13341,0.13449,0.33333,0.01656,-0.09352,864.55981,-0.15117,-0.01295,0.00988,0.26754,-0.09808,0.22307,0.26973,-0.07749,-0.02086
="2026/04/02 17:16:37.380",-0.13336,-0.02092,0.12715,16.9059,-0.1065,-0.0254,0.16665,0.03295,0.01374,0.00887,862.73834,0.11309,0.05523,-0.11497,0.21963,-0.29252,0.20802,-0.05101,0.03429,-0.03956
="2026/04/02 17:16:37.400",-0.23678,-0.0211,0.16673,16.80619,-0.12569,0.09188,0.19504,-0.0657,-0.05528,0.17333,861.36969,-0.27694,0.03048,0.26834,0.35944,-0.11149,0.35969,0.04862,-0.05957,0.03007
="2026/04/02 17:16:37.420",-0.07971,0.02817,0.10518,16.78266,-0.06304,0.06771,0.09088,-0.04146,0.05969,-0.01963,860.28357,0.07744,0.05029,-0.01103,0.34004,0.04232,0.12744,-0.01442,-0.04239,-0.06588
="2026/04/02 17:16:37.440",-0.22814,0.00894,0.27744,17.82788,-0.07911,0.09474,0.03452,-0.18987,-0.02598,0.08271,858.73212,-0.15232,-0.01381,0.12837,0.22808,-0.09829,0.49227,0.05922,-0.00221,-0.0545
="2026/04/02 17:16:37.460",0.03431,-0.02801,-0.01294,19.06764,-0.05698,0.04422,0.17161,-0.05338,-0.01407,-0.02876,858.01471,-0.19065,-0.02025,0.27026,0.29285,-0.06566,0.38408,0.03652,0.00151,0.03683
="2026/04/02 17:16:37.480",-0.20378,-0.02538,0.38225,19.8147,0.04895,0.0517,0.24136,-0.20055,-0.0098,-0.02793,857.75043,0.12376,-0.00806,0.10728,0.16744,-0.12294,0.22646,-0.01117,0.02791,0.01974
="2026/04/02 17:16:37.500",-0.01787,0.02142,-0.07602,21.0166,-0.00415,0.18797,0.21987,-0.33591,-0.03329,0.09629,858.29749,-0.2333,-0.01922,0.22775,0.05117,0.19056,-0.01125,0.03021,0.00995,0.04021
="2026/04/02 17:16:37.520",-0.00728,-0.01807,0.03379,21.71126,-0.15768,0.0733,0.21803,-0.10903,0.00744,-0.07545,858.77979,0.01861,0.01542,0.10047,0.38433,-0.34082,0.77341,-0.02738,0.00472,0.03307
="2026/04/02 17:16:37.540",-0.10379,-0.00686,0.2155,22.14672,-0.17144,0.06604,0.18965,-0.04041,-0.01298,-0.11891,859.67773,-0.1334,0.04086,-0.00779,0.07778,-0.20767,0.04502,-0.09286,0.00363,-0.00877
="2026/04/02 17:16:37.560",0.03784,-0.01682,-0.07706,22.37038,-0.20414,-0.04944,0.18607,-0.27094,-0.01461,-0.01366,860.84918,-0.09269,0.10421,0.15438,0.29826,-0.11719,0.31138,-0.27056,-0.00645,0.02187
="2026/04/02 17:16:37.580",-0.05288,0.13528,0.18453,21.55605,-0.23526,0.01096,0.0467,-0.07354,0.03416,-0.17257,861.71326,-0.22805,0.06457,0.2474,0.19936,-0.24168,0.78408,-0.20388,0.0149,-0.01402
="2026/04/02 17:16:37.600",0.15713,-0.0588,-0.13095,20.06709,-0.07316,-0.13266,0.28123,-0.10222,0.02426,0.00067,862.54272,-0.02261,-0.03882,-0.10234,-0.14117,-0.19602,-0.36162,-0.3404,0.07752,0.08044
="2026/04/02 17:16:37.620",0.06452,0.04332,-0.0267,18.63556,-0.13564,0.06152,0.18516,-0.25334,-0.03852,-0.08032,863.38037,-0.08972,-0.0855,0.20148,0.40964,-0.26185,0.50817,-0.08766,0.02443,0.08618
="2026/04/02 17:16:37.640",-0.06799,-0.06597,0.06976,17.83909,-0.12133,0.10271,0.18124,0.13797,-0.04162,-0.09092,863.55316,-0.2117,-0.0555,0.09999,0.16976,0.03583,-0.41624,-0.20094,0.0217,0.01553
="2026/04/02 17:16:37.660",0.15552,0.04064,-0.24162,16.43141,0.01092,-0.02098,0.19719,-0.37521,-0.02678,0.20449,862.05121,0.14968,-0.04457,-0.01748,0.18466,0.32471,-0.08018,-0.14787,-0.01148,0.05902
="2026/04/02 17:16:37.680",-0.00598,0.04878,0.07698,15.54617,-0.01247,0.05637,0.04446,-0.07058,0.02941,0.10264,860.24817,-0.34397,0.04074,0.24058,0.05599,-0.14928,0.3726,-0.30929,0.04799,0.03059
="2026/04/02 17:16:37.700",0.18965,-0.10377,0.00898,15.42857,-0.06024,-0.02309,0.11797,-0.17284,0.00695,-0.02328,859.30438,0.10249,0.06232,-0.17951,-0.13329,-0.07977,-0.58005,-0.27014,0.02304,0.03405
="2026/04/02 17:16:37.720",0.08542,0.03528,0.03724,16.20254,0.03437,0.19508,0.08563,-0.31007,0.06109,0.0143,857.86505,0.02644,0.00331,0.2403,0.03781,-0.03055,0.541,-0.06706,0.01869,-0.00082
="2026/04/02 17:16:37.740",0.10298,0.00465,0.19635,17.13203,-0.04599,0.26388,-0.21576,-0.01272,0.07093,-0.01337,856.88391,-0.05466,-0.05383,0.15069,-0.18895,-0.02105,0.06571,-0.46841,-0.02265,-0.01683
="2026/04/02 17:16:37.760",0.24285,-0.01342,-0.22045,18.1004,0.01585,-0.12291,0.02821,-0.29485,0.05242,-0.06031,856.20624,0.18137,0.02334,-0.07495,-0.43694,-0.07986,-0.06629,-0.22765,-0.00601,-0.0174
="2026/04/02 17:16:37.780",0.05696,0.00961,-0.02918,19.67962,-0.15599,0.02224,-0.20911,-0.18564,-0.01258,-0.24366,856.03339,-0.12431,0.11955,0.21092,-0.0984,-0.20353,0.54217,-0.22651,0.01264,-0.00211
="2026/04/02 17:16:37.800",0.23742,0.0125,-0.19831,20.54233,-0.0687,-0.07912,-0.03412,-0.21199,0.00145,0.14937,857.01056,0.23413,0.13548,-0.19616,-0.35297,0.09841,-0.30233,-0.14068,0.00387,-0.00399
="2026/04/02 17:16:37.820",0.19849,0.02148,-0.17068,20.70756,-0.01866,-0.03648,-0.15913,-0.45678,-0.00607,0.14689,857.8844,0.0486,-0.0991,0.00313,-0.15168,-0.10293,0.47847,-0.28253,0.00133,0.01346
="2026/04/02 17:16:37.840",0.19366,-0.004,0.00469,21.11185,-0.15524,-0.04264,0.02596,-0.11707,-0.0037,-0.20694,858.9176,0.06591,-0.10111,-0.03076,0.00317,-0.03341,-0.20433,-0.16218,0.02764,0.02988
="2026/04/02 17:16:37.860",0.36612,-0.01367,-0.32467,21.44685,-0.03406,-0.20896,0.45962,-0.31286,-0.03909,-0.02495,860.26105,0.31525,-0.03842,-0.37651,-0.34562,0.20127,-0.37391,-0.11869,-0.01141,0.03282
="2026/04/02 17:16:37.880",0.18159,0.07938,-0.07314,20.45992,-0.02525,-0.05283,0.22321,-0.1527,0.05439,-0.04944,861.62708,-0.24802,-0.03625,-0.08482,0.16643,0.1234,-0.1112,-0.16285,0.04488,0.02999
="2026/04/02 17:16:37.900",0.28285,-0.09028,-0.21402,18.86752,-0.02645,-0.1806,0.05141,-0.15046,0.02662,-0.06132,862.45819,0.19701,-0.12205,-0.27863,-0.17779,0.25318,-1.03963,-0.02685,0.02125,0.04737
="2026/04/02 17:16:37.920",0.04496,-0.03458,-0.27228,18.07574,-0.00425,-0.14485,0.01387,-0.25228,-0.07234,0.0597,862.91144,0.07855,-0.15904,-0.24671,0.03371,0.47306,-0.51612,0.04139,0.0394,0.06769
="2026/04/02 17:16:37.940",0.07257,0.02776,-0.12113,17.07601,0.00747,-0.02034,-0.08745,0.00909,-0.02623,-0.06933,862.96484,-0.04807,-0.11028,0.11424,0.18427,0.5568,-0.59536,-0.04036,0.04242,0.01618
="2026/04/02 17:16:37.960",0.11369,-0.02007,-0.06521,15.85834,0.07969,-0.06314,0.07373,0.02307,-0.03362,-0.062,861.88721,0.30322,-0.05542,-0.32586,-0.26784,0.24182,-0.45542,-0.06153,0.00794,-0.00541
="2026/04/02 17:16:37.980",-0.00832,0.00047,-0.20083,15.69814,0.15839,0.0861,0.10161,0.00418,-0.073,-0.06089,860.79132,-0.08308,-0.07102,0.06451,-0.12412,0.08044,-0.1809,0.07659,-0.02838,-0.0033
="2026/04/02 17:16:38.000",0.03433,-0.01511,-0.03271,16.09774,0.09526,0.17157,0.06673,0.14358,-0.01458,-0.06573,859.73755,0.21285,-0.10195,-0.21763,-0.23556,0.14915,-0.42045,-0.06376,-0.05135,-0.05806
="2026/04/02 17:16:38.020",-0.13325,0.04321,-0.0143,16.89847,0.18835,0.1865,-0.11493,0.09136,0.01455,0.15131,859.35791,0.16046,-0.00694,-0.24347,-0.45659,0.05924,-0.048,0.07366,0.02706,-0.04775
="2026/04/02 17:16:38.040",0.09172,-0.03527,-0.27129,18.37233,0.0749,-0.04447,-0.31328,0.18681,-0.03067,-0.06088,858.83197,0.05385,0.07702,-0.0154,-0.09545,-0.06912,0.04047,0.16039,-0.03895,0.00653
="2026/04/02 17:16:38.060",-0.01635,0.03471,0.07069,19.52658,0.10742,-0.219,-0.19731,0.25433,0.00405,-0.092,857.97772,0.2325,0.1715,-0.10451,-0.42365,-0.19458,0.12051,0.05225,-0.01651,0.00425
="2026/04/02 17:16:38.080",0.0801,-0.00777,-0.3183,19.58768,0.12304,-0.10582,-0.22663,-0.02456,0.00267,0.19056,857.81018,0.05133,0.11978,-0.1104,-0.40893,0.105,-0.58543,0.04731,-0.05848,0.00217
="2026/04/02 17:16:38.100",0.11562,0.02902,-0.10433,20.52341,0.11054,-0.09516,-0.23461,0.04751,0.00377,0.1465,858.28156,0.12533,-0.04196,0.02873,0.01649,0.01813,0.10485,0.00044,0.01029,-0.03756
="2026/04/02 17:16:38.120",0.03379,0.01142,-0.01721,22.23764,0.09829,-0.04478,-0.19439,0.20993,0.00061,-0.0859,860.0119,0.05468,-0.14163,-0.18893,-0.368,0.2065,-0.38553,0.35017,-0.05112,-0.0433
