time,v00018.AccX,v00018.AccY,v00018.AccZ,v00033.AccX,v00033.AccY,v00033.AccZ,s00018-1.chdata,s00018-2.chdata,s00018-3.chdata,v00029.AccX,v00029.AccY,v00029.AccZ,v00023.AccX,v00023.AccY,v00023.AccZ,v00035.AccX,v00035.AccY,v00035.AccZ,s0005-2.chdata,s0005-3.chdata,v00028.AccX,v00028.AccY,v00028.AccZ,v00015.AccX,v00015.AccY,v00015.AccZ,s0013-1.chdata,s0013-2.chdata,s0013-3.chdata,s00017-2.chdata,s00017-3.chdata,s0017-1.chdata,s0017-2.chdata,s0017-3.chdata,s0011-1.chdata,s0011-2.chdata,s0011-3.chdata,v00036.AccX,v00036.AccY,v00036.AccZ,v00025.AccX,v00025.AccY,v00025.AccZ,v00024.AccX,v00024.AccY,v00024.AccZ,v00014.AccX,v00014.AccY,v00014.AccZ,v00026.AccX,v00026.AccY,v00026.AccZ,v00034.AccX,v00034.AccY,v00034.AccZ
="2026/04/02 16:25:11.560",0.01297,-0.0061,-0.01541,-0.02856,-0.02397,0.02875,0,13.84034,0,-0.00796,0.01397,-0.01209,-0.01994,-0.01259,-0.00143,-0.01502,-0.00692,-0.0056,,,-0.01592,-0.00824,-0.02392,0.00077,-0.02456,0.10342,,,,103.99572,29.68453,77.49599,103.99572,29.68453,,,,-0.1038,-0.02352,0.0036,-0.17149,-0.07135,-0.04011,0.03633,-0.01035,-0.00709,0.00285,-0.00564,0.02869,0.00632,-0.01541,0.02446,0.11761,-0.01793,-0.01656
="2026/04/02 16:25:11.580",0.00784,0.00332,0.01007,0.05265,-0.00011,-0.02002,0,13.55125,0,-0.02279,0.00569,-0.05635,0.02679,0.01993,0.0158,-0.0118,0.01757,0.00956,,,-0.08709,0.01116,-0.02129,0.01802,-0.08399,0.07317,,,,103.90309,29.51468,77.43787,103.90309,29.51468,,,,0.06214,0.01034,-0.00034,0.01664,0.00389,-0.02307,-0.00803,-0.01342,-0.04875,-0.00458,0.00527,0.01079,0.00678,0.00013,0.00851,-0.03435,-0.012,0.00123
="2026/04/02 16:25:11.600",-0.00031,-0.00507,-0.04723,-0.01252,0.00736,0.00373,0,13.21068,0,-0.01697,0.0103,-0.00033,-0.06799,-0.06455,-0.00069,-0.05597,-0.08447,-0.01252,,,-0.02247,0.03158,0.00504,0.01554,0.03427,0.00303,,,,104.11607,29.41191,77.01788,104.11607,29.41191,,,,-0.01583,0.01068,-0.02548,0.00978,0.044,0.03679,-0.01174,0.0209,0.03085,-0.00608,0.00383,0.00875,-0.00841,0.0186,-0.00233,0.0691,-0.00928,0.00504
="2026/04/02 16:25:11.620",-0.01446,0.00206,-0.00025,0.00555,-0.00346,0.00677,0,12.86561,0,-0.00804,0.02209,0.0001,-0.0243,0.08609,0.00574,0.00226,-0.04941,-0.02152,,,-0.01552,0.00424,-0.02542,0.00751,0.0303,-0.00293,,,,104.39416,29.52249,77.15161,104.39416,29.52249,,,,-0.06736,0.02504,0.03043,-0.00157,-0.07046,-0.01532,-0.00144,-0.01439,0.02026,0.00601,0.00268,-0.00921,-0.014,-0.00544,-0.00988,-0.03297,-0.03543,0.00625
="2026/04/02 16:25:11.640",-0.00883,-0.00048,-0.00003,-0.00812,0.00617,0.00326,0,12.48547,0,0.01873,-0.01626,0.02575,-0.01583,-0.00883,-0.00064,-0.01491,0.05917,0.00364,,,-0.02654,0.0056,-0.01168,-0.01001,-0.00528,0.05011,,,,104.26852,29.64594,77.33546,104.26852,29.64594,,,,-0.05145,-0.05531,0.05215,-0.01907,0.00253,0.04861,-0.0381,0.02244,0.02699,-0.00199,-0.00483,0.0195,0.01132,0.01771,-0.02753,0.04009,0.00862,-0.00789
="2026/04/02 16:25:11.660",-0.0112,-0.00701,-0.00874,0.02519,0.00089,-0.02501,0,12.82179,0,0.01818,-0.00223,0.03072,0.01024,0.02329,-0.00608,-0.03807,0.15619,0.01252,,,0.00308,0.05934,-0.0145,-0.03509,0.13842,0.02741,,,,103.94487,29.63251,77.91354,103.94487,29.63251,,,,0.04868,0.002,0.02006,-0.03254,-0.10541,-0.00596,-0.00411,-0.01589,-0.09139,-0.0112,-0.01762,0.0026,-0.01443,0.00673,-0.00525,-0.0204,-0.016,-0.00801
="2026/04/02 16:25:11.680",-0.00971,0.00305,-0.01807,-0.03071,-0.01589,-0.0299,0,13.0423,0,-0.00825,-0.00287,0.0001,0.01356,0.00998,-0.00448,-0.07688,-0.07482,0.0301,,,-0.00189,-0.0164,-0.01822,-0.01969,-0.04534,-0.134,,,,103.96208,29.35523,77.84064,103.96208,29.35523,,,,0.05285,-0.00303,0.02375,-0.01431,-0.03021,0.00235,0.02162,-0.02951,-0.02417,0.00286,-0.00327,-0.0065,0.01874,-0.02705,0.01166,0.01613,0.03179,0.02569
="2026/04/02 16:25:11.700",0.01348,-0.0111,-0.00035,0.01102,0.01708,-0.02931,0,12.61264,0,-0.02816,0.00236,-0.07496,-0.00676,0.01544,-0.00788,0.00128,0.02993,0.01524,,,-0.05173,0.00387,-0.03608,-0.05981,0.06391,0.07842,,,,104.15974,29.02555,77.34266,104.15974,29.02555,,,,-0.08961,-0.00985,0.00191,-0.03177,0.07888,0.03646,0.01548,0.00769,-0.00772,0.00248,0.00573,-0.0071,-0.00357,0.01123,0.02926,0.0086,-0.01857,0.06147
="2026/04/02 16:25:11.720",-0.00726,-0.01781,0.01896,0.02338,0.00358,0.0231,0,12.61484,0,0.01765,-0.01124,0.01862,-0.02462,-0.01851,-0.01756,-0.02026,-0.03126,0.02937,,,-0.01725,-0.00162,-0.00656,0.02145,0.07467,0.01529,,,,104.24487,29.03701,76.91451,104.24487,29.03701,,,,-0.02513,0.0481,-0.04551,0.05309,-0.03934,-0.02397,0.00825,0.00735,0.00933,0.00124,-0.00442,0.00711,0.00534,0.00199,0.00727,-0.0556,0.0559,-0.00798
="2026/04/02 16:25:11.740",-0.00778,0.00157,0.0096,-0.0014,-0.02623,0.03844,0,13.09367,0,-0.07672,0.06599,0.03677,-0.01151,-0.00461,-0.01479,0.00568,0.01218,0.00744,,,0.0254,0.00082,0.03626,-0.05134,-0.04838,0.02531,,,,104.14601,29.31739,76.85835,104.14601,29.31739,,,,0.0114,-0.04418,0.0244,0.01501,0.00195,-0.03347,-0.00753,-0.01086,-0.00351,-0.00307,-0.01221,0.01812,0.04791,-0.04359,0.01914,-0.02106,0.03934,-0.00932
="2026/04/02 16:25:11.760",-0.00852,-0.00829,-0.0093,0.01144,-0.13444,-0.02365,0,13.07825,0,0.08487,0.04221,-0.07696,-0.03216,0.04619,-0.0426,-0.00693,-0.02744,0.029,,,-0.00437,0.00239,-0.00916,0.02039,0.0815,0.00419,,,,104.05753,29.63138,77.07977,104.05753,29.63138,,,,0.0019,0.02231,0.00885,0.0075,0.01738,-0.02388,-0.00116,0.00039,-0.00532,-0.01606,-0.01237,-0.02069,0.03106,-0.04835,0.00403,0.05284,0.01719,-0.01121
="2026/04/02 16:25:11.780",0.00175,-0.01255,-0.01139,-0.06741,-0.12174,0.09826,0,13.25786,0,-0.13584,0.09446,0.01707,-0.00474,0.00467,-0.03497,-0.04691,0.0367,0.0199,,,0.02766,0.13334,0.01223,0.01574,0.02628,0.00669,,,,104.13665,29.69781,77.11764,104.13665,29.69781,,,,-0.02208,-0.00215,0.02157,0.002,0.02888,0.01497,0.00995,-0.02219,-0.02794,0.00803,0.00886,0.0104,-0.02512,0.03528,-0.01934,-0.02313,-0.00298,-0.01998
="2026/04/02 16:25:11.800",-0.02118,-0.00094,-0.01859,0.03173,0.01401,0.05068,0,13.43615,0,0.17216,-0.33149,-0.25532,-0.06491,0.04922,-0.00154,-0.00765,-0.03378,0.00033,,,-0.01977,-0.06297,-0.01584,0.02395,0.01033,0.10817,,,,104.25043,29.59532,77.21088,104.25043,29.59532,,,,0.03098,0.05096,-0.06459,0.00814,0.00951,0.01024,-0.00778,0.03232,-0.04294,0.00215,0.01497,-0.00652,-0.00381,0.01212,0.00983,0.01165,0.01936,-0.02478
="2026/04/02 16:25:11.820",0.00518,-0.00634,-0.00366,-0.16557,-0.17647,0.02532,0,13.09405,0,0.06989,0.17493,-0.14802,-0.04696,0.00393,-0.01682,0.06579,0.02456,-0.00953,,,-0.03667,-0.13047,-0.05646,-0.01243,-0.04572,0.03227,,,,104.13759,29.45139,77.6245,104.13759,29.45139,,,,-0.03669,-0.04067,-0.01431,0.01784,-0.00916,-0.00725,0.00009,-0.00164,-0.00003,-0.01195,0.00414,-0.00075,0.00598,0.00659,0.03853,0.02719,-0.00724,0.00662
="2026/04/02 16:25:11.840",0.01111,-0.03795,-0.00476,-0.03067,-0.02936,0.00229,0,12.832,0,0.07184,-0.14354,0.04754,0.00615,-0.01145,-0.03836,-0.01637,-0.02914,-0.00433,,,-0.02319,0.0899,0.09522,0.01424,0.00394,-0.01159,,,,103.9512,29.11284,77.85144,103.9512,29.11284,,,,0.0024,0.00876,-0.01315,0.03321,-0.01185,0.01469,0.00482,0.00432,-0.02716,-0.00989,-0.01103,0.01463,0.02229,-0.05538,0.02526,-0.0215,0.03876,0.01021
="2026/04/02 16:25:11.860",0.00669,0.00246,-0.05424,0.00943,0.01666,-0.03492,0,13.08801,0,0.1408,-0.09474,-0.03915,-0.01656,0.03184,0.0245,-0.00633,0.01529,-0.00744,,,0.16696,0.18654,-0.04978,-0.02247,-0.00149,-0.01211,,,,103.91865,28.81979,77.08955,103.91865,28.81979,,,,-0.01995,0.01554,0.02003,0.01355,-0.02491,-0.02499,-0.00787,0.00532,0.01344,-0.01388,-0.00924,0.00716,0.00838,0.03561,0.01426,-0.08226,0.0401,0.00106
="2026/04/02 16:25:11.880",-0.00839,-0.02752,0.02208,0.05961,0.04392,0.02331,0,13.00685,0,-0.0149,-0.02966,-0.07385,-0.02514,-0.0024,-0.00334,-0.02244,0.03357,-0.00623,,,0.00622,-0.10098,-0.05932,0.03402,-0.00766,0.01884,,,,104.0937,28.757,77.06377,104.0937,28.757,,,,-0.00596,0.01297,0.04778,0.00039,0.01217,0.01932,0.00974,0.00152,-0.0073,0.03014,0.01048,-0.02026,0.01547,0.01243,0.0234,-0.00972,0.02357,0.04224
="2026/04/02 16:25:11.900",0.01451,-0.01585,0.01314,0.06931,0.04103,0.01621,0,13.2531,0,-0.00002,0.07637,0.01002,0.01698,-0.0462,-0.01541,-0.07317,0.06332,-0.0187,,,-0.11188,-0.007,-0.02337,0.03272,-0.02134,0.02471,,,,104.24422,29.20123,77.365,104.24422,29.20123,,,,0.00376,-0.02376,-0.03169,-0.00096,-0.00254,0.00098,-0.01435,-0.01403,-0.02316,-0.01992,-0.00748,-0.00749,-0.02885,0.02758,-0.01578,0.00592,-0.00466,-0.01921
="2026/04/02 16:25:11.920",0.011,0.11113,0.009,-0.01848,-0.05013,0.03789,0,13.19819,0,-0.05111,-0.03254,-0.06234,0.01796,-0.05085,-0.00124,0.02603,-0.02089,-0.01475,,,0.03933,-0.0076,-0.02234,-0.00175,0.02505,-0.08226,,,,104.1925,29.47119,77.68867,104.1925,29.47119,,,,-0.01467,0.01993,0.02326,-0.01655,0.01165,0.0111,0.00168,-0.01328,-0.01508,0.0083,-0.00351,0.01467,-0.00802,-0.0173,-0.01421,-0.01804,-0.00093,-0.00386
="2026/04/02 16:25:11.940",0.01047,0.04768,0.00155,0.08451,0.06008,-0.03568,0,13.30564,0,0.00385,-0.05565,0.09492,0.0365,0.04534,-0.01022,0.00485,-0.03272,0.02427,,,0.01231,-0.00516,0.00894,-0.03744,0.00535,-0.00106,,,,104.23358,29.16119,78.36598,104.23358,29.16119,,,,-0.00435,0.01495,-0.02681,0.02099,-0.01638,-0.01482,-0.00148,-0.01376,-0.0199,-0.00338,0.02097,-0.00043,-0.00448,0.03958,-0.02702,0.04212,-0.00912,0.00872
="2026/04/02 16:25:11.960",-0.03106,0.00195,0.01161,-0.06037,-0.0417,0.09638,0,13.39489,0,-0.00969,0.05417,-0.04899,-0.04136,0.02683,-0.00378,0.01957,-0.0244,0.01207,,,-0.04232,-0.03869,-0.02893,-0.00066,-0.04499,0.03962,,,,104.33584,29.22434,78.50684,104.33584,29.22434,,,,-0.02191,0.01111,0.01979,-0.0001,0.01165,-0.02893,-0.0019,0.00543,0.00048,0.01043,-0.01439,-0.00326,-0.04662,0.02952,-0.01174,0.01579,0.00663,-0.03699
="2026/04/02 16:25:11.980",0.02318,-0.02484,0.01556,0.04888,-0.02357,-0.01162,0,12.74365,0,0.02289,-0.04035,0.03734,-0.06128,-0.01929,0.01428,0.02148,-0.00657,-0.02107,,,-0.02082,-0.01499,0.00608,0.03912,0.00742,-0.01758,,,,104.3018,29.36278,77.87615,104.3018,29.36278,,,,-0.00156,-0.02703,-0.0311,0.01069,0.00228,0.0029,0.00196,-0.00713,-0.00598,0.00935,0.02228,-0.01987,-0.00284,-0.02745,-0.01949,0.00884,0.04336,-0.01842
="2026/04/02 16:21:17.000",,,,,,,,,,,,,,,,,,,,,,,,,,,427.29309 | 427.83154 | 428.50412 | 428.81335 | 429.11456 | 428.13742 | 428.06561 | 429.59457 | 430.04694 | 429.14383 | 428.38342 | 427.58786 | 428.62576 | 429.32962 | 429.47025 | 428.4874 | 428.38699 | 429.32162 | 429.241 | 428.3277 | 428.41916 | 429.42935 | 429.95065 | 430.51569 | 430.94778 | 429.4238 | 427.18988 | 427.32278 | 429.07303 | 429.00803 | 427.81326 | 427.61099 | 428.54141 | 429.17389 | 428.96182 | 427.1655 | 426.92688 | 427.33609 | 428.45068 | 429.41656 | 428.35764 | 427.32306 | 428.06427 | 428.99014 | 429.34601 | 428.35611 | 427.09949 | 426.97275 | 427.88028 | 428.7175,434.17773 | 433.99597 | 433.82376 | 433.34238 | 432.91852 | 433.01767 | 432.69702 | 432.42697 | 432.8472 | 433.76392 | 433.18082 | 431.60898 | 431.97028 | 432.91797 | 433.63147 | 433.32611 | 432.52802 | 432.59058 | 432.81686 | 433.11359 | 433.28369 | 433.66565 | 432.79434 | 432.06479 | 432.47641 | 432.95071 | 433.40106 | 432.29056 | 431.61633 | 431.86838 | 431.91141 | 432.23141 | 432.81039 | 432.43158 | 432.25095 | 432.18076 | 432.36868 | 432.40518 | 432.22086 | 432.10007 | 431.53674 | 431.94147 | 432.29135 | 432.95004 | 433.18753 | 433.10214 | 434.02301 | 434.31448 | 433.73657 | 433.22626,48.47668 | 48.3267 | 49.35794 | 49.72446 | 50.12482 | 50.71482 | 49.616 | 48.90828 | 50.07146 | 50.89243 | 50.2848 | 49.78342 | 50.26227 | 49.64197 | 49.28072 | 48.73526 | 49.2423 | 50.72872 | 49.93844 | 48.48634 | 48.10064 | 49.01799 | 49.66046 | 48.73796 | 47.72491 | 49.02371 | 50.35769 | 50.40335 | 49.26817 | 50.04 | 50.18304 | 49.18639 | 48.94359 | 49.79773 | 50.11335 | 49.58133 | 48.89902 | 48.09559 | 48.85942 | 49.52289 | 49.55748 | 49.95961 | 51.02233 | 51.05238 | 49.49826 | 48.20072 | 48.74426 | 50.03048 | 49.71142 | 48.12397,,,,,,,,,,,,,,,,,,,,,,,,,,
="2026/04/02 16:25:12.000",0.00346,-0.02837,0.00256,-0.06711,-0.08836,0.04314,0,12.42648,0,-0.00018,-0.01486,0.05646,0.04369,-0.00925,-0.0199,0.00536,0.02678,-0.03471,32.36713 | 32.14146 | 32.46408 | 32.88725 | 32.84727 | 32.75956 | 32.79509 | 32.82284 | 32.88988 | 33.17493 | 33.35648 | 33.05196 | 32.91448 | 33.04097 | 33.3505 | 32.98705 | 33.00354 | 33.09115 | 33.04955 | 32.92528 | 32.89777 | 32.82545 | 32.53312 | 32.94353 | 33.72337 | 33.42867 | 32.62595 | 32.19514 | 32.56318 | 32.46994 | 32.11827 | 32.50011 | 32.50002 | 32.74972 | 32.56839 | 32.44678 | 33.00669 | 33.3575 | 33.14784 | 33.11048 | 32.79045 | 32.44266 | 32.87806 | 33.51925 | 33.07587 | 32.68555 | 32.4554 | 32.87133 | 33.40882 | 33.2258,179.07239 | 178.63499 | 178.10547 | 178.05664 | 178.79674 | 179.33189 | 179.10313 | 179.00725 | 179.11359 | 178.93433 | 179.04213 | 179.23256 | 179.13942 | 178.17477 | 177.8938 | 178.8535 | 179.29536 | 178.69859 | 178.60718 | 178.66202 | 178.36311 | 178.24673 | 179.01566 | 179.40961 | 179.09323 | 179.0583 | 179.26486 | 179.14931 | 178.84778 | 178.69472 | 178.55629 | 178.45897 | 178.72731 | 179.13148 | 179.24197 | 178.59444 | 178.1729 | 178.42371 | 178.66965 | 179.05421 | 178.73352 | 178.31824 | 178.57454 | 178.62119 | 178.87978 | 178.83061 | 178.54796 | 178.54543 | 178.5351 | 178.39532,-0.02621,0.00943,0.03178,-0.02539,-0.01062,-0.01393,,,,104.15458,29.06864,77.56453,104.15458,29.06864,,,,0.00304,-0.01982,-0.01797,0.00569,0.00111,-0.02179,0.00652,0.01755,-0.01956,0.00341,0.00748,0.00553,0.00281,-0.00454,-0.02348,-0.0134,-0.02074,-0.01737
="2026/04/02 16:25:12.020",0.00917,-0.01033,0.01272,-0.01886,-0.04738,-0.1981,0,13.17779,0,-0.05441,-0.01839,-0.03943,0.02111,0.05565,0.00131,-0.05592,-0.00018,-0.00997,,,0.05307,-0.04295,0.07724,0.00009,-0.00657,-0.00218,,,,103.89449,28.85758,77.07404,103.89449,28.85758,,,,-0.0069,0.01057,-0.0151,0.02407,-0.02655,-0.01995,-0.01015,-0.0035,-0.01436,-0.01004,0.00848,-0.02641,0.00619,-0.00708,-0.01886,-0.01625,0.07904,-0.01674
="2026/04/02 16:25:12.040",-0.02085,0.05231,-0.00077,0.01114,0.01757,-0.03674,0,13.02666,0,0.0142,0.03609,0.00139,0.00109,-0.01697,-0.05001,0.08461,0.01691,-0.00268,,,-0.01507,-0.05843,-0.04303,-0.00038,0.03298,-0.00653,,,,103.77273,28.9202,76.36395,103.77273,28.9202,,,,-0.0053,0.01115,0.00257,-0.01533,0.0012,0.00206,0.00385,-0.00427,-0.00679,-0.01723,0.00404,0.00897,-0.00387,-0.02176,-0.04866,-0.01764,0.01896,0.04571
="2026/04/02 16:25:12.060",-0.00298,-0.09573,-0.01409,0.06555,0.02506,0.01993,0,12.42133,0,-0.01807,0.03726,0.03361,-0.08325,0.15974,0.07175,-0.00595,-0.04389,0.0028,,,-0.00256,0.02345,-0.00881,-0.01969,-0.01722,0.02769,,,,103.97415,29.04538,76.20062,103.97415,29.04538,,,,-0.00818,0.01603,-0.00093,-0.0039,0.02532,0.01113,0.01054,-0.01529,-0.00198,0.00696,0.0048,0.02766,0.00928,-0.00617,-0.02365,-0.03583,0.02876,0.0357
="2026/04/02 16:25:12.080",-0.05222,-0.00276,0.00161,-0.0531,0.00509,0.04545,0,13.13254,0,0.01395,-0.04295,0.01089,-0.02179,-0.03593,-0.0083,0.04929,0.07519,0.00466,,,0.02532,0.01721,-0.01593,-0.00109,0.02733,-0.00252,,,,104.14944,29.07056,76.76554,104.14944,29.07056,,,,0.01555,-0.02037,0.02848,0.0011,0.00097,0.02186,-0.0035,-0.03079,0.00463,0.02488,0.01874,-0.02357,0.00147,-0.01958,0.01652,0.01866,0.05847,0.02068
="2026/04/02 16:25:12.100",-0.02888,0.07056,-0.02793,0.03737,-0.02893,0.06346,0,13.53025,0,-0.02582,0.00527,0.03513,0.09515,-0.08929,-0.02564,0.0855,-0.18929,-0.03616,,,-0.01838,-0.03625,-0.04291,0.01973,0.01127,-0.0248,,,,104.03675,29.02656,77.49326,104.03675,29.02656,,,,0.17555,0.00212,0.05584,0.07044,0.00851,-0.02809,0.01003,-0.00509,-0.00834,-0.02468,-0.01553,0.02211,-0.00044,0.01853,0.01262,0.06908,-0.0575,0.05672
="2026/04/02 16:25:12.120",-0.00974,0.09782,0.00067,-0.008,0.0338,0.0257,0,12.70866,0,-0.04752,0.00833,-0.04799,0.03722,-0.00008,-0.05805,0.08403,-0.00724,0.02845,,,-0.0025,-0.02198,0.00166,0.01398,-0.01633,0.01992,,,,103.83457,29.24542,77.39234,103.83457,29.24542,,,,-0.07187,-0.06988,0.00931,0.08212,-0.05171,-0.05998,0.00513,-0.00148,-0.02195,-0.0073,-0.0118,0.01962,-0.01004,0.05821,-0.0113,0.01102,0.08944,-0.01105
="2026/04/02 16:25:12.140",-0.06327,0.01572,-0.00276,-0.01509,-0.00112,-0.07479,0,12.95977,0,0.00553,0.06125,0.00729,0.04725,0.02456,0.0227,0.0353,0.03958,0.01687,,,0.02853,-0.01226,-0.0118,0.00545,-0.01909,-0.00474,,,,104.00287,29.42699,77.67801,104.00287,29.42699,,,,-0.06974,-0.00702,-0.02838,-0.102,0.10671,0.03041,-0.01663,0.00031,0.00966,-0.01503,0.02408,-0.01475,-0.04345,0.02468,-0.0177,-0.07033,0.01006,-0.03455
="2026/04/02 16:25:12.160",-0.08711,0.07264,-0.00856,0.00812,0.02156,0.00437,0,13.63846,0,-0.01296,-0.01687,-0.06344,-0.07032,0.05236,-0.00014,-0.06529,0.05763,-0.00126,,,-0.01946,0.00589,-0.01977,0.00153,-0.003,0.01011,,,,104.35913,29.56282,77.33574,104.35913,29.56282,,,,-0.05455,0.03285,0.01499,-0.04426,0.0203,0.01507,-0.0049,-0.00419,-0.00104,-0.13593,-0.08404,0.00707,-0.01656,0.02099,-0.00644,-0.02706,0.06341,0.0186
="2026/04/02 16:25:12.180",-0.03653,0.00253,0.01163,0.01335,0.03081,-0.11315,0,13.57714,0,-0.03176,0.011,-0.03623,0.07277,0.00451,-0.05558,0.04869,0.1059,-0.025,,,0.0203,-0.01277,-0.03649,-0.00469,0.00085,0.00522,,,,104.33234,29.61456,76.78944,104.33234,29.61456,,,,-0.01146,-0.04352,0.06398,-0.01625,-0.04102,0.08409,-0.01372,-0.01381,-0.03399,0.20011,0.01895,-0.00848,0.03479,-0.01341,-0.00343,-0.07885,0.102,0.05142
="2026/04/02 16:25:12.200",-0.04275,-0.02121,0.01332,0.07816,-0.01975,0.05985,0,13.53377,0,0.02517,0.03377,0.08096,0.00901,0.00773,0.01009,-0.05574,-0.10189,-0.01725,,,-0.01416,0.02491,-0.04147,0.00609,0.00192,-0.03021,,,,104.06631,29.63981,77.1865,104.06631,29.63981,,,,0.00585,-0.05362,-0.04929,-0.04926,-0.00939,-0.06134,0.03036,-0.03545,-0.05906,-0.40226,-0.06378,-0.05383,-0.00468,-0.00065,-0.02312,-0.0992,0.00448,0.01883
="2026/04/02 16:25:12.220",0.02316,-0.00678,-0.01468,0.02486,0.01133,0.01872,0,13.48407,0,-0.03161,0.01695,-0.01255,-0.02821,-0.01025,0.01343,0.05651,-0.04186,0.078,,,0.04932,0.01417,0.0147,-0.00046,0.00523,-0.01202,,,,104.00055,29.58339,77.62276,104.00055,29.58339,,,,-0.00918,-0.04464,-0.05619,-0.08548,0.00148,0.08442,0.01815,-0.04466,-0.0066,0.06226,0.00035,0.02305,0.02722,-0.04419,0.00754,-0.07623,0.10737,0.10464
="2026/04/02 16:25:12.240",-0.00274,0.03309,0.00542,0.01811,-0.00569,0.03792,0,13.47116,0,-0.02932,0.01492,-0.01818,0.01327,0.01823,-0.01267,0.05106,-0.06448,-0.06507,,,-0.00426,0.0189,0.02646,-0.03271,0.00661,-0.04753,,,,103.90199,29.50951,76.85853,103.90199,29.50951,,,,-0.02252,-0.02636,-0.09537,0.04394,0.00523,-0.05734,-0.00651,0.03122,-0.01396,-0.07495,-0.01901,-0.08877,-0.04038,-0.03989,-0.03052,0.03299,0.11716,0.1461
="2026/04/02 16:25:12.260",-0.10191,-0.06747,-0.02044,-0.02821,-0.01034,-0.03168,0,12.75426,0,-0.01447,-0.02469,-0.0367,-0.02154,-0.0065,-0.02305,0.06167,-0.06063,-0.03547,,,-0.01021,0.0201,0.05902,0.01465,-0.00245,0.01875,,,,103.89235,29.51772,76.37049,103.89235,29.51772,,,,-0.03784,0.01201,-0.01934,-0.0067,0.03341,0.03638,0.00788,-0.0184,0.03631,-0.04295,0.02159,-0.03704,0.012,-0.03855,0.03832,-0.01473,-0.09044,-0.0487
="2026/04/02 16:25:12.280",0.04094,-0.06319,0.02442,0.04921,0.02593,-0.01787,0,11.9717,0,-0.01724,0.0232,-0.04263,-0.01275,-0.05977,-0.00578,-0.0215,-0.03479,0.02114,,,-0.02972,-0.00479,0.02197,0.00969,-0.05196,0.04035,,,,103.85761,29.31088,76.6021,103.85761,29.31088,,,,-0.03305,-0.0542,-0.00522,0.01322,-0.01908,-0.01311,-0.00922,0.02666,-0.01841,-0.04705,-0.05003,0.01253,-0.05571,-0.04386,0.00035,0.04274,-0.15841,-0.15793
="2026/04/02 16:25:12.300",0.02256,0.05629,0.03347,-0.00809,0.01776,0.00905,0,12.61765,0,-0.00008,-0.00826,-0.01825,0.05297,-0.0299,-0.03415,-0.05974,0.0196,0.07602,,,0.0313,0.01551,-0.03849,-0.01681,0.05297,-0.04339,,,,103.84264,29.03301,77.20924,103.84264,29.03301,,,,-0.02861,-0.00547,-0.01022,-0.00421,0.00696,-0.05766,-0.00842,-0.00198,-0.00672,-0.04181,-0.03334,0.03753,0.03572,-0.04585,-0.0484,-0.07311,-0.03618,-0.09692
="2026/04/02 16:25:12.320",0.0098,0.05126,-0.04903,0.01416,0.00756,-0.00831,0,13.31145,0,0.00987,-0.00389,-0.02805,0.01959,0.02634,-0.00648,0.00461,-0.0905,-0.04437,,,-0.01705,-0.00822,-0.07033,0.00244,-0.01443,0.01844,,,,104.01231,29.06339,77.89218,104.01231,29.06339,,,,-0.04326,-0.01178,-0.04089,0.0141,-0.05953,-0.00179,0.00588,-0.01877,-0.00828,0.02381,-0.02806,0.06689,-0.01301,0.10775,-0.14205,-0.01029,-0.02945,-0.06929
="2026/04/02 16:25:12.340",-0.0196,-0.07784,-0.07156,0.00839,0.03262,-0.04061,0,13.17458,0,0.00055,0.00618,0.0167,0.00333,0.0061,0.04396,-0.00898,0.01638,-0.02759,,,-0.00241,0.01736,0.01041,-0.0041,0.07028,-0.03782,,,,104.18443,29.4591,78.134,104.18443,29.4591,,,,0.03666,0.06139,-0.09405,-0.03547,-0.02219,0.02323,0.00063,0.00847,0.00377,-0.00894,-0.01122,0.0382,-0.0536,-0.05575,0.03011,-0.06945,-0.0941,-0.12035
="2026/04/02 16:25:12.360",-0.04623,0.06816,-0.00838,-0.00899,-0.01073,0.03286,0,12.85206,0,0.02266,0.01479,0.04471,-0.01099,-0.03551,0.01137,0.01889,0.04206,-0.05761,,,-0.03754,0.00418,0.06659,0.01179,-0.03263,0.03341,,,,104.16984,29.8115,77.49735,104.16984,29.8115,,,,0.02578,-0.04983,-0.02358,0.00439,0.05495,-0.02757,-0.00979,0.00874,-0.04352,-0.07,-0.09635,0.10327,0.02002,-0.06108,0.0262,-0.03514,-0.09821,-0.07079
="2026/04/02 16:25:12.380",-0.09954,-0.12023,0.05495,-0.00804,-0.02087,-0.0215,0,12.8209,0,-0.0055,0.00774,0.0118,0.00264,0.01067,0.0184,-0.04488,-0.04731,0.02237,,,0.0095,-0.02664,0.04184,0.01253,-0.00791,0.05564,,,,104.05631,29.77106,77.04282,104.05631,29.77106,,,,-0.03835,-0.09003,-0.00706,0.03901,-0.02253,0.00913,-0.00793,0.01917,-0.01264,-0.03948,0.02011,-0.0621,0.00159,-0.00019,-0.02767,-0.01862,-0.03548,-0.01359
