time,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00004.chdata,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ
="2026/04/02 17:07:20.380",1.00286,-0.80974,1.66371,-0.41545,0.05142,0.04575,22.22786,-0.17293,0.19225,1.48656,-0.44828,0.1295,-0.4222,861.36774,0.21413,-0.0433,-0.73168,0.21013,-0.35233,-1.19795
="2026/04/02 17:07:20.400",-0.93162,-0.53906,0.99516,-0.47574,0.05399,0.03653,25.52884,0.24651,-0.08757,0.02736,-0.96091,-0.16823,0.41019,863.4422,0.10112,-0.12146,0.61732,-0.18919,-0.01623,-0.85686
="2026/04/02 17:07:20.420",1.17563,-0.85252,1.766,-0.55636,0.05973,0.07119,25.64602,-0.06687,0.04633,0.06109,-0.07413,0.1077,-0.37041,865.61987,0.81945,-0.04571,-1.43261,0.17074,-0.50285,-0.53228
="2026/04/02 17:07:20.440",0.37479,-0.14868,-0.12831,-0.6434,0.02929,0.06908,25.25234,0.1609,-0.03823,1.13302,-0.58638,-0.06889,0.09686,866.42859,-0.39786,-0.04451,0.36095,-0.17635,0.16848,-1.02504
="2026/04/02 17:07:20.460",0.20928,-0.03977,0.86896,-0.4102,0.10977,0.08446,24.2737,0.02238,-0.0776,-0.56414,-0.27255,-0.06234,0.23635,868.73035,0.69884,-0.08256,-0.09121,-0.07768,-0.36465,-0.64188
="2026/04/02 17:07:20.480",1.94827,-0.58471,1.52093,-0.66629,-0.00812,0.01279,21.71278,-0.04004,-0.00689,0.57858,0.11711,0.13741,-0.11637,868.51532,0.18998,-0.00975,-1.00067,0.01655,-0.24857,-0.33461
="2026/04/02 17:07:20.500",-0.97309,0.1099,-0.36635,-0.65045,-0.02875,0.05281,21.43319,0.48864,0.11796,-0.08221,-0.37496,-0.12991,0.53738,868.46057,-0.18151,0.13646,0.76905,-0.25519,0.27235,-0.5345
="2026/04/02 17:07:20.520",1.17038,-1.06465,1.94678,-0.39108,0.01616,0.08384,19.19699,0.2284,-0.09757,-0.45697,0.40372,0.00368,-0.35803,867.06281,0.6328,-0.02481,-0.97036,0.14899,-0.36183,0.12363
="2026/04/02 17:07:20.540",0.3363,-0.20812,-0.08026,-0.38222,-0.01962,0.01991,18.04084,0.40522,0.18835,0.65606,0.27671,0.02988,-0.17195,863.37335,-0.27498,0.01153,0.303,-0.10284,0.16284,-0.37649
="2026/04/02 17:07:20.560",-0.73473,0.16838,-0.01591,-0.37201,0.07276,0.06461,17.57236,0.38335,-0.10336,-0.93539,0.1966,-0.08107,0.30296,861.60254,0.19188,-0.03588,0.24292,0.03157,0.04965,0.2909
="2026/04/02 17:07:20.580",1.36513,-0.09874,1.18955,-0.32089,0.00717,0.01125,15.1994,0.14194,0.06148,0.06086,0.68595,0.17941,-0.40843,858.3172,0.08057,-0.12494,-0.92225,0.21506,-0.00686,0.82655
="2026/04/02 17:07:20.600",-1.1609,0.16632,-1.31036,0.02658,-0.0025,-0.01652,17.33237,0.48726,0.04231,-0.16241,0.12021,-0.13233,0.51409,855.61676,-0.463,0.04248,1.20358,-0.00673,0.54078,-0.09845
="2026/04/02 17:07:20.620",0.41337,0.00685,0.36784,0.05686,0.04907,0.06496,18.12655,0.11639,-0.24248,-0.8714,1.104,0.07674,-0.15336,854.21246,0.23907,0.0605,-0.479,0.13396,0.02148,0.84485
="2026/04/02 17:07:20.640",0.38112,0.44064,-0.74662,0.13128,-0.00784,0.00132,18.48693,0.38532,0.21834,0.11511,0.85328,0.11367,-0.17271,851.70911,-0.49634,0.18957,0.30297,0.08382,0.39336,0.65755
="2026/04/02 17:07:20.660",-1.26861,0.58078,-1.48794,0.43847,-0.059,-0.07635,21.14122,0.26868,-0.09411,-1.05683,0.44466,-0.28304,0.30043,852.07452,-0.14069,0.06733,0.74469,-0.09862,0.60797,1.1307
="2026/04/02 17:07:20.680",1.11747,0.39214,-0.43243,0.33135,0.028,-0.07567,21.02467,0.09978,0.06012,-0.52623,1.26958,0.07938,-0.60773,852.96661,-0.21173,-0.01039,-0.72741,0.32038,0.43247,1.49326
="2026/04/02 17:07:20.700",-0.68981,0.94526,-2.06089,0.41749,-0.08754,-0.05391,22.2469,0.36096,0.11962,0.05498,0.39719,-0.09888,0.36643,854.4494,-0.51733,-0.05218,0.93369,-0.2198,0.6917,1.05224
="2026/04/02 17:07:20.720",-0.20451,0.4977,-1.12526,0.45846,0.04563,0.01357,21.69339,-0.09364,-0.1881,-1.33965,0.84186,-0.0132,0.05045,856.97223,-0.0674,0.06384,0.05703,-0.0813,0.19348,1.21075
="2026/04/02 17:07:20.740",0.56242,0.56712,-1.42199,0.46734,-0.06763,-0.06659,19.59187,-0.03692,0.12558,0.24648,0.57754,0.13829,-0.5741,857.79675,-0.55305,0.27245,0.04461,0.01542,0.0328,0.49928
="2026/04/02 17:07:20.760",-1.42019,0.82999,-2.03356,0.60655,-0.01784,-0.10689,19.07551,0.06801,-0.09608,-0.77628,0.11315,-0.10115,0.13491,860.09589,-0.77725,0.16133,1.63948,-0.23325,0.27986,0.65924
="2026/04/02 17:07:20.780",1.23021,-0.19871,0.3418,0.41082,-0.09041,-0.08474,15.95188,-0.28758,-0.03006,-0.42086,0.78576,0.1483,-0.54566,861.39166,0.38777,0.03309,-0.91438,0.20735,-0.3928,1.02501
="2026/04/02 17:07:20.800",-0.89421,0.56313,-2.15788,0.8829,-0.05628,-0.09347,15.06981,0.04685,0.09065,0.32745,-0.01222,-0.00705,0.20809,861.0498,-0.94367,-0.03066,1.02825,-0.43732,0.40586,0.44268
="2026/04/02 17:07:20.820",-0.74975,0.41665,-0.91208,0.51271,-0.04998,0.00696,13.68408,-0.30741,-0.15223,-0.82997,-0.02556,-0.03901,0.40133,861.34961,-0.05224,-0.06044,0.24908,0.02416,-0.11895,0.56467
="2026/04/02 17:07:20.840",0.8366,-0.08806,-0.19635,0.3618,-0.03679,-0.11139,12.05989,-0.31662,0.11981,0.52189,0.02902,0.1249,-0.22449,859.76666,-0.15145,0.02594,-0.71511,0.14915,-0.29347,0.56367
="2026/04/02 17:07:20.860",-1.63955,0.56647,-1.71527,0.54157,0.02212,-0.03103,13.9049,-0.24718,-0.07861,0.07871,-0.60707,-0.18045,0.21035,859.03705,-0.38333,0.11265,1.19971,-0.41084,0.27233,-0.08372
="2026/04/02 17:07:20.880",0.56314,-0.04418,0.91879,0.65305,-0.06344,-0.00762,13.79317,-0.57626,-0.0401,-0.14407,-0.29247,0.03736,-0.35487,858.75525,0.45208,-0.01704,-1.30855,0.2013,-0.0926,0.58431
="2026/04/02 17:07:20.900",-0.31825,0.12722,-0.54278,0.16492,-0.01524,-0.11351,15.12463,-0.1691,0.04324,1.08278,-0.72469,-0.02221,-0.01243,857.66083,-0.11018,-0.0007,0.21493,0.38406,0.28153,-0.45221
="2026/04/02 17:07:20.920",-1.07703,0.02135,0.13668,0.41745,0.02648,0.02233,17.70135,-0.27381,0.06925,-0.1779,-0.27213,-0.24302,0.07027,858.63434,0.25016,-0.06762,0.15031,0.15233,-0.30964,-0.43532
="2026/04/02 17:07:20.940",1.24632,-0.65625,1.1901,-0.37219,0.13066,0.06927,18.93334,-0.34069,-0.20463,0.87514,-0.22793,0.10287,-0.44419,858.17236,0.13542,0.01689,-1.09534,0.3942,-0.37723,-0.24583
="2026/04/02 17:07:20.960",-1.14428,0.23,-0.00784,-0.17894,-0.01353,-0.06249,22.55426,-0.17262,0.17749,0.70749,-1.21251,-0.18443,0.52409,859.21021,-0.01188,0.00908,0.8741,-0.18988,-0.08052,-1.24188
="2026/04/02 17:07:20.980",0.31002,-0.70346,1.81421,-0.12276,0.03704,-0.02811,23.87788,-0.49395,-0.12084,-0.01202,-0.30952,0.05804,-0.23632,862.33154,0.59934,-0.02012,-0.86425,0.26184,-0.69031,-0.99315
="2026/04/02 17:07:21.000",0.32191,-0.55366,1.07007,-0.43613,0.00757,0.03318,23.98954,-0.072,0.19398,1.1907,-0.83073,0.05988,-0.44229,864.20245,0.00322,-0.04425,-0.17463,0.41321,-0.34291,-1.17628
="2026/04/02 17:07:21.020",-0.70926,-0.54624,0.45067,-0.25028,-0.01715,0.07893,24.95322,-0.19122,-0.11221,0.22883,-0.81652,-0.06365,0.38861,867.22345,0.49442,-0.04136,0.39098,-0.1919,-0.31594,-1.04657
="2026/04/02 17:07:21.040",1.61265,-0.59203,1.86785,-0.42504,0.06324,0.02743,24.27124,-0.25482,-0.06118,0.68574,-0.28913,0.13802,-0.34452,868.526,0.29463,-0.09903,-1.17084,0.05579,-0.59479,-0.74934
="2026/04/02 17:07:21.060",-0.31081,-0.06475,0.19986,-0.62164,-0.02488,0.04447,23.95206,0.09255,0.02352,0.9396,-1.05848,-0.05899,0.39411,869.85071,0.02757,-0.06127,0.68197,0.0518,-0.23985,-1.4838
="2026/04/02 17:07:21.080",0.54357,-0.50838,1.51985,-0.57873,0.06788,0.07081,21.96468,-0.09421,-0.09711,-0.52288,-0.29885,-0.01715,0.12832,870.83148,0.7371,-0.17021,-1.14421,0.07181,-0.67561,-0.44276
="2026/04/02 17:07:21.100",1.42864,-0.8784,1.33812,-0.63957,0.0621,0.05152,19.60933,-0.11113,0.19112,1.12989,-0.39383,0.12442,-0.17772,868.5719,-0.06748,-0.021,-0.41475,0.18514,-0.10854,-1.18852
="2026/04/02 17:07:21.120",-0.82387,0.2755,-0.28273,0.05143,0.00682,0.04479,19.69222,0.26855,-0.12791,-0.25826,-0.6804,-0.17552,0.6147,867.55444,0.38738,-0.05935,0.49919,0.08657,-0.00628,-0.57962
="2026/04/02 17:07:21.140",1.8316,-0.64477,2.53987,-0.95565,-0.0008,0.11121,18.23561,0.00577,0.09368,0.16125,0.33227,0.18753,-0.34388,865.44666,0.52948,-0.0572,-1.33808,0.46389,-0.45036,-0.31313
="2026/04/02 17:07:21.160",-0.28375,-0.04555,-0.62721,-0.57253,0.03003,0.08983,18.59375,0.47783,-0.0815,0.64968,-0.12625,-0.0809,0.06539,861.99188,-0.30434,0.00222,0.74414,-0.09591,0.08855,-0.88117
="2026/04/02 17:07:21.180",-0.05974,-0.02162,1.43929,-0.16746,0.15453,0.11926,19.25866,0.2538,-0.01728,-1.07455,0.50117,-0.01661,-0.08639,860.62329,0.79088,0.00915,-0.39462,0.15062,-0.16263,-0.11816
="2026/04/02 17:07:21.200",1.03454,-0.66237,1.30821,-0.36042,0.02401,0.01251,19.13669,0.28453,0.1954,0.35484,0.62125,0.15038,-0.13527,857.63873,-0.1788,-0.02275,-0.73726,0.07555,-0.06688,-0.05517
="2026/04/02 17:07:21.220",-1.3671,-0.07478,-0.79098,-0.47322,0.03357,0.01802,21.77493,0.55109,0.06552,-0.39373,0.38977,-0.08807,0.52511,856.03571,-0.04175,0.1054,1.08038,-0.24769,0.31092,-0.28775
="2026/04/02 17:07:21.240",1.01031,-0.32984,1.17542,-0.095,0.09709,0.14083,22.31865,0.13786,-0.06272,-0.62537,1.29999,0.11637,-0.39952,855.26068,0.47254,-0.00004,-0.80593,0.34764,-0.21264,0.18297
="2026/04/02 17:07:21.260",0.07787,0.58218,-0.98023,-0.17599,-0.03513,-0.01675,23.10656,0.55969,0.08672,0.2377,0.15782,0.02516,0.25972,854.69348,-0.41306,-0.06148,0.61186,-0.16804,0.3935,0.35816
="2026/04/02 17:07:21.280",-0.66673,0.31706,-0.71651,-0.11094,-0.04127,0.03532,23.74573,0.25191,-0.05377,-1.13489,0.3647,-0.07162,0.34548,856.63934,0.23711,0.04977,0.3598,0.09525,0.24694,0.23236
="2026/04/02 17:07:21.300",1.08972,0.0849,-0.20564,0.06488,-0.01676,-0.0079,21.87562,0.19209,-0.06212,-0.16745,1.05668,0.13768,-0.4649,856.54694,-0.27024,-0.0231,-0.71197,0.16981,0.23617,0.89987
="2026/04/02 17:07:21.320",-1.38865,0.79581,-1.88329,0.11987,-0.0449,0.00277,22.10896,0.50503,0.0978,-0.67166,0.18738,-0.13697,0.47277,857.75592,-0.67205,0.1252,1.37294,-0.28719,0.46517,0.78131
="2026/04/02 17:07:21.340",0.35048,0.08447,-0.32072,0.30399,0.02369,0.01148,20.2763,0.01128,-0.04994,-1.08698,0.83667,0.05962,-0.17024,859.98511,-0.10902,0.12525,-0.47561,0.01514,-0.10594,1.372
="2026/04/02 17:07:21.360",-0.08296,0.47689,-1.63641,0.41446,-0.01681,-0.13586,17.96217,0.14816,0.07394,0.27189,0.47829,0.04467,-0.04431,859.79059,-0.61887,0.13428,0.43105,-0.15869,0.49155,1.10131
="2026/04/02 17:07:21.380",-1.21529,0.79835,-1.7164,1.00475,-0.11548,-0.06216,16.29512,0.1641,-0.09239,-1.27649,0.24036,-0.12524,0.43081,860.00183,-0.16625,0.02034,0.84244,-0.21158,0.43023,0.99955
="2026/04/02 17:07:21.400",0.73289,0.34331,-0.8357,0.54601,-0.07081,-0.11412,13.35445,-0.24162,0.01524,-0.14473,0.99579,0.16355,-0.74354,859.30627,-0.15933,0.03953,-0.59251,0.16821,0.00646,0.86938
="2026/04/02 17:07:21.420",-1.18928,0.7071,-1.97758,0.49047,-0.06436,-0.04887,13.58249,0.08876,0.08601,-0.07209,-0.08321,-0.09192,0.40198,857.94727,-0.89837,0.08482,1.84315,-0.3702,0.60739,0.34685
="2026/04/02 17:07:21.440",-0.36794,0.06276,0.01247,0.66334,0.03933,-0.05949,13.16989,-0.3227,-0.11273,-1.04994,0.5303,0.07927,0.01566,856.80566,0.39512,0.11577,-0.45105,0.00866,-0.15508,1.05054
="2026/04/02 17:07:21.460",-0.01871,0.17842,-1.05127,0.14869,-0.03489,-0.05414,13.09816,-0.17173,0.17142,0.4818,0.21627,0.10699,-0.09254,854.44067,-0.62965,0.07416,0.13805,0.15921,0.30229,0.62937
="2026/04/02 17:07:21.480",-1.63033,0.59169,-1.78376,0.87482,-0.02107,-0.04598,14.73157,-0.07148,-0.07575,-0.5773,-0.42045,-0.11467,0.47635,854.5213,-0.23777,-0.07655,1.08228,-0.21547,0.52104,0.60639
="2026/04/02 17:07:21.500",1.06269,-0.14905,0.77772,0.54706,0.05523,0.01813,14.45658,-0.45767,0.0551,-0.08524,0.46373,0.17434,-0.34278,854.00409,0.1851,-0.04678,-1.09911,0.3143,0.03173,0.64652
="2026/04/02 17:07:21.520",-1.11406,0.42877,-1.44578,0.2536,-0.04318,-0.00559,16.81699,0.06664,0.08163,0.48399,-0.45683,-0.10693,-0.11088,853.52765,-0.65497,-0.01027,1.14679,-0.2707,0.30415,-0.08262
="2026/04/02 17:07:21.540",-0.55863,0.07654,-0.06352,0.50389,0.02759,0.05634,19.13916,-0.34384,-0.28117,-0.47883,-0.27346,-0.05519,0.04408,855.64124,0.41871,0.15571,-0.23981,0.01096,-0.28486,0.13847
="2026/04/02 17:07:21.560",0.64142,0.00258,0.21339,0.26526,-0.06398,-0.07427,20.30231,-0.2986,0.1974,0.80883,-0.2707,0.12265,-0.25269,857.06848,-0.12153,0.06682,-0.82786,0.18773,-0.08837,0.4338
="2026/04/02 17:07:21.580",-1.46832,0.27035,-0.84913,0.27957,-0.02879,-0.09295,22.4872,-0.12734,-0.15589,0.01652,-0.81691,-0.20556,0.47808,860.17371,-0.19722,0.02913,1.02037,-0.26266,0.20151,-0.43897
="2026/04/02 17:07:21.600",0.89943,-0.4059,1.60698,0.30178,0.03321,0.01344,21.56686,-0.53194,0.21428,0.2648,-0.23793,0.13759,-0.39545,863.19464,0.3821,-0.08998,-1.0275,0.141,-0.47805,-0.33969
="2026/04/02 17:07:21.620",-0.22799,-0.32932,-0.36362,-0.30088,0.03621,0.03505,21.94538,-0.22125,-0.08728,1.19203,-1.10551,-0.02251,0.12034,865.5885,-0.17694,-0.01869,0.45604,-0.23425,-0.11318,-0.7222
="2026/04/02 17:07:21.640",-0.3462,-0.22308,0.90399,-0.04756,-0.00083,0.06252,22.05811,-0.40922,-0.07678,-0.11709,-0.59157,-0.1239,0.1304,868.86816,0.5062,-0.03515,-0.1173,-0.08145,-0.40459,-0.66039
="2026/04/02 17:07:21.660",1.44426,-0.75262,1.22674,-0.45625,0.03848,0.00223,19.68594,-0.35306,-0.09681,0.947,-0.55785,0.08679,-0.37531,869.24573,-0.00931,-0.13035,-0.84357,0.12337,-0.54485,-0.63138
="2026/04/02 17:07:21.680",-0.73373,-0.21735,0.62977,-0.35,0.01198,0.00205,19.57772,0.02698,0.04452,0.75711,-1.33586,-0.14588,0.53743,869.14722,0.13907,-0.08273,0.51854,-0.14535,-0.22505,-0.87966
="2026/04/02 17:07:21.700",0.79586,-1.26185,2.23324,-0.40672,0.03396,0.05265,17.82452,-0.16611,-0.12358,-0.23328,-0.26744,0.10627,-0.32497,868.81342,0.48643,-0.04763,-1.14451,0.132,-0.57511,-0.81596
="2026/04/02 17:07:21.720",0.3967,-0.68639,1.09263,-0.5638,0.00974,0.01837,17.54046,0.00647,0.09113,1.56493,-0.93397,0.03862,-0.08231,867.00848,0.05179,-0.04821,0.01298,0.00379,-0.25415,-1.10654
="2026/04/02 17:07:21.740",-0.51422,-0.34669,1.21857,-0.54939,0.06088,0.10255,19.03428,0.20939,-0.05866,-0.379,-0.76672,-0.10338,0.53729,866.24866,0.67273,-0.18185,-0.01484,0.02654,-0.17176,-0.61817
="2026/04/02 17:07:21.760",1.59402,-0.62749,1.95975,-0.55304,0.05281,0.1112,18.41919,-0.29959,-0.04797,0.81255,-0.16903,0.2102,-0.36143,863.16815,0.5366,-0.10225,-1.38784,0.33731,-0.31759,-0.62589
="2026/04/02 17:07:21.780",-1.01011,0.44084,-0.61948,-0.70339,-0.0087,0.05722,20.17657,0.01536,0.00246,0.81393,-0.79175,-0.07825,0.23895,860.6958,-0.18451,-0.02353,1.01353,-0.09238,0.07904,-1.26734
="2026/04/02 17:07:21.800",0.87078,-0.40454,2.13022,-0.82596,-0.01874,0.05305,20.95249,-0.20625,-0.18204,-0.42173,0.02951,-0.01015,-0.11235,860.32159,0.78829,0.01522,-1.14492,0.15677,-0.46815,-0.42438
="2026/04/02 17:07:21.820",1.06742,-0.36783,0.85754,-0.51372,0.01287,0.02539,22.4581,0.05285,0.21212,0.94516,0.08325,0.04556,-0.05135,859.10052,-0.04446,0.03157,-0.09628,0.0445,0.01755,-0.66969
="2026/04/02 17:07:21.840",-0.65749,0.11665,-1.30163,-0.31927,0.02887,0.07653,25.11012,0.3538,-0.19275,-0.36936,-0.09085,-0.167,0.66221,860.10388,0.29795,-0.01844,0.41416,-0.09866,-0.0991,-0.45284
="2026/04/02 17:07:21.860",2.06944,-0.11779,1.47038,-0.57486,0.09244,0.03715,24.36329,-0.04539,0.0742,-0.32069,0.48554,0.17619,-0.25603,860.46771,0.30068,-0.08728,-1.10078,0.14134,-0.29751,-0.07432
="2026/04/02 17:07:21.880",-0.34548,0.23313,-0.81286,-0.46761,-0.00908,0.04719,25.03699,0.50427,0.09398,0.27697,0.10463,-0.05503,0.35631,860.41705,-0.2326,-0.07131,0.88656,-0.04357,0.29268,-0.14481
="2026/04/02 17:07:21.900",0.2366,-0.23993,0.29367,-0.25573,0.08444,0.06297,24.1527,0.45021,-0.19694,-0.85333,0.65897,-0.0093,0.09021,861.95361,0.43385,0.00359,-0.45916,-0.00549,-0.01294,0.38256
="2026/04/02 17:07:21.920",1.154,-0.2517,-0.30359,-0.15179,0.01561,0.07926,22.2617,0.44002,0.06378,0.01698,0.19866,0.2255,-0.10519,862.06134,-0.39241,0.08838,-0.15704,-0.00303,0.2281,0.25213
="2026/04/02 17:07:21.940",-1.05544,0.67899,-1.38118,0.02763,0.04197,0.03952,21.75132,0.39926,-0.04968,-1.14631,0.00006,-0.15197,0.32689,862.76282,-0.08627,0.09158,0.80494,-0.28374,0.34158,0.85305
="2026/04/02 17:07:21.960",1.0496,0.09665,0.45769,-0.1009,0.02246,0.01156,18.60074,0.03785,0.07081,-0.66874,1.28706,0.20984,-0.63843,861.90662,-0.02878,0.09492,-0.86393,0.11526,0.07911,1.05612
="2026/04/02 17:07:21.980",-0.42545,0.60164,-2.18581,0.36363,-0.00675,-0.04528,17.05746,0.48527,-0.03713,0.17612,0.2603,-0.02747,0.23813,860.19672,-0.52067,-0.10843,0.97056,-0.3255,0.60614,0.75436
="2026/04/02 17:07:22.000",-0.67171,0.57977,-0.90797,0.31669,0.07056,-0.00546,15.55012,0.05551,-0.05108,-1.07107,0.66881,-0.01119,0.08678,859.45764,0.00866,0.04649,0.29198,0.00217,0.32435,0.49584
="2026/04/02 17:07:22.020",0.97188,0.24792,-0.93783,0.33342,-0.07343,-0.05937,13.1354,0.14362,0.07867,-0.34227,1.12499,0.03127,-0.6032,856.78796,-0.35279,0.08482,-0.14577,-0.01853,0.22522,0.74741
="2026/04/02 17:07:22.040",-1.5378,0.73154,-2.07183,0.44684,-0.04572,-0.02419,14.18338,0.30165,-0.08964,-1.00216,0.44855,-0.20065,0.45058,855.24548,-0.3461,0.2282,1.23297,-0.28879,0.30849,0.76303
="2026/04/02 17:07:22.060",0.36235,0.2832,-0.36075,0.5129,-0.03945,-0.07302,13.51992,-0.1367,-0.01978,-0.70497,1.28388,0.19607,-0.45221,853.50653,0.05113,0.09643,-0.77227,0.07426,0.10415,1.49321
="2026/04/02 17:07:22.080",-0.49837,0.62225,-1.70985,0.54618,-0.05372,-0.1374,14.05192,0.1416,-0.00153,0.42993,0.61282,0.14944,0.34204,851.50287,-0.78982,0.02755,1.00988,-0.04471,0.62067,0.59649
="2026/04/02 17:07:22.100",-1.52765,0.85683,-1.23993,0.58787,-0.0381,-0.03803,16.41445,-0.00224,-0.11635,-1.24363,0.58997,0.02072,0.39642,852.68292,-0.05072,-0.11711,0.36466,-0.09396,0.01614,0.95618
="2026/04/02 17:07:22.120",0.88147,-0.12596,-0.12731,-0.08904,-0.03189,-0.10525,16.93197,-0.26813,0.08846,0.24251,0.66866,0.19025,-0.60625,852.47504,-0.04054,0.02695,-0.77761,0.17803,-0.06955,0.77755
="2026/04/02 17:07:22.140",-1.72082,0.56421,-2.17983,1.1275,0.03682,-0.03265,19.15563,0.18766,0.02089,-0.12881,-0.0369,-0.10718,0.23934,853.08185,-0.65747,0.05238,1.60292,-0.22036,0.40173,0.21415
="2026/04/02 17:07:22.160",-0.12006,-0.04321,0.35942,0.51761,-0.01409,0.04316,19.10389,-0.51359,-0.06805,-0.65278,0.2986,0.03611,-0.39395,855.92694,0.34784,0.00485,-0.69775,0.0693,-0.2386,0.78858
="2026/04/02 17:07:22.180",-0.02578,0.36371,-1.02811,0.41048,-0.04611,-0.16993,19.76134,-0.03838,0.13329,0.77036,-0.33888,0.04562,-0.20376,857.88306,-0.6038,0.01202,0.22102,-0.00271,0.47506,0.29517
="2026/04/02 17:07:22.200",-1.46289,0.31127,-0.92195,0.63539,-0.17712,-0.09757,20.98643,-0.11625,-0.01998,-0.45625,-0.50058,-0.12838,0.3594,861.0705,0.04923,-0.05022,0.541,-0.14098,0.20037,0.16814
="2026/04/02 17:07:22.220",1.15741,-0.30188,0.51082,0.22592,0.01274,-0.06182,19.03713,-0.45073,-0.06333,0.49278,-0.24507,0.132,-0.48744,863.67859,0.2004,0.05738,-0.96097,0.14393,-0.38674,-0.40559
="2026/04/02 17:07:22.240",-1.11702,0.30702,-0.96043,0.09568,-0.09647,-0.0796,18.49217,-0.02866,0.1957,0.47537,-1.16163,-0.05967,0.27643,865.40186,-0.35857,0.07021,0.91147,-0.31411,0.04491,-0.46017
="2026/04/02 17:07:22.260",-0.14117,-0.29465,0.81434,0.16252,-0.06566,-0.04431,17.30773,-0.59709,-0.34038,-0.21404,-0.25769,0.02785,-0.29247,867.37671,0.47598,0.1246,-0.6252,0.13088,-0.31531,-0.35909
="2026/04/02 17:07:22.280",0.61003,-0.14212,0.55665,-0.34876,0.01804,-0.10767,16.41244,-0.32318,0.18106,1.19114,-0.42322,0.11784,-0.47656,866.25897,-0.1686,-0.08893,-0.24327,0.14644,-0.1798,-0.63882
="2026/04/02 17:07:22.300",-1.22578,-0.36871,-0.01117,-0.0856,-0.00302,-0.00515,16.99516,-0.2377,-0.09516,-0.062,-1.15181,-0.18528,0.52231,865.98981,0.17301,-0.02069,0.41273,-0.17454,-0.18406,-0.6471
="2026/04/02 17:07:22.320",1.19544,-0.74599,1.95972,-0.31066,0.01185,0.05055,15.37944,-0.42284,0.07984,0.5254,-0.20382,0.19092,-0.40099,865.02637,0.40192,-0.04395,-1.16724,0.34411,-0.46148,-0.669
="2026/04/02 17:07:22.340",-0.40582,-0.29481,0.20784,-0.33222,0.00306,-0.06396,17.02122,-0.02569,0.02737,0.96034,-0.96132,-0.07044,0.24528,863.68921,-0.03704,-0.08243,0.66289,-0.11399,-0.15639,-1.40975
="2026/04/02 17:07:22.360",-0.22965,-0.16567,1.63836,-0.32478,0.12008,0.09235,19.01192,-0.45919,-0.11703,-0.14433,-0.60938,0.00424,0.3306,863.42676,0.66295,-0.0521,-0.54869,0.13612,-0.54824,-1.03309
="2026/04/02 17:07:22.380",1.04376,-0.66536,1.78398,-0.48183,0.0368,0.04746,19.30626,-0.26074,0.25293,1.55609,-0.43556,0.15118,-0.28593,861.33392,0.20554,-0.03061,-0.63101,0.21086,-0.39755,-1.10342
="2026/04/02 17:07:22.400",-1.1853,-0.54305,1.01789,-0.459,0.05518,0.04932,22.11594,0.19267,-0.15811,0.07112,-0.96428,-0.19854,0.45426,861.24097,0.17414,-0.11563,0.68778,-0.06067,-0.04818,-0.95959
="2026/04/02 17:07:22.420",1.04662,-0.79446,1.97247,-0.60461,0.05726,0.08269,23.35472,-0.16775,0.06441,0.11346,-0.15582,0.13729,-0.40645,861.81628,0.94309,-0.07808,-1.55328,0.35145,-0.56563,-0.5474
="2026/04/02 17:07:22.440",0.27416,-0.11527,-0.00819,-0.69606,0.02294,0.05553,25.28507,0.08675,-0.05295,1.1813,-0.56996,-0.039,0.0584,861.65125,-0.36378,-0.08136,0.39118,-0.00987,0.16302,-0.96757
="2026/04/02 17:07:22.460",0.1099,-0.06612,1.18887,-0.42182,0.1089,0.05624,26.43656,0.04762,-0.04869,-0.62219,-0.21943,-0.04217,0.36439,863.55347,0.73066,-0.08332,-0.10241,0.0199,-0.23015,-0.66706
="2026/04/02 17:07:22.480",1.92194,-0.6993,1.62937,-0.66463,-0.0027,0.01092,25.25319,-0.05072,-0.01276,0.56025,0.119,0.17605,-0.12937,863.7146,0.20301,0.01779,-1.0628,0.11513,-0.26823,-0.49595
="2026/04/02 17:07:22.500",-1.00858,-0.02987,-0.46384,-0.66861,0.02019,0.0135,26.1398,0.56546,0.15486,0.00847,-0.36823,-0.11282,0.58264,865.2063,-0.18807,0.12853,0.76378,-0.25511,0.23215,-0.63465
="2026/04/02 17:07:22.520",1.21207,-1.0405,1.71962,-0.39112,0.03807,0.09516,24.23211,0.25451,-0.12179,-0.53472,0.35208,0.0422,-0.27934,866.66937,0.6556,-0.02586,-1.12816,0.10327,-0.34928,0.06731
="2026/04/02 17:07:22.540",0.48888,0.03296,-0.32189,-0.38238,-0.01692,0.00519,21.69539,0.47193,0.16494,0.63808,0.26441,0.07278,-0.21733,865.21948,-0.34007,-0.06253,0.47051,-0.19278,0.15322,-0.4105
="2026/04/02 17:07:22.560",-0.59647,0.29194,-0.16698,-0.34755,0.02195,0.08622,20.33195,0.4325,-0.07368,-0.94942,0.23383,-0.04726,0.32503,864.55817,0.1116,-0.07196,0.3329,-0.09264,0.05036,0.34111
