time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ,WSGD00003.chdata,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSGD00004.chdata
="2026/04/02 16:34:19.120",0.5137,0.41842,-0.13039,0.52122,-0.57026,0.13176,0.77629,0.0645,0.0518,0.6381,0.05091,-1.55329,1.35361,-0.13276,0.37362,27.63474,0.19977,-0.59399,-2.03087,875.15863
="2026/04/02 16:34:19.140",0.89318,0.1159,-1.19942,-1.22792,-0.37314,-1.37581,0.71733,0.07107,0.0452,1.08487,0.21007,-1.23397,1.77533,-0.0113,-0.33358,25.51383,0.20901,-0.79849,-2.28624,871.35529
="2026/04/02 16:34:19.160",0.78471,0.31994,-1.39578,-0.3059,-0.99031,-0.19485,1.4973,-0.06078,-0.07287,1.05004,-0.10001,-1.60864,0.92838,-0.08942,0.18599,22.33232,0.63162,-1.14482,-1.50586,866.52167
="2026/04/02 16:34:19.180",-0.05937,0.2779,0.27446,0.05349,-0.79526,-0.69987,0.41306,0.06182,-0.04775,0.91284,0.05255,-0.93632,0.47633,-0.14766,0.4783,19.25911,0.22944,-0.07257,-2.18094,860.78229
="2026/04/02 16:34:19.200",0.83423,0.35057,-1.55043,-1.19976,-0.54743,-1.16316,0.02158,-0.03141,0.04751,0.81557,0.35179,-0.74145,0.41998,-0.00661,-0.47862,18.03778,0.67979,-0.45049,-1.34408,856.01764
="2026/04/02 16:34:19.220",-0.32063,0.35111,0.04455,-0.15146,-0.18707,-0.48102,0.63602,0.11155,0.00883,0.65591,-0.21191,-1.48597,-0.7056,-0.22969,0.38071,16.26498,0.57064,-0.20426,-0.60398,850.91449
="2026/04/02 16:34:19.240",-0.15894,0.09033,0.13197,-0.23697,-0.0561,-0.76228,-0.01629,0.07129,-0.01587,0.60214,0.236,0.27267,-0.26865,-0.00241,-0.30148,15.81381,0.31197,0.4186,-0.7078,847.09515
="2026/04/02 16:34:19.260",-0.24031,-0.02228,-0.81043,-0.60503,-0.22805,-1.00808,-0.46763,-0.02382,-0.02512,0.49557,0.00373,-0.25003,-1.10176,0.04655,-0.00448,16.29903,0.47095,0.14798,0.54088,845.47906
="2026/04/02 16:34:19.280",-0.88921,-0.10505,1.34331,1.08928,-0.48689,1.16425,0.10409,-0.00191,-0.05308,0.09198,-0.09746,0.24866,-1.73158,-0.11464,0.52899,16.21751,0.17902,0.75487,0.61214,844.1521
="2026/04/02 16:34:19.300",-0.40048,-0.2176,0.07335,-0.58625,0.02663,-1.37873,-0.32829,-0.1174,-0.08769,0.0585,0.05659,1.167,-0.67027,0.03383,-0.32361,17.87813,-0.04079,0.62208,1.06191,846.18823
="2026/04/02 16:34:19.320",-1.07721,-0.1672,0.89286,0.58298,-0.2345,0.86569,-0.67726,-0.04901,-0.08688,-0.18727,-0.1649,0.57903,-1.95846,-0.02257,0.0964,17.90485,-0.01175,0.60887,1.73248,850.80847
="2026/04/02 16:34:19.340",-0.76245,-0.19849,1.56715,1.26707,0.08794,0.10424,-0.56679,-0.03703,0.03049,-0.64611,0.01765,1.77443,-1.51623,-0.00282,-0.03362,17.17596,-0.38952,1.00296,1.55126,855.46948
="2026/04/02 16:34:19.360",-0.74186,-0.25461,0.23925,-0.14054,0.70348,-0.56912,-0.77531,-0.0699,-0.03023,-0.58111,-0.16502,1.4557,-1.26346,0.11099,-0.56063,17.24852,-0.42939,0.29556,2.39079,860.79657
="2026/04/02 16:34:19.380",-1.17773,-0.12072,1.65585,1.63477,0.47644,1.24453,-0.72643,-0.00552,-0.02104,-1.12013,-0.18598,1.18062,-1.73004,0.03425,-0.01918,16.3539,-0.55459,0.60513,2.35403,866.1441
="2026/04/02 16:34:19.400",-0.89584,-0.36572,1.26533,0.15822,1.14394,-0.61271,-1.29986,-0.01697,0.04271,-1.19944,0.10749,1.79478,-0.75384,0.17061,-0.2872,16.01125,-0.81863,0.90966,1.27883,871.01068
="2026/04/02 16:34:19.420",-0.24271,-0.31982,-0.12175,0.20137,1.11309,0.72904,-0.43302,0.03806,0.10112,-1.19009,-0.13223,0.83151,-0.84149,0.16448,0.00342,14.58647,-0.533,-0.30527,2.01058,874.23779
="2026/04/02 16:34:19.440",-0.8878,-0.37182,1.49997,1.08363,0.86768,0.85128,-0.56252,0.05368,0.10317,-1.00616,-0.30963,0.54943,-0.34058,0.02063,0.50493,13.26827,-0.8516,0.22713,0.2108,875.46851
="2026/04/02 16:34:19.460",0.08483,-0.2136,-0.50971,-0.2025,0.06759,0.433,-0.65091,-0.07121,-0.06588,-0.82795,0.23249,1.50091,0.82056,0.26787,-0.23673,14.69977,-0.60188,-0.02951,0.40304,876.48297
="2026/04/02 16:34:19.480",0.24621,-0.0167,0.05094,0.44208,-0.11392,1.07657,-0.02104,0.01353,-0.04487,-0.66608,-0.0679,-0.60634,0.18247,0.05553,0.54449,15.55488,-0.18065,-0.41025,-0.10689,875.5733
="2026/04/02 16:34:19.500",0.11355,0.09217,0.73374,0.3152,0.63752,0.64451,0.1776,0.04135,0.04794,-0.67328,0.09214,0.37964,1.21221,0.07765,0.03782,17.64235,-0.50885,-0.14222,-0.68178,872.65234
="2026/04/02 16:34:19.520",1.05443,0.05467,-1.31801,-1.2628,0.76874,-0.49198,0.01996,0.03831,-0.02126,-0.10226,0.00346,-0.44095,1.40631,0.22154,-0.3916,21.52728,0.1689,-0.82293,-0.79027,870.72662
="2026/04/02 16:34:19.540",0.34292,0.14025,0.19836,0.52605,-0.28021,1.11505,0.40129,0.04341,0.03101,-0.02869,-0.06388,-1.29901,0.92667,-0.18199,0.23019,23.84039,0.17787,-0.36401,-1.55978,868.84924
="2026/04/02 16:34:19.560",1.10833,0.26722,-0.88908,-0.87741,0.23108,-0.43765,0.64331,0.05838,0.01108,0.35131,0.09945,-0.7187,1.98595,0.0719,0.09465,27.44181,0.13333,-0.34826,-2.05701,866.8689
="2026/04/02 16:34:19.580",0.8293,0.31193,-1.40157,-1.05255,-0.16952,-0.30179,0.5724,0.08265,0.03857,0.83929,-0.06002,-1.91093,1.24169,-0.08798,0.17817,30.14355,0.40182,-0.86217,-1.86559,865.18842
="2026/04/02 16:34:19.600",0.69496,0.30245,-0.02887,-0.0434,-0.85461,0.53475,0.77901,0.05321,0.08232,0.84604,0.10827,-1.53084,1.4531,-0.20601,0.41732,30.97096,0.37668,-0.40537,-2.24715,863.31989
="2026/04/02 16:34:19.620",1.21756,0.13054,-1.82214,-1.39288,-0.71403,-1.44071,0.45303,0.05514,0.01024,1.49297,0.33861,-1.51564,1.64444,-0.07845,-0.157,32.59237,0.37275,-0.66799,-2.31919,862.97717
="2026/04/02 16:34:19.640",0.74923,0.31848,-0.82158,0.00566,-1.00139,0.21051,1.65342,0.05989,0.0154,1.53231,-0.16354,-2.08302,0.78532,-0.18234,0.2078,31.6475,0.63382,-0.70912,-1.30014,862.43616
="2026/04/02 16:34:19.660",0.17962,0.40795,-0.01829,-0.23786,-0.8882,-0.93263,0.49602,0.01539,-0.07879,1.25527,0.20609,-0.58965,1.22154,-0.23927,-0.02363,29.9309,0.3875,0.22864,-1.70027,861.08136
="2026/04/02 16:34:19.680",0.77778,0.44891,-1.40884,-0.89115,-0.89151,-0.71508,0.71412,-0.08652,-0.00522,1.24881,0.18592,-1.0844,0.42194,-0.0416,-0.45502,27.42941,0.61752,-0.28895,-0.34944,860.96783
="2026/04/02 16:34:19.700",-0.33082,0.20171,0.3808,0.23385,-0.9601,0.48576,0.40418,0.12776,0.11789,0.77498,-0.03561,-1.38972,-0.73926,-0.34309,0.52306,22.51731,0.58173,0.32878,-0.29056,859.2655
="2026/04/02 16:34:19.720",0.07012,-0.04235,-0.25683,-0.90306,-0.51038,-1.20583,0.1425,0.0142,-0.00894,0.44949,0.23065,0.67049,-0.21627,-0.0343,-0.48715,18.41248,0.26849,0.4194,0.42335,857.81158
="2026/04/02 16:34:19.740",-0.24415,-0.17828,-0.45643,-0.20417,-0.48927,-0.34402,-0.05567,-0.19886,-0.03444,0.35326,-0.21353,-0.2938,-1.25034,-0.03794,-0.2614,13.71251,0.43949,0.06797,0.96405,857.58923
="2026/04/02 16:34:19.760",-0.82182,-0.23531,1.24214,1.2352,-0.77223,0.9249,-0.31825,0.06148,0.01653,-0.25572,0.1286,0.87596,-1.57019,-0.11544,-0.11475,9.68915,0.05833,0.76816,0.74707,855.61499
="2026/04/02 16:34:19.780",-0.14398,-0.30982,-0.24673,-0.69996,0.20871,-0.97308,-0.45352,-0.07531,-0.09377,-0.31279,-0.08013,1.31492,-1.09655,0.28183,-0.39995,8.33934,0.10085,0.40925,1.58903,853.4776
="2026/04/02 16:34:19.800",-1.25898,-0.26686,0.98705,0.97504,-0.04732,0.91788,-0.63542,-0.01342,-0.04648,-0.56298,-0.21528,0.91757,-2.00175,-0.07538,0.11929,6.54195,-0.08241,0.44381,1.92247,851.56354
="2026/04/02 16:34:19.820",-0.51967,-0.26059,1.12923,0.73208,0.62547,0.29686,-0.65153,-0.04058,-0.00578,-1.00467,0.00618,2.13641,-1.17899,0.12809,-0.59474,7.1656,-0.15846,0.61437,1.50934,850.95831
="2026/04/02 16:34:19.840",-0.7543,-0.26055,0.16201,-0.04938,0.9501,-0.15082,-0.72471,-0.08873,-0.09097,-0.82543,-0.22412,1.25103,-1.60048,0.19596,-0.16074,9.78323,-0.21728,0.1523,1.9101,852.33154
="2026/04/02 16:34:19.860",-1.12699,-0.1004,1.57192,1.46812,0.912,1.54936,-0.01815,-0.09082,-0.04599,-1.32503,-0.1654,1.29491,-1.76,0.02332,0.5344,12.58463,-0.25106,0.34531,1.57603,854.69128
="2026/04/02 16:34:19.880",-0.70215,-0.24284,0.70726,-0.25529,1.43077,-0.82691,-1.18888,-0.14512,-0.00842,-1.49437,0.11541,2.20426,-1.09532,0.23154,-0.2956,16.90252,-0.52743,0.3692,1.18952,858.97333
="2026/04/02 16:34:19.900",-0.10554,-0.29996,-0.18863,0.38428,1.23012,0.90267,-0.56973,0.04047,0.04607,-1.19935,-0.26405,0.41407,-1.83522,0.13552,0.10871,19.55417,-0.3358,-0.50385,1.41836,864.36438
="2026/04/02 16:34:19.920",-0.87989,-0.3477,1.87056,0.73136,0.98053,0.27718,-0.15507,-0.00052,0.08147,-1.31582,0.00001,1.22047,-0.98902,0.02963,0.05801,22.00513,-0.52748,0.19874,1.29907,869.0871
="2026/04/02 16:34:19.940",0.17424,-0.18965,-0.32807,-0.74153,0.8932,-0.95315,-0.45744,-0.03281,-0.01909,-0.69626,0.00515,0.85159,0.44476,0.19917,-0.45527,24.84533,-0.5942,-0.0816,0.59666,874.45087
="2026/04/02 16:34:19.960",-0.22682,0.2116,0.03985,1.03896,0.39035,1.35926,-0.27075,-0.00071,0.05599,-0.62955,-0.15518,-0.49225,-0.25305,-0.1575,0.32672,25.37802,-0.24546,-0.27151,0.08245,878.25568
="2026/04/02 16:34:19.980",0.33476,0.18811,0.28521,-0.36758,0.62442,0.33786,0.11511,0.13814,0.03401,-0.4027,0.02391,0.19653,1.088,0.10811,0.31599,25.94679,-0.65816,-0.11679,-0.63283,880.02582
="2026/04/02 16:34:20.000",0.78312,0.12612,-1.19673,-1.30876,0.31011,-0.86289,0.27128,-0.0105,-0.01269,0.0831,0.00728,-0.90894,1.42181,-0.09129,-0.0764,26.14488,-0.04485,-0.42239,-0.64329,881.2843
="2026/04/02 16:34:20.020",0.40395,0.27432,0.12222,0.37532,-0.36711,1.90351,0.44998,0.09023,0.0021,0.02281,0.06678,-1.09577,0.92844,-0.06139,0.55475,24.63126,-0.1541,-0.12649,-1.28944,879.58295
="2026/04/02 16:34:20.040",1.32448,0.14619,-1.03775,-1.66696,-0.16306,-1.24505,0.50752,0.09494,0.10418,0.46946,0.18705,-0.82939,2.00386,0.04009,-0.34822,24.72856,0.09714,-0.39649,-1.53102,876.63312
="2026/04/02 16:34:20.060",0.6458,0.1435,-1.19231,-0.6405,-0.94832,0.75762,0.57228,0.05209,0.01628,0.77646,-0.05041,-2.01731,1.42099,-0.13407,0.19516,24.50421,0.29914,-0.6439,-1.66994,872.52454
="2026/04/02 16:34:20.080",0.98731,0.17988,-0.18708,-0.09833,-1.0759,0.23462,0.68037,0.07675,0.05385,0.88912,0.29865,-1.16891,1.82818,-0.08845,0.14837,24.1132,0.45561,-0.19094,-1.86056,866.50763
="2026/04/02 16:34:20.100",1.29176,0.15383,-1.41119,-1.65759,-0.73143,-1.02842,-0.22959,0.14838,0.09207,1.28471,0.10817,-1.19043,1.75747,-0.01242,-0.24253,24.0164,0.43039,-0.12049,-1.0535,861.38708
="2026/04/02 16:34:20.120",0.67896,0.21902,-0.62031,0.28848,-1.09584,0.76827,1.26617,0.17165,0.03443,1.32433,-0.15497,-2.22744,0.95076,-0.1782,0.44805,22.24341,0.74916,-0.08958,-1.43507,856.30743
="2026/04/02 16:34:20.140",0.6109,0.38226,-0.44397,-0.70492,-0.99963,-0.85034,0.35038,0.03978,0.00529,1.35878,0.22892,-0.36793,1.88664,-0.2023,-0.26151,22.88645,0.45696,0.27668,-1.52177,851.85156
="2026/04/02 16:34:20.160",0.6794,0.19165,-1.52398,-0.67435,-1.10651,0.26341,0.25064,-0.04372,-0.07725,1.40514,-0.10851,-1.18459,0.77635,-0.04181,0.09033,23.93769,0.70639,-0.18303,-0.51675,850.0119
="2026/04/02 16:34:20.180",-0.45768,-0.06536,0.42825,1.24097,-1.64249,0.63021,0.66713,0.1026,0.06621,1.02794,0.25735,-0.60917,-0.07976,-0.13854,0.22519,23.48895,0.58139,0.34398,-0.75977,848.20282
="2026/04/02 16:34:20.200",0.24324,-0.20324,-0.49255,-0.90483,-0.18186,-1.5879,0.10393,-0.16045,-0.0377,0.99875,-0.16387,0.29461,0.27144,0.00353,-0.32927,23.55039,0.18502,0.01676,-0.41305,848.77405
="2026/04/02 16:34:20.220",-0.59197,-0.24168,0.14892,0.74398,-0.61953,0.37765,-0.04632,-0.01596,-0.01091,0.52275,0.06624,-0.14099,-0.94316,-0.16787,0.25214,22.00278,0.56579,-0.03387,0.46415,851.28711
="2026/04/02 16:34:20.240",-0.7933,-0.20489,1.10406,1.32661,-0.29754,-0.16962,-0.15506,-0.0182,-0.02591,0.06681,0.11048,1.24888,-1.10947,0.04582,0.14151,19.58131,0.01638,0.48881,0.92309,853.59766
="2026/04/02 16:34:20.260",-0.55985,-0.22053,-0.22784,-0.26026,0.5555,-1.61535,-0.41823,-0.04607,-0.05116,-0.08462,-0.20548,0.96327,-1.34092,0.05759,-0.60926,17.3825,-0.01639,0.059,1.41548,856.99072
="2026/04/02 16:34:20.280",-1.43763,-0.11316,1.28266,1.94087,0.24183,0.74073,-0.44193,-0.12025,-0.01999,-0.69178,-0.10616,0.87227,-1.92209,-0.08327,0.04061,14.18803,-0.28349,0.45572,0.93068,860.22345
="2026/04/02 16:34:20.300",-0.54115,-0.15562,1.03342,0.29372,1.06247,-1.22378,-0.62795,-0.08332,-0.03526,-0.7473,0.11699,1.82687,-1.47914,0.14898,-0.21184,12.57432,-0.36209,0.45639,1.67773,862.88397
="2026/04/02 16:34:20.320",-1.094,-0.22463,0.71307,0.60838,0.97008,0.03007,-0.66479,-0.09573,-0.07944,-1.08482,-0.24993,1.00184,-1.95414,0.12618,-0.17728,10.69302,-0.26951,0.24463,2.08956,864.90436
="2026/04/02 16:34:20.340",-1.30665,-0.14499,1.62876,1.4682,0.88794,0.32275,-0.15672,-0.11812,-0.07975,-1.17693,0.06641,1.27901,-1.61243,0.01657,-0.08896,7.87233,-0.47382,0.17751,0.44368,865.58295
="2026/04/02 16:34:20.360",-0.56936,-0.04108,0.43876,-0.56471,1.36786,-0.33656,-1.14563,-0.08996,-0.1538,-1.31358,0.06351,2.00014,-1.1825,0.12262,-0.43019,8.32875,-0.40119,-0.19123,1.10232,866.48669
="2026/04/02 16:34:20.380",-0.79159,-0.33324,0.59926,0.68756,0.66553,1.45245,-0.21975,-0.13067,-0.0728,-1.35931,-0.20164,0.30395,-2.28221,0.09184,0.43904,9.68137,-0.0991,-0.16244,1.01488,867.21497
="2026/04/02 16:34:20.400",-0.47775,-0.17992,1.05331,-0.0875,0.87781,0.56843,-0.53402,0.0131,-0.04635,-1.41812,-0.07596,1.28748,-1.25896,0.12512,0.05566,12.74165,-0.45838,0.43899,0.0492,866.83545
="2026/04/02 16:34:20.420",0.36931,0.09058,-0.77358,-1.77903,1.17264,-0.09926,-0.35997,-0.03893,-0.00505,-1.22155,-0.13301,0.71683,-0.32996,0.19018,-0.28388,17.43632,-0.25745,-0.12012,0.31368,868.14124
="2026/04/02 16:34:20.440",-0.28569,0.13895,0.84726,0.65659,-0.23786,1.9639,-0.1315,-0.05573,0.00953,-0.76627,-0.04845,-0.49753,-0.65565,0.04503,0.45086,20.89597,-0.34819,0.04646,-0.03212,868.51672
="2026/04/02 16:34:20.460",0.73097,0.05806,-0.21783,-1.29924,0.14727,-0.24306,-0.33595,-0.0374,-0.07967,-0.48576,0.05276,0.3863,0.6971,0.00597,-0.47989,25.37098,-0.1181,0.15145,-0.62197,869.11475
="2026/04/02 16:34:20.480",0.68948,0.03545,-0.77605,-0.94436,0.0104,0.43811,0.07831,-0.01584,0.03159,0.07328,-0.14642,-1.23795,0.91906,-0.07486,0.51635,29.23755,0.03383,-0.37304,-0.82136,870.55835
="2026/04/02 16:34:20.500",0.35868,0.08215,0.0074,-0.04525,-0.40629,0.9497,0.44852,0.02135,0.03658,0.2119,0.02281,-0.72558,1.35034,-0.06494,0.31544,31.1182,-0.07801,-0.15679,-1.75085,870.81635
="2026/04/02 16:34:20.520",1.36867,0.13471,-1.32258,-1.60541,-0.49423,-0.68986,0.54696,0.12735,0.0021,0.7624,0.17926,-1.15469,1.78314,-0.07003,-0.29327,33.06818,0.03199,-0.64551,-1.41514,872.3808
="2026/04/02 16:34:20.540",0.49497,0.1645,-0.77391,-0.0256,-1.02538,0.42336,0.8267,0.0001,0.01166,0.93887,-0.05622,-1.90178,1.33508,-0.25232,0.29177,32.76037,0.09733,-0.51361,-1.73953,872.87585
="2026/04/02 16:34:20.560",0.93229,0.28833,-0.5959,-0.40066,-0.6576,-0.91348,0.63668,0.10579,0.02982,1.12883,0.30716,-1.05672,1.96156,-0.09075,0.02928,32.23366,0.17587,-0.25948,-1.75523,871.29974
="2026/04/02 16:34:20.580",1.1846,0.24073,-1.77661,-0.83558,-0.56023,-0.86506,0.37698,0.04639,0.02765,1.08503,-0.11846,-1.29415,1.54422,-0.04007,-0.03738,30.13236,0.26547,-0.08441,-0.49882,869.54266
="2026/04/02 16:34:20.600",0.2894,0.12269,-0.18139,0.59772,-1.10914,0.14413,1.02768,0.09227,0.1027,1.13408,0.13456,-1.83792,1.04804,-0.18726,0.27209,24.95268,0.25762,0.17201,-1.21291,865.72705
="2026/04/02 16:34:20.620",0.54541,0.2544,-0.56258,-0.87204,-0.80725,-1.54998,0.58695,0.13223,0.05481,1.08733,0.1701,-0.33149,1.94841,-0.0542,-0.45088,21.77732,0.10096,0.04964,-1.13634,862.18506
="2026/04/02 16:34:20.640",0.25718,0.0226,-0.978,0.16837,-1.01725,-0.81451,0.20763,-0.00646,0.0303,1.29274,0.14955,-1.37774,1.00758,-0.06836,-0.09576,17.88605,0.45122,-0.32042,-0.86637,858.58673
="2026/04/02 16:34:20.660",-0.33715,-0.02008,0.67373,1.6781,-0.93668,0.14235,0.21829,0.01679,0.0293,0.97636,0.1343,-0.21596,0.51648,-0.08988,0.41882,14.56208,0.1519,0.17403,-0.89465,853.74695
="2026/04/02 16:34:20.680",0.46024,-0.02869,-0.59576,-0.52258,0.17925,-1.76889,0.37343,-0.04256,-0.0642,0.843,-0.00125,0.18147,0.63351,0.05749,-0.38591,14.10642,0.32675,-0.10643,0.22446,850.39832
="2026/04/02 16:34:20.700",-0.76799,-0.03109,0.72632,1.44141,-0.47126,0.43772,-0.15567,0.0104,-0.06906,0.56504,0.13309,-0.23823,-0.43324,-0.18666,0.14913,12.38314,0.30463,0.05495,0.58355,847.32959
="2026/04/02 16:34:20.720",-0.49087,-0.01681,0.76068,0.61436,0.42667,-0.73109,-0.29324,-0.08744,0.08363,0.01209,-0.08972,1.43547,-0.18034,0.05788,-0.68073,12.17884,0.17889,0.50688,0.35988,845.53503
="2026/04/02 16:34:20.740",-0.38861,-0.04801,0.04843,0.17875,0.52731,-0.41365,-0.67013,0.01152,-0.09837,-0.08859,-0.03697,0.65419,-1.35783,0.10347,-0.30186,13.55648,0.165,0.21763,1.59602,846.56653
="2026/04/02 16:34:20.760",-1.13388,-0.11473,1.53941,1.71832,0.23847,0.8322,-0.40605,-0.09221,-0.09874,-0.62871,-0.06256,1.31306,-1.72384,0.0612,0.35085,14.26915,0.03713,0.74828,1.81516,848.73328
="2026/04/02 16:34:20.780",-0.38375,-0.2203,0.42333,-0.14086,0.98639,-1.1159,-0.72855,-0.09756,-0.13562,-0.63823,-0.04674,1.71109,-1.02856,0.26949,-0.59688,16.4451,-0.23709,0.66783,2.05223,853.11646
="2026/04/02 16:34:20.800",-0.91193,-0.3341,0.95552,0.88886,0.68134,0.90012,-0.67243,-0.10492,-0.06795,-0.89016,-0.22937,0.8883,-1.81617,-0.00471,0.05322,16.95861,-0.24489,0.56884,2.176,858.41809
="2026/04/02 16:34:20.820",-1.05261,-0.23047,1.53029,1.00896,0.87605,0.58839,-0.63843,-0.00196,-0.01099,-0.77646,0.04167,1.1337,-1.24453,0.05818,0.03757,17.81414,-0.3936,0.27331,0.68093,863.96234
="2026/04/02 16:34:20.840",-0.20467,-0.105,-0.167,-0.49668,0.86901,0.19696,-0.57661,-0.08936,-0.10976,-0.90494,0.04924,1.67159,-0.74302,0.07191,-0.07492,19.16348,-0.37121,-0.18813,1.82493,869.97028
="2026/04/02 16:34:20.860",-0.5827,-0.19352,1.00406,1.00789,0.33793,1.38399,-0.33445,-0.13282,-0.13802,-0.92013,-0.16227,0.26148,-1.65231,-0.08922,0.74605,17.9623,-0.21349,0.26946,1.57418,874.50781
="2026/04/02 16:34:20.880",-0.35715,-0.08694,0.90035,-0.32141,0.75281,1.24629,-0.41235,-0.06829,-0.07649,-1.39313,-0.10832,1.30617,-0.66792,0.07616,0.00866,18.15324,-0.62836,0.59294,0.47012,877.49603
="2026/04/02 16:34:20.900",0.44456,-0.03468,-0.62096,-1.62468,0.44562,0.62441,-0.07357,-0.07623,0.05574,-0.98069,-0.11753,-0.06438,-0.5655,0.13528,-0.00202,18.25654,-0.32529,-0.46729,0.61376,879.03339
="2026/04/02 16:34:20.920",-0.40632,-0.09041,0.63649,0.46059,-0.63867,2.11045,-0.11853,0.00601,-0.00379,-1.03232,0.00118,-0.08206,-0.35519,-0.08773,0.246,17.94585,-0.28336,0.12122,0.15019,878.58069
="2026/04/02 16:34:20.940",0.80619,-0.22149,-0.74854,-1.48373,0.14915,-0.33592,0.12439,-0.11561,0.00664,-0.56648,-0.02557,0.09286,0.78434,0.12862,0.122,20.28344,-0.24075,-0.07013,-0.68772,877.67151
="2026/04/02 16:34:20.960",0.56998,-0.02954,-0.76806,-0.18753,-0.11765,0.6846,0.51115,0.0093,0.0986,-0.22239,-0.1537,-1.19113,0.68882,0.08545,0.20454,21.66562,-0.00355,-0.60252,-1.07273,875.00958
="2026/04/02 16:34:20.980",0.60503,0.10366,-0.04093,-0.20239,-0.35952,0.35311,0.6557,-0.01547,-0.00137,0.17293,0.31553,-0.70477,1.51933,-0.08067,0.36927,23.20414,-0.04796,-0.38687,-1.69775,870.6217
="2026/04/02 16:34:21.000",1.37769,0.08545,-1.43587,-1.24351,-0.17523,-0.87197,0.50675,0.04633,0.01874,0.69217,0.04944,-1.29959,1.64498,0.02008,-0.2362,25.41413,0.30849,-0.7292,-1.60972,866.76685
="2026/04/02 16:34:21.020",0.56471,0.32585,-0.49137,0.19032,-0.58841,0.55381,0.63371,0.05343,0.03606,0.6731,0.03513,-1.71384,1.33965,-0.04429,0.53994,26.2836,0.46761,-0.50023,-1.93381,862.56189
="2026/04/02 16:34:21.040",0.78472,0.53222,-0.68018,-0.76996,-0.25057,-1.38254,0.75193,0.05777,0.03995,1.1141,0.17733,-1.06804,2.00609,0.07203,-0.23827,28.96002,0.21139,-0.39664,-1.94345,859.88409
="2026/04/02 16:34:21.060",1.10765,0.2828,-1.72356,-0.6762,-0.6751,-0.27995,0.87905,0.06908,-0.07625,0.91631,-0.07091,-1.36024,1.24402,-0.0259,-0.04744,29.96143,0.4635,-0.42737,-1.64286,858.84912
="2026/04/02 16:34:21.080",-0.09088,0.20579,0.24688,0.54666,-0.92773,-0.43025,0.50919,0.04457,0.1145,1.01782,0.13828,-1.53534,0.45087,0.00646,0.40512,29.39462,0.24902,-0.15617,-1.5798,857.4939
="2026/04/02 16:34:21.100",0.82733,0.07947,-0.96914,-0.96623,-0.40854,-1.92583,0.56274,0.19153,0.10651,0.94833,0.16865,-0.4418,1.31404,0.17259,-0.62862,29.99382,0.12938,-0.40438,-1.16267,857.41058
="2026/04/02 16:34:21.120",0.17055,0.11658,-0.64025,0.5087,-0.41818,-1.51477,0.67379,0.01553,0.09105,1.10625,0.0863,-1.37666,0.36688,-0.07236,-0.24444,27.29605,0.30414,-0.56197,-0.35964,857.20422
="2026/04/02 16:34:21.140",-0.35842,0.06654,0.51708,1.41991,-0.00905,-1.0466,0.15691,-0.02044,0.03471,0.85932,-0.05912,0.39723,0.40882,0.032,-0.26862,23.31034,0.05559,0.08478,0.06875,856.91626
="2026/04/02 16:34:21.160",0.34052,0.04954,-1.07231,-0.14407,0.2726,-2.18852,-0.02767,0.02564,-0.07814,0.94075,0.09801,-0.01578,0.33345,0.04743,-0.40144,19.69413,0.18014,-0.20402,0.66179,857.65967
="2026/04/02 16:34:21.180",-0.77623,0.10212,0.65087,1.68227,-0.15458,0.42224,0.00872,0.01388,0.04409,0.29468,-0.16769,0.03495,-0.66099,-0.14567,0.22357,14.92958,0.05576,0.39878,0.97675,857.61853
="2026/04/02 16:34:21.200",-0.34605,0.00669,0.3556,-0.02082,0.54937,-1.10656,-0.45235,-0.14748,-0.10485,0.04078,-0.03163,1.40599,-0.10635,-0.00196,0.10393,12.05252,-0.11076,0.61471,1.80817,857.59991
="2026/04/02 16:34:21.220",-0.65839,-0.16436,-0.27297,0.41621,0.05784,0.35154,-0.14321,-0.05457,-0.04329,-0.15883,-0.2417,0.61446,-1.10703,-0.05118,0.08443,9.35587,0.04365,0.40633,1.97606,857.92822
="2026/04/02 16:34:21.240",-1.03407,-0.24114,1.55725,1.29069,-0.02088,0.90977,-0.69484,-0.06104,-0.01772,-0.69222,-0.02406,1.60472,-1.25589,-0.07264,0.21695,6.74756,-0.26959,1.0098,1.74435,856.97565
="2026/04/02 16:34:21.260",-0.44733,-0.30129,0.23755,-0.43881,0.74056,-0.40031,-0.83222,-0.04115,-0.092,-0.6508,-0.04142,1.61032,-0.8653,0.21659,-0.10936,6.96091,-0.24755,0.77042,1.87686,856.60205
="2026/04/02 16:34:21.280",-0.70407,-0.30894,0.9666,0.9677,0.3281,1.91321,-0.71303,-0.0751,-0.02212,-1.05148,-0.26625,1.02922,-1.74828,0.04298,0.36992,7.62106,-0.2248,0.66637,1.90433,857.31287
="2026/04/02 16:34:21.300",-0.92234,-0.2456,1.93536,0.30955,0.6075,0.36493,-1.09565,0.02464,0.07238,-0.68679,0.20556,1.3645,-0.81329,0.12461,-0.02621,10.7885,-0.30089,0.6037,1.65799,858.9436
