time,WSMS00010.AccX,WSMS00010.AccY,WSMS00010.AccZ,WSMS00008.AccX,WSMS00008.AccY,WSMS00008.AccZ,WSMS00007.AccX,WSMS00007.AccY,WSMS00007.AccZ,WSMS00012.AccX,WSMS00012.AccY,WSMS00012.AccZ,WSGD00003.chdata,WSGD00004.chdata,WSMS00009.AccX,WSMS00009.AccY,WSMS00009.AccZ,WSMS00011.AccX,WSMS00011.AccY,WSMS00011.AccZ
="2026/04/02 16:17:52.680",0.95572,-0.00204,-1.22922,0.02857,0.05389,-0.39345,1.3106,-0.22193,1.50745,-0.26266,-0.01581,0.05674,21.29405,861.80688,-0.0157,-0.18154,-0.37998,-0.27049,-0.00278,0.2226
="2026/04/02 16:17:52.700",-0.39353,-0.05272,0.4942,0.04993,0.02513,-0.32397,-0.82751,0.12729,-0.95787,-0.31684,-0.02234,-0.03141,20.21497,860.48297,0.23185,0.23814,0.36682,-0.57895,0.10344,-0.01139
="2026/04/02 16:17:52.720",0.72073,-0.09617,-0.20685,-0.05737,0.30027,-0.80158,-0.04759,0.11472,0.8906,-0.25922,-0.00703,-0.0143,21.7531,861.45081,-0.12282,-0.24863,-0.81423,-0.84321,-0.09462,0.37505
="2026/04/02 16:17:52.740",0.23585,-0.02529,-0.66143,0.08073,-0.27035,-0.11027,0.24298,-0.20023,0.27625,-0.08777,-0.07935,-0.05041,21.21117,860.98822,-0.1296,0.06375,0.0796,-0.75373,0.09028,-0.22972
="2026/04/02 16:17:52.760",-0.05629,0.02034,0.71136,-0.03694,0.26124,-0.45317,-1.29457,-0.0701,-0.94079,-0.06139,-0.00303,0.00709,19.89149,861.6203,-0.02538,0.01561,-0.26765,-1.19191,-0.03591,0.31868
="2026/04/02 16:17:52.780",0.61345,0.04102,-0.76045,-0.01792,0.07182,-0.27569,0.67483,0.00114,0.47197,0.00259,0.00496,0.06949,19.31541,863.36298,-0.34351,-0.10961,-0.59451,-1.12766,-0.00186,0.27684
="2026/04/02 16:17:52.800",-0.37573,-0.06001,0.19636,0.10813,0.13697,-0.03399,-0.52819,0.50585,-1.20764,0.05816,-0.03396,-0.05175,18.33508,861.73267,-0.08276,0.13301,0.20831,-1.15833,0.09878,-0.05998
="2026/04/02 16:17:52.820",0.44777,-0.0173,0.06608,-0.04478,0.28672,-0.23731,-0.51547,0.10374,-0.67206,0.14777,0.02741,0.01902,19.20077,861.9278,-0.23427,-0.06857,-0.63726,-1.522,-0.16433,0.41613
="2026/04/02 16:17:52.840",-0.04198,-0.16452,-0.56808,0.10844,-0.22991,0.32454,0.65653,0.23649,-0.56897,0.01332,0.06783,0.01503,17.78948,861.45074,-0.28037,0.08301,-0.03317,-0.73187,0.10137,-0.19789
="2026/04/02 16:17:52.860",-0.22276,-0.02339,0.96575,0.02638,0.30414,-0.08635,-1.35276,0.7143,-1.3905,0.08367,-0.01274,0.0285,16.07899,860.86096,-0.14583,0.0353,0.06307,-1.11339,-0.00547,0.21481
="2026/04/02 16:17:52.880",0.34891,0.01375,-0.56944,-0.11187,0.07961,-0.10853,0.23451,0.34321,-0.23018,0.26106,0.01882,-0.02808,16.625,861.71844,-0.35182,-0.14253,-0.95715,-1.19965,-0.04661,0.35366
="2026/04/02 16:17:52.900",-0.40638,0.02636,0.23461,0.24622,-0.35774,-0.00509,-0.71736,0.45272,-1.18392,0.38946,0.04492,-0.01161,16.00546,860.97949,-0.29597,0.16787,0.52084,-0.58539,0.1714,-0.33264
="2026/04/02 16:17:52.920",0.10629,-0.03683,0.47068,-0.15777,-0.15699,0.03986,-1.15061,0.46914,-0.79719,0.27243,-0.00034,0.03816,17.44701,861.24902,-0.21437,-0.19175,-0.67942,-1.45543,-0.08299,0.45
="2026/04/02 16:17:52.940",-0.26199,0.033,-0.62798,0.12193,-0.43045,0.26133,0.64335,-0.23452,0.30789,0.40727,0.06084,0.0205,17.69055,861.48804,-0.27217,0.06926,-0.28643,-0.43145,0.1374,-0.12469
="2026/04/02 16:17:52.960",-0.37087,0.16869,0.84456,0.11659,-0.27615,0.23508,-1.53148,0.36677,-1.81613,0.26354,-0.04394,-0.01556,17.70451,861.65948,0.04037,0.10278,0.07431,-0.75505,0.16172,0.06799
="2026/04/02 16:17:52.980",0.06792,0.1154,-0.11881,-0.08194,-0.35531,0.20892,0.1572,0.23486,0.15342,0.42653,0.05247,0.03552,19.67805,862.90442,-0.22212,-0.18471,-0.61735,-0.84388,-0.06312,0.23018
="2026/04/02 16:17:53.000",-0.55906,0.11398,0.15869,0.22561,-0.38898,0.37203,-0.21078,0.27062,-0.57108,0.1206,0.01205,0.02902,19.10893,862.4729,-0.10455,0.0729,0.52553,0.22035,0.06007,-0.4949
="2026/04/02 16:17:53.020",-0.08376,0.08606,0.82414,-0.02762,-0.0431,0.33949,-1.22077,0.10943,-0.71991,0.60231,0.04916,0.04614,19.66651,863.91199,0.04553,-0.08389,-0.32959,-0.34322,-0.097,0.04909
="2026/04/02 16:17:53.040",-0.12794,0.00153,-0.62518,0.01915,-0.23766,0.56163,0.74955,-0.35113,0.6004,0.45104,0.01727,0.0445,20.07229,865.82147,-0.13703,0.05509,-0.14245,0.42524,-0.0066,-0.37212
="2026/04/02 16:17:53.060",-0.74847,0.03999,1.01925,0.20165,-0.34627,0.47391,-1.04905,0.36475,-0.9895,0.13592,-0.00945,-0.01959,19.56841,865.94482,0.06351,0.03393,0.49952,0.33495,0.03377,-0.1616
="2026/04/02 16:17:53.080",-0.02929,0.00525,0.06051,-0.13878,0.0768,0.42719,0.09404,-0.00598,0.66243,0.40943,0.00646,0.03817,20.8128,867.62048,-0.14806,-0.10675,-0.4392,0.38188,-0.10584,-0.06994
="2026/04/02 16:17:53.100",-0.27451,0.01035,-0.48238,0.18458,-0.24019,0.81365,0.47095,-0.28092,-0.01676,0.09258,-0.0168,0.04338,19.70741,868.12885,0.08648,0.15204,0.42241,1.15001,0.07099,-0.47366
="2026/04/02 16:17:53.120",-0.53575,0.07552,1.25972,-0.09454,0.10093,0.16785,-0.7252,0.02241,-0.43321,0.06597,-0.01933,-0.00999,20.02464,868.57886,0.15786,-0.02277,0.22009,0.72762,-0.04334,-0.09136
="2026/04/02 16:17:53.140",0.2431,-0.09314,-0.85725,-0.10341,-0.2662,0.40406,1.13325,0.05289,0.81532,0.13274,0.02152,0.02773,20.49144,869.12946,-0.08976,-0.04823,-0.02231,1.28235,-0.01607,-0.11687
="2026/04/02 16:17:53.160",-0.50665,0.02835,0.63365,0.21175,-0.14058,0.17062,-0.42312,0.16104,-0.03734,0.19919,-0.0331,-0.06277,19.19954,868.15466,0.21989,-0.00532,0.64551,1.25068,0.06986,-0.36594
="2026/04/02 16:17:53.180",0.11154,0.07466,0.12874,-0.20841,0.2146,-0.01392,0.15504,-0.3601,0.62736,0.19874,0.02467,-0.04817,20.37332,868.55505,0.07033,0.03909,-0.13243,0.86617,-0.11969,0.23231
="2026/04/02 16:17:53.200",-0.07266,-0.10776,-0.84265,0.07663,-0.11584,0.92061,0.80155,-0.25125,0.92286,-0.10738,-0.00826,-0.02827,20.39507,867.82104,0.16269,0.0126,0.38565,1.57601,0.09627,-0.39227
="2026/04/02 16:17:53.220",-0.47376,0.00368,1.15091,-0.02276,0.29612,0.10815,-0.64949,-0.13422,0.3104,-0.26192,0.01961,-0.11384,20.61509,867.10321,0.20714,0.02842,0.41195,0.72212,0.02269,-0.15457
="2026/04/02 16:17:53.240",0.35584,-0.09494,-0.75544,-0.18958,0.00887,0.33501,0.97687,-0.51633,1.40688,-0.26208,-0.04205,-0.06119,22.00758,867.06403,0.14253,-0.15975,-0.16432,1.04818,-0.08273,0.00829
="2026/04/02 16:17:53.260",-0.26053,0.01606,0.22697,0.10519,0.01789,-0.14723,0.05355,-0.42425,0.74894,-0.0746,0.01841,-0.06073,21.8068,866.0332,0.1521,0.14141,1.05196,1.29951,0.10007,-0.42037
="2026/04/02 16:17:53.280",0.3207,0.05915,0.25728,-0.34806,0.16832,-0.39478,0.09588,-0.33173,0.75978,-0.40413,0.00047,0.07513,22.78172,866.88171,0.20409,-0.0999,-0.18169,0.7196,-0.13583,0.28758
="2026/04/02 16:17:53.300",0.22642,-0.00869,-0.87156,0.09176,-0.15646,-0.15902,1.18028,-0.45589,1.29901,-0.46623,-0.02666,0.0478,22.41575,867.13135,0.08235,0.04744,0.16572,1.30345,-0.06636,-0.24529
="2026/04/02 16:17:53.320",-0.00767,0.01816,0.55566,-0.06103,0.20661,-0.13548,-0.85491,0.26556,-0.52857,-0.2837,-0.02125,-0.06564,22.33356,866.72992,0.16717,0.04346,0.53853,0.61157,-0.08871,0.05682
="2026/04/02 16:17:53.340",0.58698,0.08832,-0.70878,-0.15689,0.17132,-0.33327,1.08582,-0.39016,1.41549,-0.33355,-0.03995,-0.01281,23.57391,867.2384,0.23123,-0.09056,-0.6696,0.68662,-0.05646,0.37916
="2026/04/02 16:17:53.360",0.01233,0.02348,-0.27139,0.04621,0.03453,-0.38236,0.41094,-0.11117,0.48523,-0.36372,-0.00683,-0.0157,22.13384,866.30902,0.05902,0.1371,0.69432,0.83428,0.18221,-0.34913
="2026/04/02 16:17:53.380",0.41909,-0.03732,0.20002,-0.15591,0.41181,-0.27291,-0.32439,-0.05542,-0.12037,-0.27886,-0.00289,-0.02206,22.19933,866.23517,0.2989,0.00157,-0.33124,-0.01682,-0.06264,0.21775
="2026/04/02 16:17:53.400",0.26977,-0.12078,-0.98451,-0.00662,0.21552,-0.11388,1.46852,-0.67489,1.77676,-0.6332,-0.04478,-0.01073,21.20747,866.03802,-0.01825,-0.02627,-0.12843,0.45356,0.05814,-0.01773
